"ID","Genotype.ID","rep","Seed.wt...g.","Seed.ProjArea.cm2.","Time.to.emergence..d.","Plant.ht..21d..cm.","Plant.ht..35d..cm.","Leaf.no..21d","Leaf.no..35d","Tiller.no..35d","Shoot.dry.wt...g.","Shoot.leaf.area..cm2.","Root.dry.wt..g.","Root.Length..cm.","Root.ProjArea.cm2.","Root.SurfArea..cm2.","Root.AvgDiam..mm.","Root.vol...cm3.","Root.no..tips","Root.no..forks","Root.no..crossings","Root.length..cm..by.diam.class..mm...0..L...0.5","Root.length..cm..by.diam.class..mm...0.5..L...1.0","Root.length..cm..by.diam.class..mm...1.0..L...1.5","Root.length..cm..by.diam.class..mm...1.5..L...2.0","Root.length..cm..by.diam.class..mm...2.0..L...2.5","Root.length..cm..by.diam.class..mm...2.5..L...3.0","Root.length..cm..by.diam.class..mm...3.0..L...3.5","Root.length..cm..by.diam.class..mm...3.5..L...4.0","Root.length..cm..by.diam.class..mm...4.0..L...4.5","Root.length..cm..by.diam.class..mm...L..4.5"
599,83,2,0.0022,"0.105","6","5.4","7.9","3","6","1","0.025","5.1906","0.0108","294.5883","7.4462","23.393","0.2528","0.148","708","1466","166","276.2079","17.8038","0.4904","0.0489","0","0","0","0","0","0"
600,73,4,0.0013,"0.0854","6","5","7.5","2","5","1","0.0154","3.4453","0.0103","224.3448","5.5972","17.5842","0.2495","0.11","582","751","107","213.4748","10.5608","0.3003","0","0","0","0","0","0","0"
601,8,10,0.002,"0.0787","6","5.5","9.2","3","9","3","0.0377","7.8171","0.019","564.0235","14.8657","46.702","0.2636","0.308","1543","3192","383","525.252","37.6802","0.9707","0.1205","0","0","0","0","0","0"
602,57,9,0.0015,"0.0787","8","5.1","6.7","3","5","1","0.0172","3.2681","0.0081","186.1351","5.332","16.7509","0.2865","0.12","546","962","98","167.4542","18.0637","0.6171","0","0","0","0","0","0","0"
603,55,2,0.0014,"0.075","6","4.8","12.2","3","8","2","0.0436","10.4227","0.0279","303.3452","10.3427","32.4927","0.341","0.277","892","1797","136","257.3729","42.1125","3.5732","0.2707","0","0","0","0","0","0"
604,30,8,0.0015,"0.0664","6","4.3","10","3","10","2","0.0418","9.5351","0.0174","529.2193","13.3095","41.813","0.2515","0.263","1277","2242","385","489.5663","38.7625","0.4643","0.1848","0.1919","0.0124","0","0","0","0"
605,33,9,0.0024,"0.0734","6","5.1","10.6","3","10","3","0.0534","11.7126","0.0274","920.5622","21.8726","68.7149","0.2376","0.408","2224","4121","675","864.45","54.7051","1.152","0.1179","0","0","0","0","0","0"
606,77,5,0.0017,"0.0851","6","5","8.7","3","7","2","0.0293","5.7568","0.009","169.7961","4.6023","14.4587","0.2711","0.098","646","830","57","153.4595","16.0449","0.2917","0","0","0","0","0","0","0"
607,35,1,0.0019,"0.0765","6","3.7","5.1","3","5","1","0.0129","2.6695","0.0094","264.4793","6.312","19.8298","0.2387","0.118","582","1067","158","254.5564","9.7166","0.1673","0","0","0","0","0","0","0"
608,29,8,0.0025,"0.0674","8","6","7.5","4","8","2","0.0212","5.2576","0.0177","809.7869","18.449","57.9591","0.2278","0.33","2186","3813","656","774.2581","34.6597","0.7156","0.081","0","0","0","0","0","0"
609,44,3,0.0033,"0.1094","6","5.7","11.8","3","11","3","0.069","14.1492","0.0308","759.4823","21.8401","68.6126","0.2876","0.493","2142","4616","449","684.5922","71.1655","3.3621","0.3284","0","0","0","0","0","0"
610,95,3,0.001,NA,"8","3","6","3","6","1","0.0139","3.6331","0.009","254.9291","5.9357","18.6476","0.2328","0.109","755","1234","157","242.3524","11.4781","1.0083","0.0904","0","0","0","0","0","0"
611,73,8,0.002,"0.0712","6","5","10","3","7","1","0.0311","7.2348","0.0148","558.8506","12.5754","39.5067","0.225","0.222","1212","2221","386","537.9357","20.8708","0.0442","0","0","0","0","0","0","0"
612,100,3,0.0021,"0.0634","5","6.8","9.5","4","8","3","0.0427","8.5406","0.0242","694.1969","16.7673","52.676","0.2415","0.318","1525","2923","455","663.4943","29.4074","1.097","0.0706","0.0325","0","0","0","0","0"
613,73,10,0.0019,"0.0886","6","4.3","11.6","3","7","2","0.0328","6.5316","0.0142","305.8595","7.937","24.935","0.2595","0.162","687","905","108","289.3188","16.1917","0.228","0.0476","0.0542","0","0","0","0","0"
614,88,5,0.0013,"0.0624","6","5.4","9.4","3","9","1","0.0451","9.8913","0.0264","745.6221","17.759","55.7915","0.2382","0.332","1727","3595","573","695.3621","48.7407","0.6507","0.3236","0.2865","0.0245","0","0","0","0"
615,102,6,0.0017,"0.0685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,76,2,0.0014,NA,"6","4","6","3","5","1","0.0151","3.1337","0.008","176.2369","4.4493","13.9779","0.2525","0.088","840","917","70","162.4792","13.0884","0.4588","0.1674","0","0","0","0","0","0"
617,35,5,0.0015,"0.0896","6","3.1","7","3","11","1","0.0316","6.3421","0.022","282.6769","8.1507","25.6062","0.2883","0.185","1041","1243","105","246.7845","33.2746","2.3906","0.1829","0","0","0","0","0","0"
618,9,2,0.0027,"0.0749","6","4.9","8.5","3","8","2","0.0265","5.9714","0.0101","296.206","7.1235","22.379","0.2405","0.135","670","1146","170","279.6521","16.3726","0.1813","0","0","0","0","0","0","0"
619,64,10,0.0022,"0.0876","6","5.6","11.7","3","8","1","0.0351","7.908","0.0176","448.011","11.6421","36.5747","0.2599","0.238","1180","2721","390","413.801","32.6158","1.4889","0.1052","0","0","0","0","0","0"
620,87,1,0.0017,"0.0721","5","4.4","8.6","3","6","1","0.0275","6.5671","0.0149","470.9572","11.4633","36.0131","0.2434","0.219","1687","1842","276","440.4892","29.7972","0.6321","0.0159","0","0","0","0","0","0"
621,83,4,0.0021,"0.0794","6","4","7.9","3","5","1","0.0184","4.0279","0.0125","332.7251","8.5053","26.7202","0.2556","0.171","979","1613","174","313.5431","17.5003","1.2952","0.317","0.06","0","0","0","0","0"
622,30,7,0.0021,"0.0639","6","4.5","9.5","3","11","1","0.0392","9.2072","0.0209","685.636","17.4371","54.7801","0.2543","0.348","1999","3221","487","640.5357","43.981","0.952","0.0574","0","0","0","0","0","0"
623,57,7,0.002,"0.0721","6","5.2","11","3","7","1","0.0445","8.1237","0.02","599.5383","15.1659","47.645","0.253","0.301","1390","2727","416","561.2253","37.1649","0.9053","0.2314","0.0114","0","0","0","0","0"
624,77,7,0.0026,"0.1046","6","5.5","8","3","6","1","0.0303","6.2337","0.0164","329.4815","8.4123","26.4281","0.2553","0.169","802","1379","133","314.2025","14.7319","0.5177","0.0294","0","0","0","0","0","0"
625,39,10,0.0026,"0.099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,75,8,0.002,"0.0756","6","7.7","10.3","3","8","3","0.0535","9.7521","0.0217","485.8685","11.7375","36.8746","0.2416","0.223","1219","2389","335","459.1553","26.2738","0.327","0.091","0.0169","0","0","0","0","0"
627,95,2,0.0014,"0.0519","8","4.2","7.5","4","7","1","0.0234","5.3222","0.0156","558.124","12.0428","37.8337","0.2158","0.204","1713","2345","379","546.5164","11.428","0.1558","0.0193","0","0","0","0","0","0"
628,49,5,0.0024,"0.0868","6","5.1","8.2","3","6","1","0.0316","6.3214","0.0174","453.9427","10.2298","32.138","0.2254","0.181","1158","2191","319","439.5148","13.2648","0.5001","0.3891","0.1052","0.1422","0","0","0","0"
629,37,4,0.0022,"0.0769","6","7","10.9","4","7","1","0.0446","9.8716","0.0301","693.5536","17.1697","53.94","0.2476","0.334","1457","4255","560","653.5601","38.527","1.0599","0.0118","0.1884","0.0904","0","0","0","0"
630,92,3,0.0018,"0.0954","8","2.9","4.1","3","5","1","0.0083","1.8906","0.005","152.553","3.7728","11.8526","0.2473","0.073","456","574","52","148.0656","4.3318","0.1425","0","0","0","0","0","0","0"
631,65,5,0.0018,"0.0947","6","5.1","10.7","3","10","3","0.0424","10.7772","0.0261","685.714","17.9515","56.3963","0.2618","0.369","1685","3930","503","629.718","53.0789","2.4738","0.3153","0","0","0","0","0","0"
632,84,9,0.0011,"0.0653","6","3.2","5.9","3","10","2","0.0265","5.3581","0.0138","387.3177","10.0412","31.5455","0.2593","0.204","1274","2232","265","360.2332","25.6933","1.1056","0.2198","0.0659","0","0","0","0","0"
633,61,10,1e-04,NA,"6","3.1","6.3","3","6","1","0.0136","3.6239","0.0069","204.6379","5.3215","16.7178","0.26","0.109","468","1286","161","193.517","10.4208","0.4034","0.177","0","0","0","0","0","0"
634,62,2,0.0027,"0.145","6","4.5","8","3","6","1","0.0207","5.4319","0.0185","344.3767","10.0419","31.5477","0.2916","0.23","757","1727","210","308.4083","32.9488","1.8763","0.7408","0.1795","0.1497","0","0","0","0"
635,30,2,0.0021,"0.0816","6","4.9","6.2","3","6","1","0.0164","3.7739","0.0116","340.8106","8.5094","26.733","0.2497","0.167","898","1401","189","327.5803","12.8445","0.0874","0.028","0","0","0","0","0","0"
636,57,6,0.0021,"0.0981","6","4.8","8.8","3","6","1","0.0247","6.11","0.0142","348.7637","9.5661","30.0526","0.2743","0.206","1016","1727","163","324.9763","22.4163","0.9378","0.2299","0.1069","0","0.0582","0","0","0"
637,100,2,1e-04,"0.0757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,34,1,0.0028,"0.0797","3","5.2","7","3","7","2","0.0207","5.5877","0.0101","297.8038","7.4723","23.475","0.2509","0.147","641","1127","159","282.9978","14.7095","0.0965","0","0","0","0","0","0","0"
639,63,7,0.0021,"0.0946","6","6.1","8","4","9","3","0.0379","8.1943","0.0224","743.6449","17.7348","55.7156","0.2385","0.332","1762","3325","497","714.9948","28.0967","0.3931","0","0","0","0","0","0","0"
640,91,6,0.002,"0.0782","6","2.9","6.6","3","6","2","0.0172","3.9335","0.0091","195.2032","5.0509","15.8679","0.2588","0.103","612","717","80","183.9065","10.5292","0.5131","0.1469","0.1076","0","0","0","0","0"
641,30,4,0.0017,"0.0616","6","4.8","8.5","3","9","2","0.0287","6.8792","0.0178","584.1814","13.8288","43.4446","0.2367","0.257","1665","2430","349","555.8129","27.6183","0.5943","0.1296","0","0","0","0","0","0"
642,91,7,0.0031,"0.0871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,57,4,0.0021,"0.1012","6","8","10.1","4","9","2","0.0561","10.7372","0.0293","744.207","18.2956","57.4774","0.2458","0.353","1573","3390","478","701.7924","41.0173","1.0714","0.2591","0.0135","0","0","0","0","0"
644,32,4,0.0012,"0.0707","6","5.8","7.3","3","7","2","0.0237","6.0301","0.0173","453.4761","11.7671","36.9673","0.2595","0.24","1190","1821","266","428.5763","22.846","1.3836","0.2417","0.4195","0","0","0","0","0"
645,84,10,0.0011,"0.0533","6","3.8","6.9","3","10","3","0.0292","5.4118","0.0132","265.9808","7.2408","22.7478","0.2722","0.155","807","1440","137","246.6918","18.7528","0.4806","0.0492","0","0","0","0","0","0"
646,29,6,0.0034,"0.0983","6","5","9.1","3","10","3","0.0429","8.288","0.019","530.9249","12.8342","40.3197","0.2417","0.244","1460","2395","328","491.4918","38.4221","0.9773","0","0","0","0","0","0","0"
647,79,4,0.0025,"0.0776","5","4.5","6.2","3","5","1","0.0187","3.2616","0.0144","337.8145","8.1611","25.639","0.2416","0.155","977","1415","195","325.4324","12.3305","0.0516","0","0","0","0","0","0","0"
648,64,4,0.0029,"0.1284","6","5.5","7.5","3","4","1","0.0427","2.7411","0.0107","168.5765","4.4464","13.9689","0.2638","0.092","460","902","80","160.6914","6.9487","0.7863","0.1143","0","0","0","0","0","0"
649,45,8,7e-04,NA,"6","4","8.3","3","9","3","0.0331","8.1811","0.0193","444.3891","12.0826","37.9586","0.2719","0.258","1245","2482","302","397.7727","44.0701","1.8598","0.5092","0","0","0","0","0","0"
650,75,6,6e-04,"0.0541","6","5.5","9","2","6","2","0.0227","5.8414","0.012","331.3148","8.9746","28.1945","0.2709","0.191","862","1903","249","298.1051","31.8354","1.3169","0","0","0","0","0","0","0"
651,47,1,0.0037,"0.1002","6","4.9","9","3","7","2","0.0352","6.9706","0.0184","653.3891","15.1891","47.7181","0.2325","0.277","1640","3456","576","628.6088","23.807","0.5497","0.3245","0","0","0","0","0","0"
652,90,8,0.0024,"0.0731","6","4.8","5.3","3","4","1","0.0138","2.5747","0.0203","270.2017","9.7222","30.5433","0.3598","0.275","1388","1725","116","236.7178","19.8563","6.2342","3.0321","2.7416","0.6937","0.229","0.5774","0.013","0.1065"
653,55,4,0.0013,"0.0772","10","7","7.8","3","5","1","0.0116","2.6868","0.0078","229.7595","5.9005","18.5371","0.2568","0.119","518","1546","175","218.7454","10.0478","0.9505","0.0159","0","0","0","0","0","0"
654,59,6,0.0019,"0.0725","6","4.8","8.9","3","7","2","0.0404","7.388","0.0194","530.9964","13.8537","43.5228","0.2609","0.284","1381","2840","362","489.8409","35.7166","3.6682","1.3374","0.2745","0.1517","0","0","0","0"
655,58,8,0.0013,"0.0762","6","5.5","8.7","3","6","1","0.0328","7.0048","0.0151","517.0867","12.2754","38.5642","0.2374","0.229","1312","2251","365","490.1841","25.7392","0.9931","0.1703","0","0","0","0","0","0"
656,19,6,0.0021,"0.0688","6","5.2","7.4","3","6","2","0.0297","6.204","0.0155","511.9037","12.3369","38.7577","0.241","0.234","1002","2954","467","487.8048","22.0101","1.5965","0.2887","0.0756","0.1247","0","0","0","0"
657,52,1,0.0029,"0.0931","6","7","11.2","3","6","1","0.0456","7.1451","0.0222","561.0368","14.4831","45.4999","0.2581","0.294","1188","3305","420","525.7074","33.9615","0.7323","0.3748","0.1459","0","0","0","0","0"
658,81,5,0.002,"0.057","8","5.5","7.7","4","8","2","0.032","7.0477","0.031","511.8199","13.3781","42.0285","0.2614","0.275","1661","2909","330","472.5488","38.2554","0.8177","0.0211","0","0","0","0","0","0"
659,58,10,0.0012,"0.0529","3","5.2","11.4","2","8","2","0.0339","10.0218","0.0186","320.4936","10.3713","32.5823","0.3236","0.264","941","1661","131","277.1318","40.4155","2.6511","0.2147","0.0806","0","0","0","0","0"
660,98,8,5e-04,"0.0509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,68,3,0.0018,"0.0881","8","6","10.5","3","10","3","0.054","11.4005","0.0244","487.1282","13.9419","43.7996","0.2862","0.313","1425","2155","186","427.7588","58.0152","1.0125","0.2157","0.0103","0","0","0","0","0"
662,93,6,8e-04,NA,"8","4.7","8.2","3","5","1","0.0167","3.5929","0.0074","229.5653","5.4764","17.2045","0.2386","0.103","556","860","162","222.0039","6.866","0.6315","0","0","0","0","0","0","0"
663,59,5,0.0015,"0.0655","6","4.1","7.8","3","10","3","0.0412","9.7","0.0181","565.9054","14.2703","44.8315","0.2522","0.283","1565","2568","315","524.9583","39.7553","1.011","0.1808","0","0","0","0","0","0"
664,91,9,0.0032,"0.0723","8","4.5","8.5","3","10","3","0.0519","9.8758","0.0222","487.9904","13.2753","41.7056","0.272","0.284","1602","2381","243","434.0608","52.8237","1.016","0","0","0","0","0","0","0"
665,100,5,0.0014,"0.0741","6","4.7","8.9","3","8","2","0.0359","8.8664","0.0176","543.5346","14.3573","45.1047","0.2641","0.298","1176","3204","409","499.0222","43.2517","1.114","0.102","0","0","0","0","0","0"
666,1,5,0.0032,"0.1148","6","5","7.8","4","7","1","0.0345","6.194","0.0185","672.6023","16.0252","50.3448","0.2383","0.3","1328","4086","601","641.7343","29.3396","1.0667","0.4445","0","0","0","0","0","0"
667,57,8,0.0018,"0.0788","6","5.3","9.8","3","5","1","0.0339","6.3156","0.0168","467.6214","12.039","37.8216","0.2575","0.243","992","2906","425","437.713","25.6386","2.9185","0.2251","0.2123","0.3188","0.2261","0.129","0.1793","0"
668,57,3,0.0013,"0.0716","6","5","9.2","3","5","1","0.0326","6.3135","0.0233","514.5252","12.5165","39.3219","0.2433","0.239","1104","2746","408","486.1754","26.433","1.4862","0.2781","0","0","0.0312","0","0","0"
669,42,6,0.0017,"0.0814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,73,9,0.0017,"0.0873","6","6","8.6","3","7","2","0.0319","6.3321","0.0192","589.0698","14.0695","44.2007","0.2388","0.264","1013","2347","445","560.7016","27.5134","0.7775","0","0","0","0","0","0","0"
671,95,9,0.0015,"0.053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,57,5,0.0019,"0.0864","6","7.7","12.5","3","9","3","0.0324","6.5205","0.038","552.3397","17.9878","56.5102","0.3257","0.46","1107","4141","417","482.3804","62.2061","6.3685","1.1004","0.1882","0.0135","0","0","0","0"
673,92,4,0.0024,"0.0857","8","5","6.1","2","3","1","0.0014","1.1932","0.0004","23.2554","0.4938","1.5512","0.2123","0.008","163","94","13","23.0095","0.2459","0","0","0","0","0","0","0","0"
674,19,1,0.0016,"0.0631","8","5.2","9.4","3","10","3","0.0535","11.1663","0.0304","574.6035","16.9473","53.2414","0.2949","0.393","1483","3158","360","509.3468","60.6934","4.0126","0.0687","0.2663","0.0849","0.0069","0","0","0"
675,29,2,0.0036,"0.0772","8","5.6","11","4","13","3","0.0652","13.9258","0.0353","779.1294","22.6322","71.1013","0.2905","0.516","2416","4121","404","702.5216","71.2488","4.2792","0.9461","0.0999","0","0","0","0","0"
676,76,4,0.0012,"0.0771","6","4.2","9.6","3","7","2","0.09","14.2588","0.0133","324.2986","9.0348","28.3837","0.2786","0.198","828","1641","196","292.3709","31.0125","0.5619","0.303","0.0502","0","0","0","0","0"
677,54,1,0.0015,"0.08","6","4","10.2","3","9","2","0.0379","8.6677","0.0155","206.0207","6.3614","19.9849","0.3088","0.154","742","934","79","177.7049","27.2549","0.9487","0.1018","0.0103","0","0","0","0","0"
678,14,2,0.0027,"0.0825","6","4.8","10.8","3","7","2","0.0441","10.1821","0.0222","362.7388","11.7816","37.0131","0.3248","0.301","1320","2075","205","307.6649","47.832","4.1352","1.2382","0.771","0.6609","0","0.3915","0.0452","0"
679,62,9,0.002,"0.0685","6","4","9.1","3","8","3","0.03","6.9284","0.0183","322.0304","10.262","32.239","0.3187","0.257","1059","1670","157","280.0592","38.272","2.0584","0.7285","0.3371","0.2347","0.2338","0.0777","0.0291","0"
680,75,9,0.0017,"0.0802","6","5","9","3","6","1","0.0311","5.4137","0.0128","261.0014","6.9688","21.8932","0.267","0.146","665","1397","175","240.173","18.9414","1.2317","0.1783","0.2894","0.0419","0.0931","0.0336","0","0"
681,89,9,0.0021,"0.086","6","4.5","8.2","3","6","1","0.0287","5.1071","0.0159","352.4464","9.5674","30.0569","0.2715","0.204","795","2110","232","328.8491","20.3122","2.0918","0.5968","0.2669","0.1709","0","0","0","0"
682,19,5,0.0026,"0.0782","6","6","12","4","9","3","0.0688","12.8521","0.0323","857.5378","22.0781","69.3605","0.2575","0.446","1590","5019","724","807.6757","46.4067","2.985","0.4018","0","0","0","0","0","0"
683,42,7,0.0024,"0.0733","8","5.8","10.5","3","6","1","0.0263","5.5503","0.0117","381.6506","9.1821","28.8465","0.2406","0.174","842","1656","242","367.6163","13.726","0.2922","0","0","0","0","0","0","0"
684,11,9,0.0026,"0.0631","8","4.9","8.3","3","6","2","0.0307","6.3537","0.0156","481.4957","11.6833","36.7042","0.2426","0.223","1141","2301","326","462.86","17.5811","0.8707","0.1203","0","0","0","0","0","0"
685,97,1,0.0019,"0.067","8","9.5","13","4","9","3","0.0609","11.5382","0.0257","712.311","18.5767","58.3605","0.2608","0.381","1513","3267","433","665.9475","45.425","0.8886","0.05","0","0","0","0","0","0"
686,102,8,0.0019,"0.0767","8","4.8","10.5","3","10","3","0.0498","10.8311","0.0296","403.4843","13.4329","42.2009","0.3329","0.351","1377","2624","185","347.0866","48.0171","6.4891","1.3916","0.3251","0.0169","0","0","0","0"
687,32,9,0.0022,"0.0657","6","5.1","7.1","2","6","2","0.01","4.0924","0.0101","229.7427","7.0553","22.1648","0.3071","0.17","577","1249","120","208.1021","19.6698","1.5843","0.3379","0.0486","0","0","0","0","0"
688,90,7,0.003,"0.0879","6","4.8","8.1","3","7","2","0.0181","6.3127","0.0111","296.1952","8.4887","26.668","0.2866","0.191","690","2007","210","269.4976","25.4856","1.1225","0.0896","0","0","0","0","0","0"
689,58,2,0.0014,"0.0588","6","5.4","8","2","6","1","0.0191","5.2126","0.0108","165.7627","5.0888","15.9869","0.307","0.123","452","1107","86","148.0161","15.7999","1.6404","0.3019","0","0","0","0","0","0"
690,79,3,0.0023,"0.0606","3","5.1","6.2","2","9","2","0.0313","5.6693","0.0165","257.5844","8.3951","26.3739","0.3259","0.215","732","1661","121","221.2803","32.6475","3.014","0.5854","0.0571","0","0","0","0","0"
691,104,5,0.0015,"0.0708","6","4.5","7.7","3","5","1","0.0248","5.7493","0.0124","298.7432","9.3524","29.3813","0.3131","0.23","944","1664","123","268.4249","24.7012","4.4252","0.6558","0.0638","0.292","0.0325","0","0","0"
692,8,2,0.0028,"0.0879","6","5.2","8.8","3","9","2","0.0336","7.7706","0.0203","378.2115","12.277","38.5693","0.3246","0.313","993","2466","207","338.483","35.4952","2.4954","0.8713","0.1747","0.5169","0.1026","0","0","0"
693,45,3,0.0019,"0.0725","6","3.8","6","3","8","3","0.0236","5.0687","0.0156","322.31","9.5901","30.1283","0.2975","0.224","823","1882","180","294.3951","25.9365","1.7003","0.1557","0.0941","0.0193","0","0","0","0"
694,55,1,0.0014,"0.0627","6","5.9","7.7","3","5","1","0.0216","4.6879","0.0144","244.0813","7.8634","24.7037","0.3222","0.199","585","1724","147","218.3749","22.9336","2.188","0.2258","0.343","0","0","0","0","0"
695,90,6,0.0028,"0.0891","6","4.9","6.9","3","5","1","0.0155","4.5556","0.0127","222.582","7.1668","22.5151","0.322","0.181","720","1398","91","201.5137","18.4623","1.7975","0.3254","0.0792","0.1911","0.0238","0","0","0"
696,8,4,0.0029,"0.0996","6","5.2","9.2","3","7","1","0.0324","7.2355","0.0233","445.2563","15.1203","47.5018","0.3396","0.403","1212","3885","285","385.1784","48.5917","8.259","1.8493","0.6783","0.2988","0","0.1563","0","0.1288"
697,51,2,0.003,"0.0555","6","4.7","8.1","3","10","3","0.0445","8.6972","0.0219","486.6672","15.9011","49.9548","0.3267","0.408","1295","3413","273","430.9346","47.346","6.0496","1.7685","0.1754","0.2567","0.0103","0.0293","0","0"
698,11,5,0.003,"0.0861","8","3.9","7.5","3","8","3","0.0389","6.469","0.02","417.8518","12.6985","39.8934","0.3039","0.303","1280","2055","178","369.363","46.3351","1.8101","0.2716","0.0288","0","0","0","0","0"
699,71,8,0.0014,"0.0706","8","3.2","6","3","7","2","0.019","4.1072","0.0091","181.7947","5.721","17.9732","0.3147","0.141","592","1018","85","156.9737","23.2489","1.4323","0.1308","0","0","0","0","0","0"
700,56,4,9e-04,"0.0755","8","4","5","2","4","1","0.0099","2.0264","0.0049","71.6393","2.4283","7.6288","0.339","0.065","320","398","10","64.128","6.7148","0.6987","0.0978","0","0","0","0","0","0"
