"ID","Genotype.ID","rep","Seed.wt...g.","Seed.ProjArea.cm2.","Time.to.emergence..d.","Plant.ht..21d..cm.","Plant.ht..35d..cm.","Leaf.no..21d","Leaf.no..35d","Tiller.no..35d","Shoot.dry.wt...g.","Shoot.leaf.area..cm2.","Root.dry.wt..g.","Root.Length..cm.","Root.ProjArea.cm2.","Root.SurfArea..cm2.","Root.AvgDiam..mm.","Root.vol...cm3.","Root.no..tips","Root.no..forks","Root.no..crossings","Root.length..cm..by.diam.class..mm...0..L...0.5","Root.length..cm..by.diam.class..mm...0.5..L...1.0","Root.length..cm..by.diam.class..mm...1.0..L...1.5","Root.length..cm..by.diam.class..mm...1.5..L...2.0","Root.length..cm..by.diam.class..mm...2.0..L...2.5","Root.length..cm..by.diam.class..mm...2.5..L...3.0","Root.length..cm..by.diam.class..mm...3.0..L...3.5","Root.length..cm..by.diam.class..mm...3.5..L...4.0","Root.length..cm..by.diam.class..mm...4.0..L...4.5","Root.length..cm..by.diam.class..mm...L..4.5"
350,90,5,0.0023,"0.085","4","3.8","8.5","2","7","2","0.0225","5.5087","0.015","484.0601","11.6176","36.4978","0.24","0.219","965","2430","384","453.4132","29.3701","0.8433","0.2411","0.0114","0.0888","0.0159","0.0447","0","0"
351,32,5,0.0024,"0.0934","4","5.1","11.1","2","10","3","0.0311","8.591","0.0104","223.28","5.8258","18.3022","0.2609","0.119","689","1063","119","208.3488","12.6547","1.5312","0.6251","0.1087","0","0","0","0","0"
352,59,10,0.0023,"0.091","7","4.8","10.1","3","7","2","0.0386","9.0792","0.0306","403.3485","12.8042","40.2256","0.3174","0.319","1311","2237","222","346.6845","47.6319","5.2171","1.4375","1.0593","0.4447","0.479","0.0629","0.2675","0.064"
353,73,2,0.0016,"0.0829","7","4.1","9","3","5","1","0.0223","4.4024","0.0142","245.205","7.6413","24.0059","0.3116","0.187","1088","1243","76","211.7179","30.4343","2.5726","0.2603","0.2128","0","0","0","0","0"
354,96,6,0.0013,"0.061","7","4.5","9.4","3","7","1","0.0284","5.8327","0.0174","299.8802","9.0349","28.3838","0.3013","0.214","855","1721","164","259.6289","37.4187","2.4083","0.3923","0.0135","0","0","0","0","0"
355,37,8,0.0018,"0.0669","7","3.7","9.2","3","6","1","0.0283","6.9116","0.0142","297.4106","8.3713","26.2993","0.2815","0.185","892","1434","157","262.5297","34.2233","0.6053","0.0523","0","0","0","0","0","0"
356,62,3,0.0036,"0.1111","4","3.2","7.5","2","6","2","0.0144","4.4308","0.0423","984.2291","26.9786","84.7557","0.2741","0.581","2404","4964","714","895.3617","82.7834","4.4777","1.1836","0.2155","0.1063","0","0","0","0"
357,52,4,0.0025,"0.0958","7","6","8.6","3","5","1","0.0237","4.3947","0.0173","372.2049","10.2444","32.1837","0.2752","0.221","1280","1897","229","345.5659","22.4051","3.0733","0.6329","0.4221","0.0724","0","0","0","0"
358,88,9,4e-04,NA,"7","4","7.3","3","6","1","0.0179","4.916","0.0097","246.1159","6.688","21.0111","0.2717","0.143","830","1491","156","217.4663","26.0204","1.8464","0.3924","0.3313","0.046","0","0","0","0"
359,101,7,0.0031,"0.116","7","5.6","8","3","4","1","0.0108","3.2324","0.0159","444.3355","10.9589","34.4283","0.2466","0.212","1927","1850","216","421.4669","20.7437","1.4957","0.2962","0.2504","0.0727","0","0","0","0"
360,83,10,0.0018,"0.08","4","4.5","7.5","2","4","1","0.0133","3.0203","0.0183","591.4127","14.2487","44.7636","0.2409","0.27","1153","2271","387","554.8769","35.9723","0.4808","0","0","0","0","0","0","0"
361,18,10,0.001,NA,"7","4.7","9.2","3","5","1","0.0198","5.1343","0.0112","268.8166","7.619","23.9358","0.2834","0.17","829","1627","192","240.6377","25.7979","1.7966","0.2219","0.3245","0.0069","0.0312","0","0","0"
362,8,9,0.0017,"0.0747","4","4.5","10","2","9","3","0.0298","8.5205","0.0132","427.0314","11.0459","34.7018","0.2587","0.224","948","2243","267","394.6267","31.724","0.6111","0.0536","0","0","0","0","0","0"
363,82,2,0.0028,"0.0968","9","7.9","12.8","4","9","3","0.0739","15.1572","0.0419","796.179","25.5783","80.3565","0.3213","0.645","2956","4817","353","693.9401","90.46","8.9432","2.1223","0.6624","0.0351","0","0","0","0"
364,72,8,0.0016,"0.0658","4","3.1","8","2","7","3","0.0235","5.651","0.0183","270.4043","9.7634","30.6725","0.3611","0.277","827","1593","102","226.4306","39.6209","3.4348","0.872","0.046","0","0","0","0","0"
365,8,3,0.0022,"0.0845","4","5","6.3","2","5","1","0.0098","3.1687","0.005","174.6457","4.4809","14.0772","0.2566","0.09","406","741","91","166.7494","7.7115","0.16","0.0248","0","0","0","0","0","0"
366,14,4,0.0024,"0.0833","3","5","9.4","3","7","1","0.0277","7.37","0.0164","344.5241","10.1861","32.0006","0.2957","0.237","838","2186","294","301.7933","39.1506","1.8745","0.7227","0.3192","0.4457","0.2024","0","0","0"
367,96,10,0.0014,"0.0701","4","4.6","10.8","2","7","3","0.0269","6.9916","0.0135","239.7935","7.1262","22.3876","0.2972","0.166","541","1575","180","212.472","22.8664","2.8877","0.5877","0.5632","0.1958","0.1488","0","0.0479","0"
368,51,4,0.0021,"0.0695","7","4","9.3","3","9","2","0.0414","10.1214","0.0236","454.1793","14.1312","44.3946","0.3111","0.345","1306","3012","347","396.145","49.5507","4.8578","2.1067","0.7792","0.1896","0.0928","0.2587","0.0754","0.0548"
369,75,7,0.0016,"0.0695","4","5","12.2","2","10","3","0.0469","11.4761","0.0159","523.8851","15.3558","48.2416","0.2931","0.354","985","3324","426","455.0314","65.9843","2.0282","0.532","0.2334","0.0566","0","0","0","0"
370,43,2,0.002,"0.0898","4","5","6.3","2","4","1","0.0095","2.5943","0.0051","201.8748","4.8641","15.281","0.2409","0.092","514","862","133","195.6774","5.5763","0.6039","0","0","0","0","0","0","0"
371,72,3,0.0027,"0.0929","4","5.8","11.4","2","8","3","0.0399","8.7266","0.0168","437.3459","11.789","37.0361","0.2696","0.25","1040","2463","299","397.9135","36.8397","1.9535","0.5544","0.0847","0","0","0","0","0"
372,63,1,0.0016,"0.0801","4","5.8","10","2","12","6","0.0392","10.0548","0.0131","374.7899","10.0127","31.4559","0.2672","0.21","766","1977","275","342.5576","30.1519","1.3773","0.2487","0.277","0","0.1065","0","0","0"
373,91,5,0.0024,"0.083","4","5.6","9.5","2","8","3","0.037","7.0642","0.017","305.8522","9.7366","30.5885","0.3183","0.243","773","1759","165","260.8296","39.0418","4.086","1.1847","0.5573","0","0.1483","0","0","0"
374,77,3,0.0019,"0.0824","4","6.3","15.6","2","12","5","0.077","17.0116","0.0334","490.4317","17.3169","54.4026","0.3531","0.48","1632","4047","341","415.3321","59.5507","9.2719","2.7797","2.4298","0.7789","0.0799","0","0.0646","0.144"
