,,,Column,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,,,,,,,,,,,,
,,,,,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,,,,,,,,,,,,
Date,Albedo,Density,Block,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,,,,,,,,,,,,
5/9/23,black,low,4,2,VX,D,V2,D,V3,D,VX,D,V2,D,V3,D,V3,D,V3,D,VX,,V3,D,V2,D,V2,D,VX,D,VX,,V3,D,V2,D,,,,,,,,,,,,
5/9/23,black,low,4,3,VX,,VX,,VX,D,VX,D,V2,D,V2,D,V2,D,VX,D,V3,D,V3,E,V3,D,V3+,E,VX,D,V2,D,V3,D,VX,D,,,,,,,,,,,,
5/9/23,black,low,4,4,VX,D,VX,,V2,D,V2,D,VX,D,V3+,E,V3,D,V3,D,V2,D,V2,E,V3+,D,V2,D,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,
5/9/23,black,low,4,5,V2,D,V2,D,VX,"D, FH",VX,"D, FH",VX,,VX,,VX,,VX,,VX,,VX,D,VX,,V3,"D, FH",V2,"D, FH",VX,,V3,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,4,1,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,V2,D,V1,E,V2,D,VX,D,V3,D,V3,D,V3+,E,VX,D,VX,D,V2,"D, FH",,,,,,,,,,,,
5/9/23,white,low,4,2,V3,E,V2,D,V3,D,V3+,E,V2,D,V2,D,V2,"D, FH",V2,D,V2,D,V2,D,V3+,D,V3+,E,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,4,3,V2,D,V2,D,V2,D,V2,D,V2,D,V3+,E,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V3,D,V2,D,V2,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,4,4,V3+,E,V3,D,V1,D,V2,D,V2,D,V2,D,V2,D,V1,E,V0,"E, SICKLY",V3+,E,V2,D,V3,D,V2,D,V3+,E,V2,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,4,5,V2,D,V2,D,V3,D,V0,D,V3,"D, TOOTHPICK BROKEN",V2,D,V2,D,V3+,E,V2,D,VX,,VX,D,V3+,D,V2,D,V2,D,V2,"D, TOOTHPICK BROKEN",VX,D,,,,,,,,,,,,
5/9/23,white,high,4,1,V2,D,V2,D,V2,D,V2,D,VX,D,V2,D,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,2,VX,D,V2,D,VX,D,V2,D,V2,D,V2,D,V2,"D, FH",VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,3,VX,D,V1,"E, SICKLY",V2,D,V2,D,VX,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,4,V0,E,V0,"E, SICKLY",V2,D,V2,D,V2,"D, FH",V3+,E,V3+,E,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,5,VX,D,V1,E,V2,D,V2,D,V2,D,V1,D,V2,E,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,6,V2,E,VX,D,V2,D,V3,E,VX,D,V3,E,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,7,V2,D,V2,D,V2,D,V3+,E,V2,D,VX,D,V2,"E, SICKLY",VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,8,V0,"SICKLY, E",V1,E,V2,D,V3+,E,V2,E,V3+,E,VX,D,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,9,VX,D,V2,D,V3+,E,V2,D,V3+,E,V2,D,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,10,V2,D,V2,D,V2,E,V2,D,V2,D,V3,E,V3+,E,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,low,5,1,VX,D,V2,D,V2,D,V3+,E,V3,D,VX,D,V2,D,V2,D,V2,D,V2,D,VX,D,V2,D,V2,D,V2,D,V2,D,VX,D,,,,,,,,,,,,
5/9/23,black,low,5,2,V3+,"E, EATEN LEAF",VX,D,V3+,E,V2,D,V2,D,V2,D,V2,D,V2,D,V3+,D,V3,D,V2,D,V2,D,V3+,E,V2,D,V2,D,V3,D,,,,,,,,,,,,
5/9/23,black,low,5,3,V2,D,VX,D,V2,D,V2,D,V2,D,V2,D,V3,D,V3,D,V3+,E,V2,D,VX,D,V2,D,VX,D,V2,D,V2,D,V2,"D, FH",,,,,,,,,,,,
5/9/23,black,low,5,4,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V3,D,V2,D,V3,D,V2,D,V2,D,V2,D,V2,"D, FH",V2,D,V2,D,V2,D,,,,,,,,,,,,
5/9/23,black,low,5,5,V2,D,V2,D,V2,D,V2,D,V3+,D,VX,,V2,D,V3,D,V2,D,V2,D,V3,D,V2,D,V2,D,VX,D,V2,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,5,1,V0,D,V2,D,V2,D,VX,,V2,D,V0,E,V2,D,V2,D,V2,D,V2,D,V2,D,V3+,E,V3+,E,V2,"D, FH",V2,"D, FH",V2,E,,,,,,,,,,,,
5/9/23,white,low,5,2,V2,E,V2,D,V2,D,V2,D,V2,"D, FH",V2,D,VX,D,V2,D,V3,D,V2,D,V3,D,V2,D,VX,,V2,D,V2,D,V3+,"E, FH",,,,,,,,,,,,
5/9/23,white,low,5,3,V2,D,V2,D,V2,D,V2,D,VX,D,V2,D,V3+,E,V2,D,V2,D,V2,D,VX,,V0,D,V3+,E,V3+,E,V3+,E,V3+,E,,,,,,,,,,,,
5/9/23,white,low,5,4,V3+,D,V3+,E,V3+,E,V3+,E,V3,D,V3,D,V3+,E,V2,D,VX,,VX,D,V2,D,V2,E,V2,D,V3+,E,V3+,D,V3,D,,,,,,,,,,,,
5/9/23,white,low,5,5,V2,D,VX,,V2,D,V2,D,V2,D,V3+,E,V2,D,V2,E,V2,"D, FH, TOOTHPICK BROKEN",V3,D,V2,D,V2,D,V2,D,V3+,E,V3,D,V2,D,,,,,,,,,,,,
5/9/23,white,high,5,1,VX,,VX,D,V2,E,V2,D,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,5,2,V3,E,VX,D,V2,"E, SICKLY",VX,D,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,5,3,V2,D,V0,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,5,4,V2,D,V2,D,V2,D,V2,D,VX,D,V2,D,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
