,CommG,Density,Albedo,plot,Site.code,bulkYear,combCond,combCondPlot,x,y,genotypeID
9619,HighBoise,hi,white,10,Pyke 08,NA,hi white HighBoise,hi white HighBoise 10,9,6,g73
9620,Cheyenne,lo,black,1,Pyke 08,NA,lo black Cheyenne,lo black Cheyenne 1,1,4,g73
9621,Cheyenne,lo,black,2,Pyke 08,NA,lo black Cheyenne,lo black Cheyenne 2,2,5,g73
9622,Cheyenne,lo,black,3,Pyke 08,NA,lo black Cheyenne,lo black Cheyenne 3,1,3,g73
9623,Cheyenne,lo,black,4,Pyke 08,NA,lo black Cheyenne,lo black Cheyenne 4,13,4,g73
9624,Cheyenne,lo,black,5,Pyke 08,NA,lo black Cheyenne,lo black Cheyenne 5,15,4,g73
9625,Cheyenne,lo,black,6,Pyke 08,NA,lo black Cheyenne,lo black Cheyenne 6,2,3,g73
9626,Cheyenne,lo,black,7,Pyke 08,NA,lo black Cheyenne,lo black Cheyenne 7,6,2,g73
9627,Cheyenne,lo,black,8,Pyke 08,NA,lo black Cheyenne,lo black Cheyenne 8,3,2,g73
9628,Cheyenne,lo,black,9,Pyke 08,NA,lo black Cheyenne,lo black Cheyenne 9,14,5,g73
9629,Cheyenne,lo,black,10,Pyke 08,NA,lo black Cheyenne,lo black Cheyenne 10,5,5,g73
9630,Cheyenne,lo,white,1,Pyke 08,NA,lo white Cheyenne,lo white Cheyenne 1,7,4,g73
9631,Cheyenne,lo,white,2,Pyke 08,NA,lo white Cheyenne,lo white Cheyenne 2,16,1,g73
9632,Cheyenne,lo,white,3,Pyke 08,NA,lo white Cheyenne,lo white Cheyenne 3,1,1,g73
9633,Cheyenne,lo,white,4,Pyke 08,NA,lo white Cheyenne,lo white Cheyenne 4,1,5,g73
9634,Cheyenne,lo,white,5,Pyke 08,NA,lo white Cheyenne,lo white Cheyenne 5,8,1,g73
9635,Cheyenne,lo,white,6,Pyke 08,NA,lo white Cheyenne,lo white Cheyenne 6,12,4,g73
9636,Cheyenne,lo,white,7,Pyke 08,NA,lo white Cheyenne,lo white Cheyenne 7,4,1,g73
9637,Cheyenne,lo,white,8,Pyke 08,NA,lo white Cheyenne,lo white Cheyenne 8,4,1,g73
9638,Cheyenne,lo,white,9,Pyke 08,NA,lo white Cheyenne,lo white Cheyenne 9,6,1,g73
9639,Cheyenne,lo,white,10,Pyke 08,NA,lo white Cheyenne,lo white Cheyenne 10,14,1,g73
9640,Cheyenne,hi,black,1,Pyke 08,NA,hi black Cheyenne,hi black Cheyenne 1,5,6,g73
9641,Cheyenne,hi,black,2,Pyke 08,NA,hi black Cheyenne,hi black Cheyenne 2,7,8,g73
9642,Cheyenne,hi,black,3,Pyke 08,NA,hi black Cheyenne,hi black Cheyenne 3,5,3,g73
9643,Cheyenne,hi,black,4,Pyke 08,NA,hi black Cheyenne,hi black Cheyenne 4,2,5,g73
9644,Cheyenne,hi,black,5,Pyke 08,NA,hi black Cheyenne,hi black Cheyenne 5,4,1,g73
9645,Cheyenne,hi,black,6,Pyke 08,NA,hi black Cheyenne,hi black Cheyenne 6,5,2,g73
9646,Cheyenne,hi,black,7,Pyke 08,NA,hi black Cheyenne,hi black Cheyenne 7,6,4,g73
9647,Cheyenne,hi,black,8,Pyke 08,NA,hi black Cheyenne,hi black Cheyenne 8,7,10,g73
9648,Cheyenne,hi,black,9,Pyke 08,NA,hi black Cheyenne,hi black Cheyenne 9,4,1,g73
9649,Cheyenne,hi,black,10,Pyke 08,NA,hi black Cheyenne,hi black Cheyenne 10,8,3,g73
9650,Cheyenne,hi,white,1,Pyke 08,NA,hi white Cheyenne,hi white Cheyenne 1,4,8,g73
9651,Cheyenne,hi,white,2,Pyke 08,NA,hi white Cheyenne,hi white Cheyenne 2,5,8,g73
9652,Cheyenne,hi,white,3,Pyke 08,NA,hi white Cheyenne,hi white Cheyenne 3,2,1,g73
9653,Cheyenne,hi,white,4,Pyke 08,NA,hi white Cheyenne,hi white Cheyenne 4,8,4,g73
9654,Cheyenne,hi,white,5,Pyke 08,NA,hi white Cheyenne,hi white Cheyenne 5,5,7,g73
9655,Cheyenne,hi,white,6,Pyke 08,NA,hi white Cheyenne,hi white Cheyenne 6,7,5,g73
9656,Cheyenne,hi,white,7,Pyke 08,NA,hi white Cheyenne,hi white Cheyenne 7,7,7,g73
9657,Cheyenne,hi,white,8,Pyke 08,NA,hi white Cheyenne,hi white Cheyenne 8,7,6,g73
9658,Cheyenne,hi,white,9,Pyke 08,NA,hi white Cheyenne,hi white Cheyenne 9,4,6,g73
9659,Cheyenne,hi,white,10,Pyke 08,NA,hi white Cheyenne,hi white Cheyenne 10,8,5,g73
835,Sheep,lo,white,8,AAFC09,2020,lo white Sheep,lo white Sheep 8,4,4,g6
853,Sheep,hi,black,8,AAFC09,2020,hi black Sheep,hi black Sheep 8,7,5,g6
858,Sheep,hi,white,8,AAFC09,2020,hi white Sheep,hi white Sheep 8,5,9,g6
985,Sheep,lo,black,8,Schupp02,2020,lo black Sheep,lo black Sheep 8,2,1,g12
998,Sheep,lo,white,8,Schupp02,2020,lo white Sheep,lo white Sheep 8,3,2,g12
1004,Sheep,hi,black,8,Schupp02,2020,hi black Sheep,hi black Sheep 8,1,3,g12
1020,Sheep,hi,white,8,Schupp02,2020,hi white Sheep,hi white Sheep 8,5,6,g12
1153,Sheep,lo,black,8,Adler18,2020,lo black Sheep,lo black Sheep 8,13,3,g18
1161,Sheep,lo,white,8,Adler18,2020,lo white Sheep,lo white Sheep 8,10,1,g18
1171,Sheep,hi,black,8,Adler18,2020,hi black Sheep,hi black Sheep 8,2,1,g18
1177,Sheep,hi,white,8,Adler18,2020,hi white Sheep,hi white Sheep 8,4,10,g18
1263,Sheep,lo,black,8,Chynoweth01,2020,lo black Sheep,lo black Sheep 8,14,1,g26
1267,Sheep,lo,white,8,Chynoweth01,2020,lo white Sheep,lo white Sheep 8,1,5,g26
1275,Sheep,hi,black,8,Chynoweth01,2020,hi black Sheep,hi black Sheep 8,6,7,g26
1282,Sheep,hi,white,8,Chynoweth01,2020,hi white Sheep,hi white Sheep 8,2,4,g26
1380,Sheep,lo,black,8,Chambers08,2020,lo black Sheep,lo black Sheep 8,6,3,g36
1392,Sheep,lo,white,8,Chambers08,2020,lo white Sheep,lo white Sheep 8,10,3,g36
1407,Sheep,hi,white,8,Chambers08,2020,hi white Sheep,hi white Sheep 8,2,3,g36
1528,Sheep,lo,black,8,Copeland01,2021,lo black Sheep,lo black Sheep 8,2,3,g38
1537,Sheep,lo,white,8,Copeland01,2021,lo white Sheep,lo white Sheep 8,13,2,g38
1543,Sheep,hi,black,8,Copeland01,2021,hi black Sheep,hi black Sheep 8,8,5,g38
1544,Sheep,hi,black,8,Copeland01,2021,hi black Sheep,hi black Sheep 8,6,3,g38
1553,Sheep,hi,white,8,Copeland01,2021,hi white Sheep,hi white Sheep 8,2,2,g38
1679,Sheep,lo,black,8,Maron1,2020,lo black Sheep,lo black Sheep 8,4,3,g66
1695,Sheep,lo,white,8,Maron1,2020,lo white Sheep,lo white Sheep 8,12,4,g66
1701,Sheep,hi,black,8,Maron1,2020,hi black Sheep,hi black Sheep 8,8,1,g66
1714,Sheep,hi,white,8,Maron1,2020,hi white Sheep,hi white Sheep 8,2,10,g105
1802,Sheep,lo,white,8,Porensky17,2020,lo white Sheep,lo white Sheep 8,2,5,g69
1808,Sheep,hi,black,8,Porensky17,2020,hi black Sheep,hi black Sheep 8,6,5,g69
1813,Sheep,hi,white,8,Porensky17,2020,hi white Sheep,hi white Sheep 8,8,6,g69
1815,Sheep,hi,white,8,Porensky17,2020,hi white Sheep,hi white Sheep 8,8,7,g69
1882,Sheep,lo,black,8,Schupp03,2020,lo black Sheep,lo black Sheep 8,3,4,g86
1889,Sheep,lo,white,8,Schupp03,2020,lo white Sheep,lo white Sheep 8,16,1,g86
1897,Sheep,hi,white,8,Schupp03,2020,hi white Sheep,hi white Sheep 8,7,10,g86
2026,Sheep,lo,black,8,Chynoweth05,2020,lo black Sheep,lo black Sheep 8,9,5,g98
2032,Sheep,lo,white,8,Chynoweth05,2020,lo white Sheep,lo white Sheep 8,1,4,g98
2040,Sheep,hi,black,8,Chynoweth05,2021,hi black Sheep,hi black Sheep 8,2,3,g98
2050,Sheep,hi,white,8,Chynoweth05,2020,hi white Sheep,hi white Sheep 8,5,2,g98
2183,Sheep,lo,black,8,Chynoweth08,2020,lo black Sheep,lo black Sheep 8,15,1,g100
2191,Sheep,lo,white,8,Chynoweth08,2020,lo white Sheep,lo white Sheep 8,16,3,g100
9700,LowBoise,lo,black,1,Pyke 21,NA,lo black LowBoise,lo black LowBoise 1,9,2,g74
9701,LowBoise,lo,black,2,Pyke 21,NA,lo black LowBoise,lo black LowBoise 2,13,1,g74
9702,LowBoise,lo,black,3,Pyke 21,NA,lo black LowBoise,lo black LowBoise 3,18,4,g74
9703,LowBoise,lo,black,4,Pyke 21,NA,lo black LowBoise,lo black LowBoise 4,18,4,g74
9704,LowBoise,lo,black,5,Pyke 21,NA,lo black LowBoise,lo black LowBoise 5,8,2,g74
9705,LowBoise,lo,black,6,Pyke 21,NA,lo black LowBoise,lo black LowBoise 6,15,2,g74
9706,LowBoise,lo,black,7,Pyke 21,NA,lo black LowBoise,lo black LowBoise 7,5,3,g74
9707,LowBoise,lo,black,8,Pyke 21,NA,lo black LowBoise,lo black LowBoise 8,15,2,g74
9708,LowBoise,lo,black,9,Pyke 21,NA,lo black LowBoise,lo black LowBoise 9,13,1,g74
9709,LowBoise,lo,black,10,Pyke 21,NA,lo black LowBoise,lo black LowBoise 10,7,5,g74
9710,LowBoise,lo,white,1,Pyke 21,NA,lo white LowBoise,lo white LowBoise 1,5,5,g74
9711,LowBoise,lo,white,2,Pyke 21,NA,lo white LowBoise,lo white LowBoise 2,12,4,g74
9712,LowBoise,lo,white,3,Pyke 21,NA,lo white LowBoise,lo white LowBoise 3,15,1,g74
9713,LowBoise,lo,white,4,Pyke 21,NA,lo white LowBoise,lo white LowBoise 4,13,1,g74
9714,LowBoise,lo,white,5,Pyke 21,NA,lo white LowBoise,lo white LowBoise 5,8,1,g74
9715,LowBoise,lo,white,6,Pyke 21,NA,lo white LowBoise,lo white LowBoise 6,5,1,g74
9716,LowBoise,lo,white,7,Pyke 21,NA,lo white LowBoise,lo white LowBoise 7,4,3,g74
9717,LowBoise,lo,white,8,Pyke 21,NA,lo white LowBoise,lo white LowBoise 8,16,3,g74
9718,LowBoise,lo,white,9,Pyke 21,NA,lo white LowBoise,lo white LowBoise 9,2,3,g74
9719,LowBoise,lo,white,10,Pyke 21,NA,lo white LowBoise,lo white LowBoise 10,16,2,g74
9720,LowBoise,hi,black,1,Pyke 21,NA,hi black LowBoise,hi black LowBoise 1,6,7,g74
9721,LowBoise,hi,black,2,Pyke 21,NA,hi black LowBoise,hi black LowBoise 2,3,7,g74
9722,LowBoise,hi,black,3,Pyke 21,NA,hi black LowBoise,hi black LowBoise 3,8,2,g74
9723,LowBoise,hi,black,4,Pyke 21,NA,hi black LowBoise,hi black LowBoise 4,4,9,g74
9724,LowBoise,hi,black,5,Pyke 21,NA,hi black LowBoise,hi black LowBoise 5,2,7,g74
9725,LowBoise,hi,black,6,Pyke 21,NA,hi black LowBoise,hi black LowBoise 6,3,7,g74
9726,LowBoise,hi,black,7,Pyke 21,NA,hi black LowBoise,hi black LowBoise 7,8,4,g74
9727,LowBoise,hi,black,8,Pyke 21,NA,hi black LowBoise,hi black LowBoise 8,3,6,g74
9728,LowBoise,hi,black,9,Pyke 21,NA,hi black LowBoise,hi black LowBoise 9,6,6,g74
9729,LowBoise,hi,black,10,Pyke 21,NA,hi black LowBoise,hi black LowBoise 10,8,1,g74
9730,LowBoise,hi,white,1,Pyke 21,NA,hi white LowBoise,hi white LowBoise 1,3,9,g74
9731,LowBoise,hi,white,2,Pyke 21,NA,hi white LowBoise,hi white LowBoise 2,7,9,g74
9732,LowBoise,hi,white,3,Pyke 21,NA,hi white LowBoise,hi white LowBoise 3,9,10,g74
9733,LowBoise,hi,white,4,Pyke 21,NA,hi white LowBoise,hi white LowBoise 4,6,4,g74
9734,LowBoise,hi,white,5,Pyke 21,NA,hi white LowBoise,hi white LowBoise 5,5,9,g74
9735,LowBoise,hi,white,6,Pyke 21,NA,hi white LowBoise,hi white LowBoise 6,2,1,g74
9736,LowBoise,hi,white,7,Pyke 21,NA,hi white LowBoise,hi white LowBoise 7,3,9,g74
9737,LowBoise,hi,white,8,Pyke 21,NA,hi white LowBoise,hi white LowBoise 8,8,10,g74
9738,LowBoise,hi,white,9,Pyke 21,NA,hi white LowBoise,hi white LowBoise 9,4,1,g74
9739,LowBoise,hi,white,10,Pyke 21,NA,hi white LowBoise,hi white LowBoise 10,3,2,g74
9740,HighBoise,lo,black,1,Pyke 21,NA,lo black HighBoise,lo black HighBoise 1,5,3,g74
9741,HighBoise,lo,black,2,Pyke 21,NA,lo black HighBoise,lo black HighBoise 2,18,4,g74
9742,HighBoise,lo,black,3,Pyke 21,NA,lo black HighBoise,lo black HighBoise 3,6,3,g74
9743,HighBoise,lo,black,4,Pyke 21,NA,lo black HighBoise,lo black HighBoise 4,5,2,g74
9744,HighBoise,lo,black,5,Pyke 21,NA,lo black HighBoise,lo black HighBoise 5,2,3,g74
9745,HighBoise,lo,black,6,Pyke 21,NA,lo black HighBoise,lo black HighBoise 6,15,2,g74
9746,HighBoise,lo,black,7,Pyke 21,NA,lo black HighBoise,lo black HighBoise 7,12,4,g74
9747,HighBoise,lo,black,8,Pyke 21,NA,lo black HighBoise,lo black HighBoise 8,9,3,g74
9748,HighBoise,lo,black,9,Pyke 21,NA,lo black HighBoise,lo black HighBoise 9,3,4,g74
9749,HighBoise,lo,black,10,Pyke 21,NA,lo black HighBoise,lo black HighBoise 10,18,4,g74
9750,HighBoise,lo,white,1,Pyke 21,NA,lo white HighBoise,lo white HighBoise 1,8,3,g74
9751,HighBoise,lo,white,2,Pyke 21,NA,lo white HighBoise,lo white HighBoise 2,4,3,g74
9752,HighBoise,lo,white,3,Pyke 21,NA,lo white HighBoise,lo white HighBoise 3,12,5,g74
9753,HighBoise,lo,white,4,Pyke 21,NA,lo white HighBoise,lo white HighBoise 4,11,5,g74
9754,HighBoise,lo,white,5,Pyke 21,NA,lo white HighBoise,lo white HighBoise 5,7,3,g74
9755,HighBoise,lo,white,6,Pyke 21,NA,lo white HighBoise,lo white HighBoise 6,9,4,g74
9756,HighBoise,lo,white,7,Pyke 21,NA,lo white HighBoise,lo white HighBoise 7,15,5,g74
9757,HighBoise,lo,white,8,Pyke 21,NA,lo white HighBoise,lo white HighBoise 8,4,3,g74
9758,HighBoise,lo,white,9,Pyke 21,NA,lo white HighBoise,lo white HighBoise 9,16,5,g74
9759,HighBoise,lo,white,10,Pyke 21,NA,lo white HighBoise,lo white HighBoise 10,1,4,g74
9760,HighBoise,hi,black,1,Pyke 21,NA,hi black HighBoise,hi black HighBoise 1,6,4,g74
9761,HighBoise,hi,black,2,Pyke 21,NA,hi black HighBoise,hi black HighBoise 2,3,7,g74
9762,HighBoise,hi,black,3,Pyke 21,NA,hi black HighBoise,hi black HighBoise 3,1,2,g74
9763,HighBoise,hi,black,4,Pyke 21,NA,hi black HighBoise,hi black HighBoise 4,3,3,g74
9764,HighBoise,hi,black,5,Pyke 21,NA,hi black HighBoise,hi black HighBoise 5,3,1,g74
9765,HighBoise,hi,black,6,Pyke 21,NA,hi black HighBoise,hi black HighBoise 6,4,9,g74
9766,HighBoise,hi,black,7,Pyke 21,NA,hi black HighBoise,hi black HighBoise 7,2,9,g74
9767,HighBoise,hi,black,8,Pyke 21,NA,hi black HighBoise,hi black HighBoise 8,9,10,g74
9768,HighBoise,hi,black,9,Pyke 21,NA,hi black HighBoise,hi black HighBoise 9,4,6,g74
9769,HighBoise,hi,black,10,Pyke 21,NA,hi black HighBoise,hi black HighBoise 10,8,5,g74
9770,HighBoise,hi,white,1,Pyke 21,NA,hi white HighBoise,hi white HighBoise 1,8,1,g74
9771,HighBoise,hi,white,2,Pyke 21,NA,hi white HighBoise,hi white HighBoise 2,6,6,g74
9772,HighBoise,hi,white,3,Pyke 21,NA,hi white HighBoise,hi white HighBoise 3,5,5,g74
9773,HighBoise,hi,white,4,Pyke 21,NA,hi white HighBoise,hi white HighBoise 4,3,2,g74
9774,HighBoise,hi,white,5,Pyke 21,NA,hi white HighBoise,hi white HighBoise 5,1,9,g74
9775,HighBoise,hi,white,6,Pyke 21,NA,hi white HighBoise,hi white HighBoise 6,2,4,g74
9776,HighBoise,hi,white,7,Pyke 21,NA,hi white HighBoise,hi white HighBoise 7,2,2,g74
9777,HighBoise,hi,white,8,Pyke 21,NA,hi white HighBoise,hi white HighBoise 8,7,7,g74
9778,HighBoise,hi,white,9,Pyke 21,NA,hi white HighBoise,hi white HighBoise 9,7,5,g74
9779,HighBoise,hi,white,10,Pyke 21,NA,hi white HighBoise,hi white HighBoise 10,5,5,g74
9780,Cheyenne,lo,black,1,Pyke 21,NA,lo black Cheyenne,lo black Cheyenne 1,9,4,g74
9781,Cheyenne,lo,black,2,Pyke 21,NA,lo black Cheyenne,lo black Cheyenne 2,1,3,g74
9782,Cheyenne,lo,black,3,Pyke 21,NA,lo black Cheyenne,lo black Cheyenne 3,5,3,g74
9783,Cheyenne,lo,black,4,Pyke 21,NA,lo black Cheyenne,lo black Cheyenne 4,4,1,g74
9784,Cheyenne,lo,black,5,Pyke 21,NA,lo black Cheyenne,lo black Cheyenne 5,4,2,g74
9785,Cheyenne,lo,black,6,Pyke 21,NA,lo black Cheyenne,lo black Cheyenne 6,6,3,g74
9786,Cheyenne,lo,black,7,Pyke 21,NA,lo black Cheyenne,lo black Cheyenne 7,13,5,g74
9787,Cheyenne,lo,black,8,Pyke 21,NA,lo black Cheyenne,lo black Cheyenne 8,7,2,g74
9788,Cheyenne,lo,black,9,Pyke 21,NA,lo black Cheyenne,lo black Cheyenne 9,9,3,g74
9789,Cheyenne,lo,black,10,Pyke 21,NA,lo black Cheyenne,lo black Cheyenne 10,11,3,g74
9790,Cheyenne,lo,white,1,Pyke 21,NA,lo white Cheyenne,lo white Cheyenne 1,8,4,g74
9791,Cheyenne,lo,white,2,Pyke 21,NA,lo white Cheyenne,lo white Cheyenne 2,5,2,g74
9792,Cheyenne,lo,white,3,Pyke 21,NA,lo white Cheyenne,lo white Cheyenne 3,6,5,g74
9793,Cheyenne,lo,white,4,Pyke 21,NA,lo white Cheyenne,lo white Cheyenne 4,15,2,g74
9794,Cheyenne,lo,white,5,Pyke 21,NA,lo white Cheyenne,lo white Cheyenne 5,15,5,g74
9795,Cheyenne,lo,white,6,Pyke 21,NA,lo white Cheyenne,lo white Cheyenne 6,5,2,g74
9796,Cheyenne,lo,white,7,Pyke 21,NA,lo white Cheyenne,lo white Cheyenne 7,5,4,g74
9797,Cheyenne,lo,white,8,Pyke 21,NA,lo white Cheyenne,lo white Cheyenne 8,16,2,g74
9798,Cheyenne,lo,white,9,Pyke 21,NA,lo white Cheyenne,lo white Cheyenne 9,12,5,g74
9799,Cheyenne,lo,white,10,Pyke 21,NA,lo white Cheyenne,lo white Cheyenne 10,3,5,g74
9800,Cheyenne,hi,black,1,Pyke 21,NA,hi black Cheyenne,hi black Cheyenne 1,4,3,g74
9801,Cheyenne,hi,black,2,Pyke 21,NA,hi black Cheyenne,hi black Cheyenne 2,7,1,g74
9802,Cheyenne,hi,black,3,Pyke 21,NA,hi black Cheyenne,hi black Cheyenne 3,4,2,g74
9803,Cheyenne,hi,black,4,Pyke 21,NA,hi black Cheyenne,hi black Cheyenne 4,7,1,g74
9804,Cheyenne,hi,black,5,Pyke 21,NA,hi black Cheyenne,hi black Cheyenne 5,2,4,g74
9805,Cheyenne,hi,black,6,Pyke 21,NA,hi black Cheyenne,hi black Cheyenne 6,5,10,g74
9806,Cheyenne,hi,black,7,Pyke 21,NA,hi black Cheyenne,hi black Cheyenne 7,3,10,g74
9807,Cheyenne,hi,black,8,Pyke 21,NA,hi black Cheyenne,hi black Cheyenne 8,3,3,g74
9808,Cheyenne,hi,black,9,Pyke 21,NA,hi black Cheyenne,hi black Cheyenne 9,7,3,g74
9809,Cheyenne,hi,black,10,Pyke 21,NA,hi black Cheyenne,hi black Cheyenne 10,7,10,g74
9810,Cheyenne,hi,white,1,Pyke 21,NA,hi white Cheyenne,hi white Cheyenne 1,3,1,g74
9811,Cheyenne,hi,white,2,Pyke 21,NA,hi white Cheyenne,hi white Cheyenne 2,2,10,g74
9812,Cheyenne,hi,white,3,Pyke 21,NA,hi white Cheyenne,hi white Cheyenne 3,1,7,g74
9813,Cheyenne,hi,white,4,Pyke 21,NA,hi white Cheyenne,hi white Cheyenne 4,6,9,g74
9814,Cheyenne,hi,white,5,Pyke 21,NA,hi white Cheyenne,hi white Cheyenne 5,7,6,g74
9815,Cheyenne,hi,white,6,Pyke 21,NA,hi white Cheyenne,hi white Cheyenne 6,7,2,g74
9816,Cheyenne,hi,white,7,Pyke 21,NA,hi white Cheyenne,hi white Cheyenne 7,6,1,g74
9817,Cheyenne,hi,white,8,Pyke 21,NA,hi white Cheyenne,hi white Cheyenne 8,2,5,g74
9818,Cheyenne,hi,white,9,Pyke 21,NA,hi white Cheyenne,hi white Cheyenne 9,3,9,g74
9819,Cheyenne,hi,white,10,Pyke 21,NA,hi white Cheyenne,hi white Cheyenne 10,7,5,g74
2205,Sheep,hi,black,8,Chynoweth08,2020,hi black Sheep,hi black Sheep 8,6,2,g100
2216,Sheep,hi,white,8,Chynoweth08,2020,hi white Sheep,hi white Sheep 8,1,10,g100
2315,Sheep,lo,black,8,Davies03,2020,lo black Sheep,lo black Sheep 8,5,4,g103
2328,Sheep,hi,black,8,Davies03,2020,hi black Sheep,hi black Sheep 8,7,7,g103
2468,Sheep,lo,black,8,Mancillas01,2022,lo black Sheep,lo black Sheep 8,8,4,g150
2478,Sheep,lo,white,8,Mancillas01,2022,lo white Sheep,lo white Sheep 8,11,4,g150
2484,Sheep,hi,black,8,Mancillas01,2022,hi black Sheep,hi black Sheep 8,6,8,g150
2493,Sheep,hi,white,8,Mancillas01,2022,hi white Sheep,hi white Sheep 8,4,6,g150
2627,Sheep,lo,black,8,AAFC04,NA,lo black Sheep,lo black Sheep 8,15,5,g1
2637,Sheep,lo,white,8,AAFC04,NA,lo white Sheep,lo white Sheep 8,6,5,g1
2647,Sheep,hi,black,8,AAFC04,NA,hi black Sheep,hi black Sheep 8,7,4,g1
2657,Sheep,hi,white,8,AAFC04,NA,hi white Sheep,hi white Sheep 8,6,4,g1
2787,Sheep,lo,black,8,AAFC05,NA,lo black Sheep,lo black Sheep 8,12,4,g2
2797,Sheep,lo,white,8,AAFC05,NA,lo white Sheep,lo white Sheep 8,8,4,g2
2807,Sheep,hi,black,8,AAFC05,NA,hi black Sheep,hi black Sheep 8,8,2,g2
2817,Sheep,hi,white,8,AAFC05,NA,hi white Sheep,hi white Sheep 8,3,10,g2
2947,Sheep,lo,black,8,AAFC10,NA,lo black Sheep,lo black Sheep 8,6,2,g7
2957,Sheep,lo,white,8,AAFC10,NA,lo white Sheep,lo white Sheep 8,12,5,g7
2967,Sheep,hi,black,8,AAFC10,NA,hi black Sheep,hi black Sheep 8,3,9,g7
2977,Sheep,hi,white,8,AAFC10,NA,hi white Sheep,hi white Sheep 8,4,1,g7
3107,Sheep,lo,black,8,Blumenthal01,NA,lo black Sheep,lo black Sheep 8,10,4,g8
3117,Sheep,lo,white,8,Blumenthal01,NA,lo white Sheep,lo white Sheep 8,1,3,g8
3127,Sheep,hi,black,8,Blumenthal01,NA,hi black Sheep,hi black Sheep 8,7,9,g8
3137,Sheep,hi,white,8,Blumenthal01,NA,hi white Sheep,hi white Sheep 8,1,1,g8
3267,Sheep,lo,black,8,Adler05,NA,lo black Sheep,lo black Sheep 8,4,2,g9
3277,Sheep,lo,white,8,Adler05,NA,lo white Sheep,lo white Sheep 8,12,3,g9
3287,Sheep,hi,black,8,Adler05,NA,hi black Sheep,hi black Sheep 8,4,1,g9
3297,Sheep,hi,white,8,Adler05,NA,hi white Sheep,hi white Sheep 8,6,8,g9
3427,Sheep,lo,black,8,Adler09,NA,lo black Sheep,lo black Sheep 8,3,2,g11
3437,Sheep,lo,white,8,Adler09,NA,lo white Sheep,lo white Sheep 8,11,5,g11
3447,Sheep,hi,black,8,Adler09,NA,hi black Sheep,hi black Sheep 8,4,9,g11
3457,Sheep,hi,white,8,Adler09,NA,hi white Sheep,hi white Sheep 8,6,9,g11
3587,Sheep,lo,black,8,Pyke 21,NA,lo black Sheep,lo black Sheep 8,1,1,g74
3597,Sheep,lo,white,8,Adler13,NA,lo white Sheep,lo white Sheep 8,14,2,g14
3607,Sheep,hi,black,8,Adler13,NA,hi black Sheep,hi black Sheep 8,2,10,g14
3617,Sheep,hi,white,8,Adler13,NA,hi white Sheep,hi white Sheep 8,7,4,g14
3747,Sheep,lo,black,8,Barnett01,NA,lo black Sheep,lo black Sheep 8,12,1,g19
3757,Sheep,lo,white,8,Barnett01,NA,lo white Sheep,lo white Sheep 8,15,3,g19
3767,Sheep,hi,black,8,Barnett01,NA,hi black Sheep,hi black Sheep 8,5,2,g19
3777,Sheep,hi,white,8,Lee 01,NA,hi white Sheep,hi white Sheep 8,5,3,g61
9860,LowBoise,lo,black,1,Pyle01,NA,lo black LowBoise,lo black LowBoise 1,12,1,g75
9861,LowBoise,lo,black,2,Pyle01,NA,lo black LowBoise,lo black LowBoise 2,6,2,g75
9862,LowBoise,lo,black,3,Pyle01,NA,lo black LowBoise,lo black LowBoise 3,8,2,g75
9863,LowBoise,lo,black,4,Pyle01,NA,lo black LowBoise,lo black LowBoise 4,5,2,g75
9864,LowBoise,lo,black,5,Pyle01,NA,lo black LowBoise,lo black LowBoise 5,7,3,g75
9865,LowBoise,lo,black,6,Pyle01,NA,lo black LowBoise,lo black LowBoise 6,16,3,g75
9866,LowBoise,lo,black,7,Pyle01,NA,lo black LowBoise,lo black LowBoise 7,18,3,g75
9867,LowBoise,lo,black,8,Pyle01,NA,lo black LowBoise,lo black LowBoise 8,11,2,g75
9868,LowBoise,lo,black,9,Pyle01,NA,lo black LowBoise,lo black LowBoise 9,3,1,g75
9869,LowBoise,lo,black,10,Pyle01,NA,lo black LowBoise,lo black LowBoise 10,15,2,g75
9870,LowBoise,lo,white,1,Pyle01,NA,lo white LowBoise,lo white LowBoise 1,13,2,g75
9871,LowBoise,lo,white,2,Pyle01,NA,lo white LowBoise,lo white LowBoise 2,9,1,g75
9872,LowBoise,lo,white,3,Pyle01,NA,lo white LowBoise,lo white LowBoise 3,16,1,g75
9873,LowBoise,lo,white,4,Pyle01,NA,lo white LowBoise,lo white LowBoise 4,17,2,g75
9874,LowBoise,lo,white,5,Pyle01,NA,lo white LowBoise,lo white LowBoise 5,3,5,g75
9875,LowBoise,lo,white,6,Pyle01,NA,lo white LowBoise,lo white LowBoise 6,6,3,g75
9876,LowBoise,lo,white,7,Pyle01,NA,lo white LowBoise,lo white LowBoise 7,13,3,g75
9877,LowBoise,lo,white,8,Pyle01,NA,lo white LowBoise,lo white LowBoise 8,15,5,g75
9878,LowBoise,lo,white,9,Pyle01,NA,lo white LowBoise,lo white LowBoise 9,16,1,g75
9879,LowBoise,lo,white,10,Pyle01,NA,lo white LowBoise,lo white LowBoise 10,4,5,g75
9880,LowBoise,hi,black,1,Pyle01,NA,hi black LowBoise,hi black LowBoise 1,5,3,g75
9881,LowBoise,hi,black,2,Pyle01,NA,hi black LowBoise,hi black LowBoise 2,2,9,g75
9882,LowBoise,hi,black,3,Pyle01,NA,hi black LowBoise,hi black LowBoise 3,4,6,g75
9883,LowBoise,hi,black,4,Pyle01,NA,hi black LowBoise,hi black LowBoise 4,4,5,g75
