Site,Date,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,herbivory,frost_heave,tillers,harvested,notes
SheepStation,5/31/2022,16,low,black,16,4,33,2020,Chambers05,41.54,-117.75,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,16,low,black,16,5,96,2020,Chynoweth02,40.29092,-109.68361,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,16,low,black,17,1,101,2020,Shriver01,34.06,-116.22,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,16,low,black,17,2,87,2021,Schupp04,38.52,-113.55,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,16,low,black,17,3,56,2020,JackieOtt5,43.78,-102.61,N,V2,NA,NA,N,N,,,
SheepStation,5/31/2022,16,low,black,17,4,76,2020,Pyle009,43.42,-119.62,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,16,low,black,17,5,51,2020,Holdrege1,41.61,-111.57,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,16,low,black,18,1,59,2020,Lavin01,44.68,-109.07,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,16,low,black,18,2,52,2020,Hufft1,38.6701,-108.3286,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,16,low,black,18,3,92,2020,Symstad4,43.71,-102.58,N,V2,NA,NA,N,N,,,
SheepStation,5/31/2022,16,low,black,18,4,45,2020,Fleishman_01,38.47,-119.49,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,16,low,black,18,5,77,2020,Pyle010,43.19,-120,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,16,low,black,19,1,29,2020,Chambers01,39.55,-119.58,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,16,low,black,19,2,88,2020,Schupp05,39.11,-112.74,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,16,low,black,19,3,63,2020,Lee3,36.5247,-115.8987,Y,FG,NA,NA,N,N,,,SOME FLOWERS ARE DEAD
SheepStation,5/31/2022,16,low,black,19,4,37,2020,Chambers09,40.66,-116.73,Y,V3+,NA,NA,Y,N,,,
SheepStation,5/31/2022,16,low,black,19,5,100,2020,Chynoweth08,40.640878,-109.48689,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,16,low,black,20,1,105,2021,Blumenthal10,40.92,-102.52,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,16,low,black,20,2,53,2020,Hufft2,39.547444,-105.102111,Y,BS,NA,NA,Y,Y,,,
SheepStation,5/31/2022,16,low,black,20,3,95,2021,Wilcox02,41.31,-105.66,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,16,low,black,20,4,30,2020,Chambers02,39.95,-118.76,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,16,low,black,20,5,39,2020,Copeland05,42.27,-118.71,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,1,1,93,2021,Uzra2,40.84,-119.56,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,1,2,105,2021,Blumenthal10,40.92,-102.52,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,1,3,61,2020,Lee1,36.82340833,-116.0163889,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,1,4,35,2020,Chambers07,43.94,-116.19,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,1,5,19,2020,Barnett01,43.48,-110.74,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,1,6,17,2020,Adler17,41.44,-110.11,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,1,7,74,2020,Pyke21,47.61803776,-119.6830115,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,1,8,14,2020,Adler13,41.44,-111.08,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,1,9,5,2020,AAFC08,49.57,-120.55,Y,FG,NA,NA,N,N,,,TOP TOOTHPICK BROKE OFF
SheepStation,5/31/2022,17,high,black,1,10,79,2020,Pyle015,43.8,-119,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,2,1,66,2020,Maron1,46.68,-114.03,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,2,2,86,2021,Schupp03,38.6,-113.79,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,2,3,76,2020,Pyle009,43.42,-119.62,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,2,4,81,2020,Pyle017,44.36,-118.93,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,2,5,68,2020,Porensky1,43.24,-105.18,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,2,6,28,2020,Bradford01,35.23,-111.62,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,2,7,92,2020,Symstad4,43.71,-102.58,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,2,8,69,2020,Porensky17,43.34,-105.13,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,2,9,44,2020,Downs03,45.9663,-120.3671,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,2,10,45,2020,Fleishman_01,38.47,-119.49,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,3,1,90,2020,Symstad2,43.87,-103.46,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,3,2,72,2020,Pyke3,44.60456358,-120.1924183,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,3,3,19,2020,Barnett01,43.48,-110.74,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,3,4,97,2021,Chynoweth03,39.83576,-109.61202,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,3,5,46,2020,Fleishman_05,39.12,-117.27,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,3,6,60,2020,Lavin02,45.67,-111.03,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,3,7,63,2020,Lee3,36.5247,-115.8987,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,3,8,65,2020,Leger1,39.49,-119.84,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,3,9,91,2020,Symstad3,43.62,-103.47,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,3,10,24,2020,Blumenthal08,40.64,-104.56,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,4,1,83,2020,Reed01,38.52,-109.47,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,4,2,88,2021,Schupp05,39.11,-112.74,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,4,3,57,2020,JackieOtt6,43.84,-101.94,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,4,4,66,2020,Maron1,46.68,-114.03,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,4,5,31,2020,Uzra1,40.35,-119.34,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,4,6,18,2020,Adler18,40.86,-114.22,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,4,7,51,2020,Holdrege1,41.61,-111.57,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,4,8,75,2020,Pyle001,42.35,-118.65,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,4,9,84,2020,Reed03,38.75,-109.79,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,4,10,2,2020,AAFC05,50.09,-120.45,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,5,1,13,2020,Schupp01,39.85,-112.15,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,5,2,103,2020,Davies03,42.68,-118.68,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,5,3,47,2020,Fleishman_07,39.17,-117.44,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,5,4,58,2020,JackieOtt7,43.82,-101.94,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,5,5,38,2021,Copeland01,43.7,-117.33,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,5,6,89,2020,Symstad1,44.59,-104.71,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,5,7,7,2020,AAFC10,49.71,-120.05,Y,BS,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,5,8,32,2020,Chambers04,41.31,-117.63,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,5,9,25,2020,Symstad6,41.83,-103.71,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,5,10,65,2020,Leger1,39.49,-119.84,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,6,1,43,2020,Downs02,46.25045,-119.53334,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,6,2,61,2020,Lee1,36.82340833,-116.0163889,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,6,3,68,2020,Porensky1,43.24,-105.18,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,6,4,58,2020,JackieOtt7,43.82,-101.94,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,6,5,49,2020,Getts3,40.43,-120.67,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,6,6,36,2020,Chambers08,42.24,-114.57,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,6,7,54,2020,JackieOtt1,43.65,-102.97,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,6,8,64,2020,Lee4,35.4564,-115.52,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,6,9,95,2020,Wilcox02,41.31,-105.66,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,6,10,98,2021,Chynoweth05,40.480805,-109.438229,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,7,1,55,2020,JackieOtt2,43.71,-102.32,Y,BS,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,7,2,25,2020,Symstad6,41.83,-103.71,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,7,3,103,2020,Davies03,42.68,-118.68,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,7,4,26,2020,Chynoweth01,39.76604,-109.5635,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,7,5,59,2020,Lavin01,44.68,-109.07,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,7,6,100,2020,Chynoweth08,40.640878,-109.48689,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,7,7,101,2020,Shriver01,34.06,-116.22,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,7,8,71,2020,Porensky30,40.63,-105.27,Y,BS,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,7,9,102,2020,Shriver02,48,-114.04,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,7,10,79,2020,Pyle015,43.8,-119,Y,BS,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,8,1,77,2020,Pyle010,43.19,-120,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,8,2,87,2021,Schupp04,38.52,-113.55,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,8,3,11,2020,Adler09,43.31,-112.27,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,8,4,73,2020,Pyke8,46.74830998,-119.361636,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,8,5,9,2020,Adler05,40.79,-111.87,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,8,6,12,2020,Schupp02,40.2,-112.46,Y,V3+,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,8,7,1,2020,AAFC04,50.08,-120.65,Y,BS,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,8,8,39,2020,Copeland05,42.27,-118.71,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,8,9,62,2020,Lee2,35.3984,-115.7845,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,8,10,56,2020,JackieOtt5,43.78,-102.61,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,9,1,37,2020,Chambers09,40.66,-116.73,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,9,2,52,2020,Hufft1,38.6701,-108.3286,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,9,3,34,2020,Chambers06,41.54,-117.78,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,9,4,96,2020,Chynoweth02,40.29092,-109.68361,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,9,5,82,2020,Pyle019,44.57,-119.65,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,9,6,33,2020,Chambers05,41.54,-117.75,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,9,7,32,2020,Chambers04,41.31,-117.63,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,9,8,91,2020,Symstad3,43.62,-103.47,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,9,9,8,2020,Blumenthal01,41.18,-104.9,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,9,10,104,2020,Germino_BOP_01,43.4720833,-116.2338306,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,10,1,72,2020,Pyke3,44.60456358,-120.1924183,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,10,2,64,2020,Lee4,35.4564,-115.52,Y,V3+,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,10,3,66,2020,Maron1,46.68,-114.03,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,10,4,29,2020,Chambers01,39.55,-119.58,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,10,5,6,2020,AAFC09,49.62,-119.8,Y,BS,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,10,6,68,2020,Porensky1,43.24,-105.18,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,10,7,30,2020,Chambers02,39.95,-118.76,Y,V3,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,10,8,42,2020,Downs01,46.38145,-119.430272,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,17,high,black,10,9,53,2020,Hufft2,39.547444,-105.102111,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,17,high,black,10,10,52,2020,Hufft1,38.6701,-108.3286,Y,V3,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,1,1,102,2020,Shriver02,48,-114.04,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,1,2,66,2020,Maron1,46.68,-114.03,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,1,3,86,2020,Schupp03,38.6,-113.79,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,1,4,47,2020,Fleishman_07,39.17,-117.44,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,1,5,26,2020,Chynoweth01,39.76604,-109.5635,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,2,1,28,2020,Bradford01,35.23,-111.62,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,2,2,89,2020,Symstad1,44.59,-104.71,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,2,3,46,2020,Fleishman_05,39.12,-117.27,Y,BS,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,2,4,35,2020,Chambers07,43.94,-116.19,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,2,5,6,2020,AAFC09,49.62,-119.8,Y,V3+,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,3,1,74,2020,Pyke21,47.61803776,-119.6830115,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,3,2,18,2020,Adler18,40.86,-114.22,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,3,3,65,2020,Leger1,39.49,-119.84,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,3,4,79,2020,Pyle015,43.8,-119,Y,V3+,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,3,5,32,2020,Chambers04,41.31,-117.63,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,4,1,52,2020,Hufft1,38.6701,-108.3286,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,4,2,69,2020,Porensky17,43.34,-105.13,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,4,3,45,2020,Fleishman_01,38.47,-119.49,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,4,4,8,2020,Blumenthal01,41.18,-104.9,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,4,5,59,2020,Lavin01,44.68,-109.07,N,V2,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,5,1,96,2020,Chynoweth02,40.29092,-109.68361,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,5,2,87,2020,Schupp04,38.52,-113.55,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,5,3,9,2020,Adler05,40.79,-111.87,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,5,4,30,2020,Chambers02,39.95,-118.76,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,5,5,92,2020,Symstad4,43.71,-102.58,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,6,1,7,2020,AAFC10,49.71,-120.05,Y,BS,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,6,2,101,2020,Shriver01,34.06,-116.22,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,6,3,65,2020,Leger1,39.49,-119.84,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,6,4,11,2020,Adler09,43.31,-112.27,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,6,5,64,2020,Lee4,35.4564,-115.52,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,7,1,62,2020,Lee2,35.3984,-115.7845,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,7,2,72,2020,Pyke3,44.60456358,-120.1924183,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,7,3,66,2020,Maron1,46.68,-114.03,Y,BS,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,7,4,58,2020,JackieOtt7,43.82,-101.94,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,7,5,68,2020,Porensky1,43.24,-105.18,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,8,1,37,2020,Chambers09,40.66,-116.73,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,8,2,2,2020,AAFC05,50.09,-120.45,Y,V3+,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,8,3,95,2020,Wilcox02,41.31,-105.66,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,8,4,60,2021,Lavin02,45.67,-111.03,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,8,5,34,2020,Chambers06,41.54,-117.78,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,9,1,103,2020,Davies03,42.68,-118.68,Y,BS,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,9,2,61,2020,Lee1,36.82340833,-116.0163889,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,9,3,54,2020,JackieOtt1,43.65,-102.97,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,9,4,64,2020,Lee4,35.4564,-115.52,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,9,5,29,2020,Chambers01,39.55,-119.58,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,10,1,17,2020,Adler17,41.44,-110.11,Y,BS,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,10,2,105,2020,Blumenthal10,40.92,-102.52,Y,V3+,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,10,3,58,2020,JackieOtt7,43.82,-101.94,N,V3,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,10,4,68,2020,Porensky1,43.24,-105.18,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,10,5,79,2020,Pyle015,43.8,-119,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,11,1,91,2020,Symstad3,43.62,-103.47,Y,BS,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,11,2,97,2020,Chynoweth03,39.83576,-109.61202,N,NA,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,11,3,53,2020,Hufft2,39.547444,-105.102111,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,11,4,90,2020,Symstad2,43.87,-103.46,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,11,5,73,2020,Pyke8,46.74830998,-119.361636,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,12,1,82,2020,Pyle019,44.57,-119.65,Y,BS,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,12,2,49,2020,Getts3,40.43,-120.67,N,V0,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,12,3,98,2021,Chynoweth05,40.480805,-109.438229,N,V1,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,12,4,39,2020,Copeland05,42.27,-118.71,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,12,5,77,2020,Pyle010,43.19,-120,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,13,1,83,2020,Reed01,38.52,-109.47,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,13,2,100,2020,Chynoweth08,40.640878,-109.48689,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,13,3,51,2020,Holdrege1,41.61,-111.57,Y,V3+,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,13,4,32,2020,Chambers04,41.31,-117.63,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,13,5,68,2020,Porensky1,43.24,-105.18,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,14,1,71,2020,Porensky30,40.63,-105.27,Y,V3+,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,14,2,91,2020,Symstad3,43.62,-103.47,N,NA,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,14,3,14,2020,Adler13,41.44,-111.08,N,V2,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,14,4,36,2020,Chambers08,42.24,-114.57,N,V1,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,14,5,61,2020,Lee1,36.82340833,-116.0163889,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,15,1,38,2021,Copeland01,43.7,-117.33,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,15,2,84,2020,Reed03,38.75,-109.79,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,15,3,72,2020,Pyke3,44.60456358,-120.1924183,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,15,4,42,2021,Downs01,46.38145,-119.430272,Y,FG,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,15,5,25,2020,Symstad6,41.83,-103.71,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,16,1,88,2021,Schupp05,39.11,-112.74,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,16,2,1,2020,AAFC04,50.08,-120.65,N,NA,NA,NA,N,N,,,
SheepStation,5/31/2022,18,low,black,16,3,56,2020,JackieOtt5,43.78,-102.61,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,16,4,52,2020,Hufft1,38.6701,-108.3286,N,NA,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,16,5,33,2020,Chambers05,41.54,-117.75,N,V3,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,17,1,103,2020,Davies03,42.68,-118.68,Y,BS,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,17,2,63,2020,Lee3,36.5247,-115.8987,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,17,3,93,2020,Uzra2,40.84,-119.56,Y,BS,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,17,4,76,2020,Pyle009,43.42,-119.62,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,17,5,81,2020,Pyle017,44.36,-118.93,Y,V3+,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,18,1,44,2020,Downs03,45.9663,-120.3671,Y,BS,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,18,2,57,2020,JackieOtt6,43.84,-101.94,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,18,3,25,2020,Symstad6,41.83,-103.71,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,18,4,75,2020,Pyle001,42.35,-118.65,N,NA,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,18,5,31,2020,Uzra1,40.35,-119.34,N,NA,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,19,1,5,2020,AAFC08,49.57,-120.55,Y,BS,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,19,2,104,2020,Germino_BOP_01,43.4720833,-116.2338306,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,19,3,19,2020,Barnett01,43.48,-110.74,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,19,4,43,2020,Downs02,46.25045,-119.53334,Y,FG,NA,NA,Y,Y,,,
SheepStation,5/31/2022,18,low,black,19,5,19,2020,Barnett01,43.48,-110.74,Y,FG,NA,NA,Y,N,,,
SheepStation,5/31/2022,18,low,black,20,1,66,2020,Maron1,46.68,-114.03,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,20,2,24,2020,Blumenthal08,40.64,-104.56,Y,FG,NA,NA,N,Y,,,
SheepStation,5/31/2022,18,low,black,20,3,12,2020,Schupp02,40.2,-112.46,Y,BS,NA,NA,Y,Y,,,
