Site,Date,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,herbivory,frost_heave,notes
SheepStation,10/26/2022,32,low,white,10,2,90,2020,Symstad2,43.87,-103.46,Y,V1,5.8,58,,,
SheepStation,10/26/2022,32,low,white,10,3,36,2020,Chambers08,42.24,-114.57,N,NA,NA,NA,,,
SheepStation,10/26/2022,32,low,white,10,4,58,2020,JackieOtt7,43.82,-101.94,Y,V1,5.1,51,,,
SheepStation,10/26/2022,32,low,white,10,5,49,2020,Getts3,40.43,-120.67,Y,V1,3.7,37,,,
SheepStation,10/26/2022,32,low,white,11,1,82,2020,Pyle19,44.57,-119.65,N,NA,NA,NA,,,
SheepStation,10/26/2022,32,low,white,11,2,35,2020,Chambers07,43.94,-116.19,Y,V1,4.5,45,,,
SheepStation,10/26/2022,32,low,white,11,3,72,2020,Pyke 03,44.60456358,-120.1924183,Y,V1,5.4,54,,,
SheepStation,10/26/2022,32,low,white,11,4,150,2022,Mancillas01,,,Y,V1,5.2,52,,,
SheepStation,10/26/2022,32,low,white,11,5,11,2020,Adler09,43.31,-112.27,Y,V1,5,50,,,
SheepStation,10/26/2022,32,low,white,12,1,5,2020,AAFC08,49.57,-120.55,Y,V1,4.4,44,,,
SheepStation,10/26/2022,32,low,white,12,2,62,2020,Lee 02,35.3984,-115.7845,Y,V0,1.8,18,,,
SheepStation,10/26/2022,32,low,white,12,3,9,2020,Adler05,40.79,-111.87,Y,V1,4.6,46,,,
SheepStation,10/26/2022,32,low,white,12,4,66,2020,Maron1,46.68,-114.03,N,NA,NA,NA,,,
SheepStation,10/26/2022,32,low,white,12,5,7,2020,AAFC10,49.71,-120.05,Y,V1,5.4,54,,,
SheepStation,10/26/2022,32,low,white,13,1,31,2020,Urza01,40.35,-119.34,Y,V0,3.5,35,,,
SheepStation,10/26/2022,32,low,white,13,2,38,2021,Copeland01,43.7,-117.33,Y,V0,3.8,38,,,
SheepStation,10/26/2022,32,low,white,13,3,68,2020,Porensky01,43.24,-105.18,Y,V1,4.6,46,,,
SheepStation,10/26/2022,32,low,white,13,4,34,2020,Chambers06,41.54,-117.78,Y,V0,3.5,35,,,
SheepStation,10/26/2022,32,low,white,13,5,101,2020,Shriver01,34.06,-116.22,Y,V1,6,60,,,
SheepStation,10/26/2022,32,low,white,14,1,44,2020,Downs 03,45.9663,-120.3671,Y,V0,2.6,26,,,
SheepStation,10/26/2022,32,low,white,14,2,14,2020,Adler13,41.44,-111.08,Y,V0,4.1,41,,,
SheepStation,10/26/2022,32,low,white,14,3,29,2020,Chambers01,39.55,-119.58,Y,V1,3.1,31,,,
SheepStation,10/26/2022,32,low,white,14,4,34,2020,Chambers06,41.54,-117.78,Y,V1,4.7,47,,,
SheepStation,10/26/2022,32,low,white,14,5,83,2020,Reed01,38.52,-109.47,N,NA,NA,NA,,,
SheepStation,10/26/2022,32,low,white,15,1,71,2020,Porensky30,40.63,-105.27,Y,V0,1.9,19,,,
SheepStation,10/26/2022,32,low,white,15,2,96,2020,Chynoweth02,40.29092,-109.68361,Y,V0,1.3,13,,,
SheepStation,10/26/2022,32,low,white,15,3,19,2020,Barnett01,43.48,-110.74,Y,V1,4.7,47,,,
SheepStation,10/26/2022,32,low,white,15,4,25,2020,Symstad6,41.83,-103.71,Y,V0,4.6,46,,,
SheepStation,10/26/2022,32,low,white,15,5,81,2020,Pyle17,44.36,-118.93,N,NA,NA,NA,,,
SheepStation,10/26/2022,32,low,white,16,1,86,2020,Schupp03,38.6,-113.79,Y,V0,1.9,19,,,
SheepStation,10/26/2022,32,low,white,16,2,52,2020,Hufft01,38.6701,-108.3286,Y,V1,3.4,34,,,
SheepStation,10/26/2022,32,low,white,16,3,100,2020,Chynoweth08,40.640878,-109.48689,Y,V0,2.1,21,,,
SheepStation,10/26/2022,32,low,white,16,4,89,2020,Symstad1,44.59,-104.71,Y,V0,2.7,27,,,
SheepStation,10/26/2022,32,low,white,16,5,56,2020,JackieOtt5,43.78,-102.61,Y,V0,3,30,,,
SheepStation,10/26/2022,33,high,white,1,1,24,2020,Blumenthal08,40.64,-104.56,Y,V1,3.1,31,,,
SheepStation,10/26/2022,33,high,white,1,2,93,2020,Urza02,40.84,-119.56,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,1,3,14,2020,Adler13,41.44,-111.08,Y,V1,4.5,45,,,
SheepStation,10/26/2022,33,high,white,1,4,32,2020,Chambers04,41.31,-117.63,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,1,5,39,2020,Copeland05,42.27,-118.71,Y,V0,3.9,39,,,
SheepStation,10/26/2022,33,high,white,1,6,71,2020,Porensky30,40.63,-105.27,Y,V1,4.6,46,,,
SheepStation,10/26/2022,33,high,white,1,7,26,2020,Chynoweth01,39.76604,-109.5635,Y,V1,4.6,46,,,
SheepStation,10/26/2022,33,high,white,1,8,79,2020,Pyle15,43.8,-119,Y,V1,3.3,33,,,
SheepStation,10/26/2022,33,high,white,1,9,55,2020,JackieOtt2,43.71,-102.32,Y,V0,3.3,33,,,
SheepStation,10/26/2022,33,high,white,1,10,65,2020,Leger 1,39.49,-119.84,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,2,1,42,2021,Downs 01,46.38145,-119.430272,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,2,2,57,2020,JackieOtt6,43.84,-101.94,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,2,3,9,2020,Adler05,40.79,-111.87,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,2,4,96,2020,Chynoweth02,40.29092,-109.68361,Y,V0,1.1,11,,,
SheepStation,10/26/2022,33,high,white,2,5,83,2020,Reed01,38.52,-109.47,Y,V1,3.3,33,,,
SheepStation,10/26/2022,33,high,white,2,6,59,2020,Lavin01,44.68,-109.07,Y,V0,4.4,44,,,
SheepStation,10/26/2022,33,high,white,2,7,46,2020,Fleishman_05,39.12,-117.27,Y,V1,4.4,44,,,
SheepStation,10/26/2022,33,high,white,2,8,12,2020,Schupp02,40.2,-112.46,Y,V1,4.2,42,,,
SheepStation,10/26/2022,33,high,white,2,9,31,2020,Urza01,40.35,-119.34,Y,V1,3.5,35,,,
SheepStation,10/26/2022,33,high,white,2,10,43,2020,Downs 02,46.25045,-119.53334,Y,V1,4.9,49,,,
SheepStation,10/26/2022,33,high,white,3,1,52,2020,Hufft01,38.6701,-108.3286,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,3,2,82,2020,Pyle19,44.57,-119.65,Y,V0,3.3,33,,,
SheepStation,10/26/2022,33,high,white,3,3,72,2020,Pyke 03,44.60456358,-120.1924183,Y,V1,4.7,47,,,
SheepStation,10/26/2022,33,high,white,3,4,49,2020,Getts3,40.43,-120.67,Y,V1,4.5,45,,,
SheepStation,10/26/2022,33,high,white,3,5,95,2020,Wilcox02,41.31,-105.66,Y,V1,4.4,44,,,
SheepStation,10/26/2022,33,high,white,3,6,44,2020,Downs 03,45.9663,-120.3671,Y,V1,1.6,16,Y,,
SheepStation,10/26/2022,33,high,white,3,7,97,2020,Chynoweth03,39.83576,-109.61202,Y,V0,1.4,14,,,
SheepStation,10/26/2022,33,high,white,3,8,62,2020,Lee 02,35.3984,-115.7845,Y,V1,4.4,44,,,
SheepStation,10/26/2022,33,high,white,3,9,100,2020,Chynoweth08,40.640878,-109.48689,Y,V1,4.2,42,,,
SheepStation,10/26/2022,33,high,white,3,10,84,2020,Reed03,38.75,-109.79,Y,V1,4.7,47,,,
SheepStation,10/26/2022,33,high,white,4,1,105,2021,Maron1,40.92,-102.52,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,4,2,77,2020,Pyle10,43.19,-120,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,4,3,11,2020,Adler09,43.31,-112.27,Y,V1,4.1,41,,,
SheepStation,10/26/2022,33,high,white,4,4,1,2020,AAFC04,50.08,-120.65,Y,V1,3.9,39,,,
SheepStation,10/26/2022,33,high,white,4,5,8,2020,Blumenthal01,41.18,-104.9,Y,V0,3.6,36,,,
SheepStation,10/26/2022,33,high,white,4,6,74,2020,Pyke 21,47.61803776,-119.6830115,Y,V1,4.9,49,,,
SheepStation,10/26/2022,33,high,white,4,7,81,2020,Pyle17,44.36,-118.93,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,4,8,30,2020,Chambers02,39.95,-118.76,Y,V0,0.4,4,,,
SheepStation,10/26/2022,33,high,white,4,9,103,2020,Davies03,42.68,-118.68,Y,V0,1.6,16,,,
SheepStation,10/26/2022,33,high,white,4,10,102,2020,Shriver02,48,-114.04,Y,V1,5.1,51,,,
SheepStation,10/26/2022,33,high,white,5,1,36,2020,Chambers08,42.24,-114.57,Y,V1,2.1,21,Y,,
SheepStation,10/26/2022,33,high,white,5,2,88,2021,Schupp05,39.11,-112.74,Y,V0,2.2,22,,,
SheepStation,10/26/2022,33,high,white,5,3,51,2020,Holdrege1,41.61,-111.57,Y,V1,3.5,35,,,
SheepStation,10/26/2022,33,high,white,5,4,37,2020,Chambers09,40.66,-116.73,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,5,5,104,2020,Germino BOP 01,43.4720833,-116.2338306,Y,V0,0.5,5,,,
SheepStation,10/26/2022,33,high,white,5,6,34,2020,Chambers06,41.54,-117.78,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,5,7,25,2020,Symstad6,41.83,-103.71,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,5,8,56,2020,JackieOtt5,43.78,-102.61,Y,V0,0.4,4,,,
SheepStation,10/26/2022,33,high,white,5,9,76,2020,Pyle09,43.42,-119.62,Y,V1,3.2,32,,,
SheepStation,10/26/2022,33,high,white,5,10,47,2020,Fleishman_07,39.17,-117.44,Y,V1,4.7,47,,,
SheepStation,10/26/2022,33,high,white,6,1,73,2020,Pyke 08,46.74830998,-119.361636,Y,V1,4.7,47,,,
SheepStation,10/26/2022,33,high,white,6,2,68,2020,Porensky01,43.24,-105.18,Y,V0,1.6,16,,,
SheepStation,10/26/2022,33,high,white,6,3,2,2020,AAFC05,50.09,-120.45,Y,V1,2.5,25,Y,,
SheepStation,10/26/2022,33,high,white,6,4,61,2020,Lee 01,36.82340833,-116.0163889,Y,V1,4.8,48,,,
SheepStation,10/26/2022,33,high,white,6,5,87,2020,Schupp04,38.52,-113.55,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,6,6,35,2020,Chambers07,43.94,-116.19,Y,V1,4.2,42,,,
SheepStation,10/26/2022,33,high,white,6,7,64,2020,Lee 04,35.4564,-115.52,Y,V1,4.9,49,,,
SheepStation,10/26/2022,33,high,white,6,8,72,2020,Pyke 03,44.60456358,-120.1924183,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,6,9,28,2020,Bradford01,35.23,-111.62,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,6,10,5,2020,AAFC08,49.57,-120.55,Y,V1,5.1,51,,,
SheepStation,10/26/2022,33,high,white,7,1,7,2020,AAFC10,49.71,-120.05,Y,V1,4.9,49,,,
SheepStation,10/26/2022,33,high,white,7,2,91,2020,Symstad3,43.62,-103.47,Y,V0,1.6,16,Y,,
SheepStation,10/26/2022,33,high,white,7,3,2,2020,AAFC05,50.09,-120.45,Y,V1,3.3,33,,,
SheepStation,10/26/2022,33,high,white,7,4,150,2022,Mancillas01,,,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,7,5,63,2020,Lee 03,36.5247,-115.8987,Y,V1,4.3,43,,,
SheepStation,10/26/2022,33,high,white,7,6,101,2020,Shriver01,34.06,-116.22,Y,V2,4.9,49,,,
SheepStation,10/26/2022,33,high,white,7,7,6,2020,AAFC09,49.62,-119.8,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,7,8,38,2021,Copeland01,43.7,-117.33,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,7,9,18,2020,Adler18,40.86,-114.22,Y,V0,3.9,39,,,
SheepStation,10/26/2022,33,high,white,7,10,29,2020,Chambers01,39.55,-119.58,Y,V1,3.2,32,,,
SheepStation,10/26/2022,33,high,white,8,1,45,2020,Fleishman_01,38.47,-119.49,Y,V1,4.2,42,,,
SheepStation,10/26/2022,33,high,white,8,2,33,2020,Chambers05,41.54,-117.75,Y,V1,2.8,28,Y,,
SheepStation,10/26/2022,33,high,white,8,3,30,2020,Chambers02,39.95,-118.76,Y,V1,3.9,39,,,
SheepStation,10/26/2022,33,high,white,8,4,75,2020,Pyle01,42.35,-118.65,Y,V1,4,40,,,
SheepStation,10/26/2022,33,high,white,8,5,58,2020,JackieOtt7,43.82,-101.94,Y,V1,4.9,49,Y,,
SheepStation,10/26/2022,33,high,white,8,6,90,2020,Symstad2,43.87,-103.46,Y,V0,3.7,37,,,
SheepStation,10/26/2022,33,high,white,8,7,98,2020,Chynoweth05,40.480805,-109.438229,Y,V1,4.1,41,,,
SheepStation,10/26/2022,33,high,white,8,8,19,2020,Barnett01,43.48,-110.74,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,8,9,92,2020,Symstad4,43.71,-102.58,N,NA,NA,NA,,,
SheepStation,10/26/2022,33,high,white,8,10,59,2020,Lavin01,44.68,-109.07,Y,V1,4.5,45,,,
SheepStation,10/26/2022,34,high,black,1,1,61,2020,Lee 01,36.82340833,-116.0163889,Y,V0,0.5,5,,,
SheepStation,10/26/2022,34,high,black,1,2,37,2020,Chambers09,40.66,-116.73,Y,V0,0.6,6,,,
SheepStation,10/26/2022,34,high,black,1,3,26,2020,Chynoweth01,39.76604,-109.5635,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,1,4,95,2020,Wilcox02,41.31,-105.66,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,1,5,24,2020,Blumenthal08,40.64,-104.56,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,1,6,18,2020,Adler18,40.86,-114.22,Y,V0,3.3,33,,,
SheepStation,10/26/2022,34,high,black,1,7,88,2020,Schupp05,39.11,-112.74,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,1,8,12,2020,Schupp02,40.2,-112.46,Y,V1,3.7,37,,,
SheepStation,10/26/2022,34,high,black,1,9,90,2020,Symstad2,43.87,-103.46,Y,V1,4.9,49,,,
SheepStation,10/26/2022,34,high,black,1,10,89,2020,Symstad1,44.59,-104.71,Y,V1,0.7,7,Y,,
SheepStation,10/26/2022,34,high,black,2,1,35,2020,Chambers07,43.94,-116.19,Y,V1,5,50,,,
SheepStation,10/26/2022,34,high,black,2,2,83,2020,Reed01,38.52,-109.47,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,2,3,62,2020,Lee 02,35.3984,-115.7845,Y,V0,2.9,29,,,
SheepStation,10/26/2022,34,high,black,2,4,29,2020,Chambers01,39.55,-119.58,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,2,5,57,2020,JackieOtt6,43.84,-101.94,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,2,6,150,2021,Mancillas01,,,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,2,7,43,2020,Downs 02,46.25045,-119.53334,Y,V1,3.7,37,,,
SheepStation,10/26/2022,34,high,black,2,8,14,2020,Adler13,41.44,-111.08,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,2,9,46,2020,Fleishman_05,39.12,-117.27,Y,V0,1,10,Y,,
SheepStation,10/26/2022,34,high,black,2,10,1,2020,AAFC04,50.08,-120.65,Y,V1,3.6,36,,,
SheepStation,10/26/2022,34,high,black,3,1,103,2020,Davies03,42.68,-118.68,Y,V0,4,40,Y,,
SheepStation,10/26/2022,34,high,black,3,2,25,2020,Symstad6,41.83,-103.71,Y,V1,0.7,7,Y,,
SheepStation,10/26/2022,34,high,black,3,3,8,2020,Blumenthal01,41.18,-104.9,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,3,4,73,2020,Pyke 08,46.74830998,-119.361636,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,3,5,66,2020,Maron1,46.68,-114.03,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,3,6,82,2020,Pyle19,44.57,-119.65,Y,V1,3.8,38,,,
SheepStation,10/26/2022,34,high,black,3,7,64,2020,Lee 04,35.4564,-115.52,Y,V1,5.2,52,,,
SheepStation,10/26/2022,34,high,black,3,8,19,2020,Barnett01,43.48,-110.74,Y,V0,3.3,33,,,
SheepStation,10/26/2022,34,high,black,3,9,65,2020,Leger 1,39.49,-119.84,Y,V1,4.1,41,,,
SheepStation,10/26/2022,34,high,black,3,10,101,2020,Shriver01,34.06,-116.22,Y,V1,5.1,51,,,
SheepStation,10/26/2022,34,high,black,4,1,53,2020,Hufft02,39.547444,-105.102111,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,4,2,42,2021,Downs 01,46.38145,-119.430272,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,4,3,79,2020,Pyle15,43.8,-119,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,4,4,58,2020,JackieOtt7,43.82,-101.94,Y,V1,4.2,42,,,
SheepStation,10/26/2022,34,high,black,4,5,38,2021,Copeland01,43.7,-117.33,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,4,6,96,2020,Chynoweth02,40.29092,-109.68361,Y,V1,4,40,,,
SheepStation,10/26/2022,34,high,black,4,7,36,2020,Chambers08,42.24,-114.57,Y,V0,4.2,42,,,
SheepStation,10/26/2022,34,high,black,4,8,72,2020,Pyke 03,44.60456358,-120.1924183,Y,V1,3.6,36,,,
SheepStation,10/26/2022,34,high,black,4,9,49,2020,Getts3,40.43,-120.67,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,4,10,9,2020,Adler05,40.79,-111.87,Y,V1,5,50,,,
SheepStation,10/26/2022,34,high,black,5,1,30,2020,Chambers02,39.95,-118.76,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,5,2,56,2020,JackieOtt5,43.78,-102.61,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,5,3,91,2020,Symstad3,43.62,-103.47,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,5,4,92,2020,Symstad4,43.71,-102.58,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,5,5,7,2020,AAFC10,49.71,-120.05,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,5,6,47,2020,Fleishman_07,39.17,-117.44,Y,V1,5.8,58,,,
SheepStation,10/26/2022,34,high,black,5,7,100,2020,Chynoweth08,40.640878,-109.48689,Y,V1,4.2,42,,,
SheepStation,10/26/2022,34,high,black,5,8,77,2020,Pyle10,43.19,-120,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,5,9,31,2020,Urza01,40.35,-119.34,Y,V1,1.7,17,Y,,
SheepStation,10/26/2022,34,high,black,5,10,54,2020,JackieOtt1,43.65,-102.97,Y,V1,2.6,26,Y,,
SheepStation,10/26/2022,34,high,black,6,1,84,2021,Reed03,38.75,-109.79,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,6,2,69,2020,Porensky17,43.34,-105.13,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,6,3,55,2020,JackieOtt2,43.71,-102.32,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,6,4,11,2020,Adler09,43.31,-112.27,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,6,5,32,2020,Chambers04,41.31,-117.63,Y,V0,3,30,,,
SheepStation,10/26/2022,34,high,black,6,6,63,2020,Lee 03,36.5247,-115.8987,Y,V1,4.5,45,,,
SheepStation,10/26/2022,34,high,black,6,7,2,2020,AAFC05,50.09,-120.45,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,6,8,98,2020,Chynoweth05,40.480805,-109.438229,Y,V0,3.7,37,,,
SheepStation,10/26/2022,34,high,black,6,9,71,2020,Porensky30,40.63,-105.27,Y,V1,1,10,Y,,
SheepStation,10/26/2022,34,high,black,6,10,75,2020,Pyle01,42.35,-118.65,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,7,1,93,2021,Urza02,40.84,-119.56,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,7,2,39,2020,Copeland05,42.27,-118.71,Y,V0,0.7,7,,,
SheepStation,10/26/2022,34,high,black,7,3,68,2020,Porensky01,43.24,-105.18,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,7,4,97,2021,Chynoweth03,39.83576,-109.61202,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,7,5,76,2020,Pyle09,43.42,-119.62,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,7,6,28,2020,Bradford01,35.23,-111.62,Y,V1,4.7,47,,,
SheepStation,10/26/2022,34,high,black,7,7,74,2020,Pyke 21,47.61803776,-119.6830115,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,7,8,52,2020,Hufft01,38.6701,-108.3286,Y,V1,4.2,42,,,
SheepStation,10/26/2022,34,high,black,7,9,5,2020,AAFC08,49.57,-120.55,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,7,10,34,2020,Chambers06,41.54,-117.78,Y,V1,4.5,45,,,
SheepStation,10/26/2022,34,high,black,8,1,44,2020,Downs 03,45.9663,-120.3671,Y,V0,0.6,6,,,
SheepStation,10/26/2022,34,high,black,8,2,59,2020,Lavin01,44.68,-109.07,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,8,3,81,2020,Pyle17,44.36,-118.93,Y,V0,0.6,6,,,
SheepStation,10/26/2022,34,high,black,8,4,104,2020,Germino BOP 01,43.4720833,-116.2338306,Y,V1,3.7,37,,,
SheepStation,10/26/2022,34,high,black,8,5,87,2021,Schupp04,38.52,-113.55,Y,V0,4.2,42,,,
SheepStation,10/26/2022,34,high,black,8,6,33,2020,Chambers05,41.54,-117.75,Y,V1,4.2,42,,,
SheepStation,10/26/2022,34,high,black,8,7,51,2020,Holdrege1,41.61,-111.57,Y,V0,4.1,41,,,
SheepStation,10/26/2022,34,high,black,8,8,6,2020,AAFC09,49.62,-119.8,N,NA,NA,NA,,,
SheepStation,10/26/2022,34,high,black,8,9,45,2020,Fleishman_01,38.47,-119.49,Y,V1,3.7,37,,,
SheepStation,10/26/2022,34,high,black,8,10,102,2020,Shriver02,48,-114.04,Y,V0,1.3,13,,,
SheepStation,10/26/2022,35,low,white,1,1,19,2020,Barnett01,43.48,-110.74,Y,V0,1.8,18,,,
SheepStation,10/26/2022,35,low,white,1,2,103,2020,Davies03,42.68,-118.68,Y,V1,5.3,53,,,
SheepStation,10/26/2022,35,low,white,1,3,71,2020,Porensky30,40.63,-105.27,Y,V1,5.9,59,,,
SheepStation,10/26/2022,35,low,white,1,4,93,2020,Urza02,40.84,-119.56,N,NA,NA,NA,,,
SheepStation,10/26/2022,35,low,white,1,5,46,2020,Fleishman_05,39.12,-117.27,N,NA,NA,NA,,,
SheepStation,10/26/2022,35,low,white,2,1,1,2020,AAFC04,50.08,-120.65,Y,V2,4.2,42,,,
SheepStation,10/26/2022,35,low,white,2,2,52,2020,Hufft01,38.6701,-108.3286,Y,V1,4.4,44,,,
SheepStation,10/26/2022,35,low,white,2,3,51,2020,Holdrege1,41.61,-111.57,N,NA,NA,NA,,,
SheepStation,10/26/2022,35,low,white,2,4,59,2020,Lavin01,44.68,-109.07,Y,V1,4.2,42,,,
SheepStation,10/26/2022,35,low,white,2,5,30,2020,Chambers02,39.95,-118.76,Y,V1,5.7,57,,,
SheepStation,10/26/2022,35,low,white,3,1,49,2020,Getts3,40.43,-120.67,Y,V1,5.5,55,,,
SheepStation,10/26/2022,35,low,white,3,2,25,2020,Symstad6,41.83,-103.71,Y,V1,5.3,53,,,
SheepStation,10/26/2022,35,low,white,3,3,46,2020,Fleishman_05,39.12,-117.27,N,NA,NA,NA,,,
SheepStation,10/26/2022,35,low,white,3,4,31,2020,Urza01,40.35,-119.34,Y,V1,4.7,47,,,
SheepStation,10/26/2022,35,low,white,3,5,6,2020,AAFC09,49.62,-119.8,Y,V0,3.6,36,,,
SheepStation,10/26/2022,35,low,white,4,1,83,2020,Reed01,38.52,-109.47,Y,V1,4.1,41,,,
SheepStation,10/26/2022,35,low,white,4,2,92,2020,Symstad4,43.71,-102.58,Y,V0,2.2,22,,,
SheepStation,10/26/2022,35,low,white,4,3,81,2020,Pyle17,44.36,-118.93,N,NA,NA,NA,,,
SheepStation,10/26/2022,35,low,white,4,4,79,2020,Pyle15,43.8,-119,Y,V1,5.4,54,,,
SheepStation,10/26/2022,35,low,white,4,5,11,2020,Adler09,43.31,-112.27,N,NA,NA,NA,,,
SheepStation,10/26/2022,35,low,white,5,1,9,2020,Adler05,40.79,-111.87,Y,V1,4,40,,,
SheepStation,10/26/2022,35,low,white,5,2,88,2021,Schupp05,39.11,-112.74,Y,V1,5.2,52,,,
SheepStation,10/26/2022,35,low,white,5,3,35,2020,Chambers07,43.94,-116.19,N,NA,NA,NA,,,
SheepStation,10/26/2022,35,low,white,5,4,8,2020,Blumenthal01,41.18,-104.9,N,NA,NA,NA,,,
SheepStation,10/26/2022,35,low,white,5,5,98,2020,Chynoweth05,40.480805,-109.438229,Y,V1,5.5,55,,,
SheepStation,10/26/2022,35,low,white,6,1,105,2021,Maron1,40.92,-102.52,Y,V1,1.8,18,Y,,
SheepStation,10/26/2022,35,low,white,6,2,68,2020,Porensky01,43.24,-105.18,Y,V1,5.6,56,,,
SheepStation,10/26/2022,35,low,white,6,3,24,2020,Blumenthal08,40.64,-104.56,Y,V1,4.2,42,,,
SheepStation,10/26/2022,35,low,white,6,4,64,2020,Lee 04,35.4564,-115.52,Y,V1,4.7,47,,,
SheepStation,10/26/2022,35,low,white,6,5,37,2020,Chambers09,40.66,-116.73,Y,V0,0.7,7,,,
SheepStation,10/26/2022,35,low,white,7,1,62,2020,Lee 02,35.3984,-115.7845,Y,V1,3.7,37,Y,,
SheepStation,10/26/2022,35,low,white,7,2,57,2020,JackieOtt6,43.84,-101.94,Y,V1,4.9,49,,,
SheepStation,10/26/2022,35,low,white,7,3,89,2020,Symstad1,44.59,-104.71,Y,V1,5,50,,,
SheepStation,10/26/2022,35,low,white,7,4,44,2020,Downs 03,45.9663,-120.3671,Y,V1,5,50,,,
SheepStation,10/26/2022,35,low,white,7,5,32,2020,Chambers04,41.31,-117.63,Y,V1,4.6,46,,,
SheepStation,10/26/2022,35,low,white,8,1,65,2020,Leger 1,39.49,-119.84,N,NA,NA,NA,,,
SheepStation,10/26/2022,35,low,white,8,2,42,2021,Downs 01,46.38145,-119.430272,Y,V1,5.8,58,,,
SheepStation,10/26/2022,35,low,white,8,3,55,2020,JackieOtt2,43.71,-102.32,Y,V1,3.5,35,,,
SheepStation,10/26/2022,35,low,white,8,4,96,2020,Chynoweth02,40.29092,-109.68361,Y,V1,4.7,47,,,
SheepStation,10/26/2022,35,low,white,8,5,47,2020,Fleishman_07,39.17,-117.44,Y,V1,5.2,52,,,
SheepStation,10/26/2022,35,low,white,9,1,7,2020,AAFC10,49.71,-120.05,Y,V1,4.2,42,,,
SheepStation,10/26/2022,35,low,white,9,2,91,2020,Symstad3,43.62,-103.47,Y,V1,4.5,45,,,
SheepStation,10/26/2022,35,low,white,9,3,76,2020,Pyle09,43.42,-119.62,Y,V1,3.5,35,,,
SheepStation,10/26/2022,35,low,white,9,4,37,2020,Chambers09,40.66,-116.73,Y,V0,3.4,34,,,
