Site,Date,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,herbivory,frost_heave,notes
SheepStation,5/24/2023,21,low,white,5,2,31,2020,Urza01,40.35,-119.34,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,5,3,103,2020,Davies03,42.68,-118.68,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,5,4,29,2020,Chambers01,39.55,-119.58,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,5,5,93,2021,Urza02,40.84,-119.56,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,6,1,64,2020,Lee 04,35.4564,-115.52,N,NA,,,,,
SheepStation,5/24/2023,21,low,white,6,2,9,2020,Adler05,40.79,-111.87,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,6,3,42,2021,Downs 01,46.38145,-119.430272,Y,BS,,,,,
SheepStation,5/24/2023,21,low,white,6,4,82,2020,Pyle19,44.57,-119.65,Y,V2,,,,,DYING
SheepStation,5/24/2023,21,low,white,6,5,34,2020,Chambers06,41.54,-117.78,Y,V2,,,,,
SheepStation,5/24/2023,21,low,white,7,1,72,2020,Pyke 03,44.60456358,-120.1924183,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,7,2,76,2020,Pyle09,43.42,-119.62,Y,V2,,,,,
SheepStation,5/24/2023,21,low,white,7,3,75,2020,Pyle01,42.35,-118.65,N,NA,,,,,
SheepStation,5/24/2023,21,low,white,7,4,7,2020,AAFC10,49.71,-120.05,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,7,5,88,2021,Schupp05,39.11,-112.74,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,8,1,58,2020,JackieOtt7,43.82,-101.94,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,8,2,98,2021,Chynoweth05,40.480805,-109.438229,N,NA,,,,,
SheepStation,5/24/2023,21,low,white,8,3,150,2022,Mancillas01,,,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,8,4,69,2020,Porensky17,43.34,-105.13,N,NA,,,,,
SheepStation,5/24/2023,21,low,white,8,5,90,2020,Symstad2,43.87,-103.46,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,9,1,74,2020,Pyke 21,47.61803776,-119.6830115,Y,BS,,,,,
SheepStation,5/24/2023,21,low,white,9,2,79,2020,Pyle15,43.8,-119,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,9,3,82,2020,Pyle19,44.57,-119.65,Y,BS,,,,,
SheepStation,5/24/2023,21,low,white,9,4,30,2020,Chambers02,39.95,-118.76,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,9,5,104,2020,Germino BOP 01,43.4720833,-116.2338306,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,10,1,32,2020,Chambers04,41.31,-117.63,Y,V3,,,,,DYING
SheepStation,5/24/2023,21,low,white,10,2,65,2020,Leger 1,39.49,-119.84,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,10,3,52,2020,Hufft01,38.6701,-108.3286,Y,V3,,,,,
SheepStation,5/24/2023,21,low,white,10,4,1,2020,AAFC04,50.08,-120.65,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,10,5,61,2020,Lee 01,36.82340833,-116.0163889,N,NA,,,,,
SheepStation,5/24/2023,21,low,white,11,1,59,2020,Lavin01,44.68,-109.07,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,11,2,43,2020,Downs 02,46.25045,-119.53334,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,11,3,5,2020,AAFC08,49.57,-120.55,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,11,4,51,2020,Holdrege1,41.61,-111.57,N,NA,,,,,
SheepStation,5/24/2023,21,low,white,11,5,59,2020,Lavin01,44.68,-109.07,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,12,1,92,2020,Symstad4,43.71,-102.58,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,12,2,102,2020,Shriver02,48,-114.04,Y,V2,,,,,DYING
SheepStation,5/24/2023,21,low,white,12,3,81,2020,Pyle17,44.36,-118.93,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,12,4,54,2020,JackieOtt1,43.65,-102.97,Y,V3+,,,Y,,
SheepStation,5/24/2023,21,low,white,12,5,77,2020,Pyle10,43.19,-120,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,13,1,68,2020,Porensky01,43.24,-105.18,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,13,2,77,2020,Pyle10,43.19,-120,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,13,3,91,2020,Symstad3,43.62,-103.47,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,13,4,46,2020,Fleishman_05,39.12,-117.27,N,NA,,,,,
SheepStation,5/24/2023,21,low,white,13,5,37,2020,Chambers09,40.66,-116.73,Y,BS,,,,,
SheepStation,5/24/2023,21,low,white,14,1,6,2020,AAFC09,49.62,-119.8,Y,V2,,,,,DYING
SheepStation,5/24/2023,21,low,white,14,2,33,2020,Chambers05,41.54,-117.75,Y,V2,,,,,DYING
SheepStation,5/24/2023,21,low,white,14,3,73,2020,Pyke 08,46.74830998,-119.361636,Y,V1,,,,,DYING
SheepStation,5/24/2023,21,low,white,14,4,35,2020,Chambers07,43.94,-116.19,Y,V2,,,,,DYING
SheepStation,5/24/2023,21,low,white,14,5,2,2020,AAFC05,50.09,-120.45,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,15,1,55,2020,JackieOtt2,43.71,-102.32,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,15,2,12,2020,Schupp02,40.2,-112.46,Y,V3+,,,Y,,
SheepStation,5/24/2023,21,low,white,15,3,39,2020,Copeland05,42.27,-118.71,N,NA,,,,,
SheepStation,5/24/2023,21,low,white,15,4,25,2020,Symstad6,41.83,-103.71,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,15,5,19,2020,Barnett01,43.48,-110.74,Y,V3+,,,,,DYING
SheepStation,5/24/2023,21,low,white,16,1,100,2020,Chynoweth08,40.640878,-109.48689,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,16,2,96,2020,Chynoweth02,40.29092,-109.68361,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,16,3,62,2020,Lee 02,35.3984,-115.7845,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,16,4,84,2020,Reed03,38.75,-109.79,Y,V3+,,,,,
SheepStation,5/24/2023,21,low,white,16,5,63,2020,Lee 03,36.5247,-115.8987,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,1,1,47,2020,Fleishman_07,39.17,-117.44,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,1,2,25,2020,Symstad6,41.83,-103.71,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,1,3,46,2020,Fleishman_05,39.12,-117.27,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,1,4,12,2020,Schupp02,40.2,-112.46,N,V1,,,,,
SheepStation,5/24/2023,22,low,black,1,5,43,2020,Downs 02,46.25045,-119.53334,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,2,1,59,2020,Lavin01,44.68,-109.07,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,2,2,69,2020,Porensky17,43.34,-105.13,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,2,3,29,2020,Chambers01,39.55,-119.58,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,2,4,42,2021,Downs 01,46.38145,-119.430272,Y,BS,,,,,
SheepStation,5/24/2023,22,low,black,2,5,63,2020,Lee 03,36.5247,-115.8987,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,3,1,71,2020,Porensky30,40.63,-105.27,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,3,2,76,2020,Pyle09,43.42,-119.62,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,3,3,58,2020,JackieOtt7,43.82,-101.94,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,3,4,90,2020,Symstad2,43.87,-103.46,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,3,5,64,2020,Lee 04,35.4564,-115.52,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,4,1,93,2020,Urza02,40.84,-119.56,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,4,2,18,2020,Adler18,40.86,-114.22,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,4,3,61,2020,Lee 01,36.82340833,-116.0163889,Y,FG,,,,,
SheepStation,5/24/2023,22,low,black,4,4,28,2020,Bradford01,35.23,-111.62,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,4,5,9,2020,Adler05,40.79,-111.87,N,V1,,,,,
SheepStation,5/24/2023,22,low,black,5,1,30,2020,Chambers02,39.95,-118.76,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,5,2,92,2020,Symstad4,43.71,-102.58,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,5,3,65,2020,Leger 1,39.49,-119.84,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,5,4,19,2020,Barnett01,43.48,-110.74,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,5,5,31,2020,Urza01,40.35,-119.34,N,V1,,,,,
SheepStation,5/24/2023,22,low,black,6,1,35,2020,Chambers07,43.94,-116.19,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,6,2,150,2022,Mancillas01,,,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,6,3,44,2020,Downs 03,45.9663,-120.3671,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,6,4,33,2020,Chambers05,41.54,-117.75,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,6,5,2,2020,AAFC05,50.09,-120.45,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,7,1,54,2020,JackieOtt1,43.65,-102.97,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,7,2,77,2020,Pyle10,43.19,-120,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,7,3,84,2020,Reed03,38.75,-109.79,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,7,4,6,2020,AAFC09,49.62,-119.8,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,7,5,92,2020,Symstad4,43.71,-102.58,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,8,1,1,2020,AAFC04,50.08,-120.65,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,8,2,14,2020,Adler13,41.44,-111.08,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,8,3,87,2021,Schupp04,38.52,-113.55,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,8,4,89,2020,Symstad1,44.59,-104.71,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,8,5,5,2020,AAFC08,49.57,-120.55,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,9,1,95,2021,Wilcox02,41.31,-105.66,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,9,2,73,2020,Pyke 08,46.74830998,-119.361636,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,9,3,7,2020,AAFC10,49.71,-120.05,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,9,4,96,2020,Chynoweth02,40.29092,-109.68361,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,9,5,72,2020,Pyke 03,44.60456358,-120.1924183,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,10,1,34,2020,Chambers06,41.54,-117.78,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,10,2,81,2020,Pyle17,44.36,-118.93,N,V0,,,,,
SheepStation,5/24/2023,22,low,black,10,3,24,2020,Blumenthal08,40.64,-104.56,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,10,4,51,2020,Holdrege1,41.61,-111.57,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,10,5,53,2020,Hufft02,39.547444,-105.102111,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,11,1,91,2020,Symstad3,43.62,-103.47,Y,V2,,,,,DYING
SheepStation,5/24/2023,22,low,black,11,2,68,2020,Porensky01,43.24,-105.18,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,11,3,105,2021,Maron1,40.92,-102.52,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,11,4,88,2020,Schupp05,39.11,-112.74,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,11,5,11,2020,Adler09,43.31,-112.27,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,12,1,75,2020,Pyle01,42.35,-118.65,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,12,2,62,2020,Lee 02,35.3984,-115.7845,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,12,3,82,2020,Pyle19,44.57,-119.65,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,12,4,32,2020,Chambers04,41.31,-117.63,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,12,5,8,2020,Blumenthal01,41.18,-104.9,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,13,1,39,2020,Copeland05,42.27,-118.71,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,13,2,44,2020,Downs 03,45.9663,-120.3671,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,13,3,83,2020,Reed01,38.52,-109.47,N,V1,,,,,
SheepStation,5/24/2023,22,low,black,13,4,104,2020,Germino BOP 01,43.4720833,-116.2338306,Y,V3,,,,,
SheepStation,5/24/2023,22,low,black,13,5,45,2020,Fleishman_01,38.47,-119.49,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,14,1,55,2020,JackieOtt2,43.71,-102.32,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,14,2,98,2020,Chynoweth05,40.480805,-109.438229,Y,V1,,,,,DYING
SheepStation,5/24/2023,22,low,black,14,3,97,2020,Chynoweth03,39.83576,-109.61202,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,14,4,79,2020,Pyle15,43.8,-119,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,14,5,26,2020,Chynoweth01,39.76604,-109.5635,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,15,1,49,2020,Getts3,40.43,-120.67,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,15,2,56,2020,JackieOtt5,43.78,-102.61,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,15,3,57,2020,JackieOtt6,43.84,-101.94,Y,V2,,,,,
SheepStation,5/24/2023,22,low,black,15,4,52,2020,Hufft01,38.6701,-108.3286,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,15,5,74,2020,Pyke 21,47.61803776,-119.6830115,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,16,1,81,2020,Pyle17,44.36,-118.93,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,16,2,37,2020,Chambers09,40.66,-116.73,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,16,3,101,2020,Shriver01,34.06,-116.22,N,NA,,,,,
SheepStation,5/24/2023,22,low,black,16,4,100,2020,Chynoweth08,40.640878,-109.48689,Y,V3+,,,,,
SheepStation,5/24/2023,22,low,black,16,5,103,2020,Davies03,42.68,-118.68,Y,V3+,,,,,
SheepStation,5/24/2023,23,high,white,1,1,92,2020,Symstad4,43.71,-102.58,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,1,2,7,2020,AAFC10,49.71,-120.05,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,1,3,87,2021,Schupp04,38.52,-113.55,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,1,4,44,2020,Downs 03,45.9663,-120.3671,N,V1,,,,,
SheepStation,5/24/2023,23,high,white,1,5,37,2020,Chambers09,40.66,-116.73,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,1,6,39,2020,Copeland05,42.27,-118.71,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,1,7,54,2020,JackieOtt1,43.65,-102.97,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,1,8,29,2020,Chambers01,39.55,-119.58,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,1,9,24,2020,Blumenthal08,40.64,-104.56,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,1,10,46,2020,Fleishman_05,39.12,-117.27,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,2,1,97,2020,Chynoweth03,39.83576,-109.61202,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,2,2,18,2022,Adler18,40.86,-114.22,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,2,3,101,2020,Shriver01,34.06,-116.22,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,2,4,25,2020,Symstad6,41.83,-103.71,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,2,5,12,2020,Schupp02,40.2,-112.46,N,V0,,,,,
SheepStation,5/24/2023,23,high,white,2,6,64,2020,Lee 04,35.4564,-115.52,N,V0,,,,,
SheepStation,5/24/2023,23,high,white,2,7,95,2021,Wilcox02,41.31,-105.66,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,2,8,33,2020,Chambers05,41.54,-117.75,N,V1,,,,,
SheepStation,5/24/2023,23,high,white,2,9,5,2020,AAFC08,49.57,-120.55,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,2,10,1,2020,AAFC04,50.08,-120.65,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,3,1,14,2020,Adler13,41.44,-111.08,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,3,2,65,2020,Leger 1,39.49,-119.84,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,3,3,62,2020,Lee 02,35.3984,-115.7845,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,3,4,63,2020,Lee 03,36.5247,-115.8987,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,3,5,74,2020,Pyke 21,47.61803776,-119.6830115,N,V0,,,,,
SheepStation,5/24/2023,23,high,white,3,6,6,2020,AAFC09,49.62,-119.8,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,3,7,42,2020,Downs 01,46.38145,-119.430272,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,3,8,66,2020,Maron1,46.68,-114.03,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,3,9,77,2020,Pyle10,43.19,-120,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,3,10,8,2020,Blumenthal01,41.18,-104.9,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,4,1,81,2020,Pyle17,44.36,-118.93,N,V0,,,,,
SheepStation,5/24/2023,23,high,white,4,2,58,2020,JackieOtt7,43.82,-101.94,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,4,3,79,2020,Pyle15,43.8,-119,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,4,4,93,2021,Urza02,40.84,-119.56,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,4,5,32,2020,Chambers04,41.31,-117.63,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,4,6,38,2021,Copeland01,43.7,-117.33,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,4,7,53,2020,Hufft02,39.547444,-105.102111,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,4,8,55,2020,JackieOtt2,43.71,-102.32,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,4,9,51,2020,Holdrege1,41.61,-111.57,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,4,10,35,2020,Chambers07,43.94,-116.19,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,5,1,104,2020,Germino BOP 01,43.4720833,-116.2338306,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,5,2,98,2020,Chynoweth05,40.480805,-109.438229,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,5,3,42,2021,Downs 01,46.38145,-119.430272,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,5,4,100,2020,Chynoweth08,40.640878,-109.48689,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,5,5,84,2020,Reed03,38.75,-109.79,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,5,6,150,2021,Mancillas01,,,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,5,7,82,2020,Pyle19,44.57,-119.65,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,5,8,69,2020,Porensky17,43.34,-105.13,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,5,9,89,2020,Symstad1,44.59,-104.71,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,5,10,72,2020,Pyke 03,44.60456358,-120.1924183,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,6,1,56,2020,JackieOtt5,43.78,-102.61,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,6,2,76,2020,Pyle09,43.42,-119.62,N,V0,,,,,
SheepStation,5/24/2023,23,high,white,6,3,47,2020,Fleishman_07,39.17,-117.44,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,6,4,88,2020,Schupp05,39.11,-112.74,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,6,5,31,2020,Urza01,40.35,-119.34,N,V1,,,,,
SheepStation,5/24/2023,23,high,white,6,6,34,2020,Chambers06,41.54,-117.78,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,6,7,57,2020,JackieOtt6,43.84,-101.94,N,V1,,,,,
SheepStation,5/24/2023,23,high,white,6,8,43,2020,Downs 02,46.25045,-119.53334,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,6,9,75,2020,Pyle01,42.35,-118.65,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,6,10,59,2020,Lavin01,44.68,-109.07,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,7,1,45,2020,Fleishman_01,38.47,-119.49,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,7,2,68,2020,Porensky01,43.24,-105.18,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,7,3,88,2021,Schupp05,39.11,-112.74,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,7,4,11,2020,Adler09,43.31,-112.27,N,V1,,,,,
SheepStation,5/24/2023,23,high,white,7,5,91,2020,Symstad3,43.62,-103.47,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,7,6,28,2020,Bradford01,35.23,-111.62,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,7,7,8,2020,Blumenthal01,41.18,-104.9,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,7,8,49,2020,Getts3,40.43,-120.67,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,7,9,52,2020,Hufft01,38.6701,-108.3286,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,7,10,19,2020,Barnett01,43.48,-110.74,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,8,1,61,2020,Lee 01,36.82340833,-116.0163889,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,8,2,2,2020,AAFC05,50.09,-120.45,N,V0,,,,,
SheepStation,5/24/2023,23,high,white,8,3,96,2020,Chynoweth02,40.29092,-109.68361,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,8,4,71,2020,Porensky30,40.63,-105.27,N,V1,,,,,
SheepStation,5/24/2023,23,high,white,8,5,83,2020,Reed01,38.52,-109.47,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,8,6,30,2020,Chambers02,39.95,-118.76,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,8,7,9,2020,Adler05,40.79,-111.87,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,8,8,90,2020,Symstad2,43.87,-103.46,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,8,9,26,2020,Chynoweth01,39.76604,-109.5635,N,NA,,,,,
SheepStation,5/24/2023,23,high,white,8,10,73,2020,Pyke 08,46.74830998,-119.361636,N,V0,,,,,
SheepStation,5/24/2023,24,high,black,1,1,33,2020,Chambers05,41.54,-117.75,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,1,2,74,2020,Pyke 21,47.61803776,-119.6830115,Y,BS,,,,,
SheepStation,5/24/2023,24,high,black,1,3,28,2020,Bradford01,35.23,-111.62,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,1,4,37,2020,Chambers09,40.66,-116.73,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,1,5,59,2020,Lavin01,44.68,-109.07,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,1,6,61,2020,Lee 01,36.82340833,-116.0163889,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,1,7,65,2020,Leger 1,39.49,-119.84,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,1,8,57,2020,JackieOtt6,43.84,-101.94,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,1,9,97,2021,Chynoweth03,39.83576,-109.61202,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,1,10,46,2020,Fleishman_05,39.12,-117.27,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,2,1,30,2020,Chambers02,39.95,-118.76,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,2,2,56,2020,JackieOtt5,43.78,-102.61,Y,V2,,,,,VERY SMALL
SheepStation,5/24/2023,24,high,black,2,3,8,2020,Blumenthal01,41.18,-104.9,Y,V3+,,,,,
SheepStation,5/24/2023,24,high,black,2,4,101,2020,Shriver01,34.06,-116.22,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,2,5,87,2020,Schupp04,38.52,-113.55,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,2,6,100,2020,Chynoweth08,40.640878,-109.48689,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,2,7,72,2020,Pyke 03,44.60456358,-120.1924183,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,2,8,66,2020,Maron1,46.68,-114.03,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,2,9,43,2020,Downs 02,46.25045,-119.53334,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,2,10,9,2020,Adler05,40.79,-111.87,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,3,1,38,2021,Copeland01,43.7,-117.33,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,3,2,92,2020,Symstad4,43.71,-102.58,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,3,3,81,2020,Pyle17,44.36,-118.93,Y,V3+,,,,,
SheepStation,5/24/2023,24,high,black,3,4,12,2020,Schupp02,40.2,-112.46,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,3,5,64,2020,Lee 04,35.4564,-115.52,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,3,6,89,2020,Symstad1,44.59,-104.71,Y,V3+,,,,,
SheepStation,5/24/2023,24,high,black,3,7,102,2020,Shriver02,48,-114.04,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,3,8,88,2021,Schupp05,39.11,-112.74,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,3,9,75,2020,Pyle01,42.35,-118.65,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,3,10,95,2021,Wilcox02,41.31,-105.66,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,4,1,35,2020,Chambers07,43.94,-116.19,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,4,2,83,2020,Reed01,38.52,-109.47,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,4,3,71,2020,Porensky30,40.63,-105.27,Y,V3+,,,,,
SheepStation,5/24/2023,24,high,black,4,4,96,2020,Chynoweth02,40.29092,-109.68361,N,NA,,,,,
SheepStation,5/24/2023,24,high,black,4,5,7,2020,AAFC10,49.71,-120.05,Y,V3+,,,,,
SheepStation,5/24/2023,24,high,black,4,6,2,2020,AAFC05,50.09,-120.45,N,NA,,,,,
