plantID,site,year,density,albedo,block,plot,x,y,genotype,emergence,first_flower,v_phen,last_phen_status,note_standard_phen,live_harvest,v_harvest,tillers,veg_mass,inflor_mass,seed_count_total,note_standard_harvest
CH_2022_2643,CH,2022,hi,white,7,3,3,5,91,Y,NA,V3+,Y,NA,Y,FB,2,0.037,7e-4,2,NA
CH_2022_2653,CH,2022,hi,white,7,3,3,6,13,Y,154,FG,Y,NA,Y,FP_FG_FB,4,0.15,0.09,36,NA
CH_2022_2673,CH,2022,hi,white,7,3,3,8,95,Y,154,FG,Y,NA,Y,FG_FP,2,0.1,0.022,18,NA
CH_2022_2604,CH,2022,hi,white,7,3,4,1,14,Y,154,FG,Y,NA,Y,FP_FB,2,0.11,0.21,87,NA
CH_2022_2694,CH,2022,hi,white,7,3,4,10,55,Y,166,FG,Y,NA,Y,FB,1,0.039,0.027,24,NA
CH_2022_2614,CH,2022,hi,white,7,3,4,2,82,Y,154,FG,Y,NA,Y,FP_FB,5,0.45,0.31,149,NA
CH_2022_2664,CH,2022,hi,white,7,3,4,7,34,Y,154,FG,Y,NA,Y,FG_FB,6,0.33,0.574,383,NA
CH_2022_2615,CH,2022,hi,white,7,3,5,2,5,Y,154,FG,Y,NA,Y,FP_FB,3,0.45,0.36,165,NA
CH_2022_2625,CH,2022,hi,white,7,3,5,3,62,Y,154,FG,Y,NA,Y,FP_FB,3,0.14,0.31,86,NA
CH_2022_2645,CH,2022,hi,white,7,3,5,5,104,Y,154,FG,Y,NA,Y,FB,1,0.026,0.06,34,NA
CH_2022_2655,CH,2022,hi,white,7,3,5,6,60,Y,166,FG,Y,NA,Y,FB,1,0.033,0.02,20,NA
CH_2022_2665,CH,2022,hi,white,7,3,5,7,1,Y,154,FG,Y,NA,Y,BS_FG,2,0.161,0.105,82,NA
CH_2022_2675,CH,2022,hi,white,7,3,5,8,83,Y,154,FG,Y,NA,Y,FB,1,0.047,0.05,29,NA
CH_2022_2685,CH,2022,hi,white,7,3,5,9,74,Y,154,FG,Y,NA,Y,FB,3,0.149,0.088,62,NA
CH_2022_2616,CH,2022,hi,white,7,3,6,2,64,Y,154,FG,Y,NA,Y,FG_FP,2,0.03,0.069,49,NA
CH_2022_2636,CH,2022,hi,white,7,3,6,4,81,Y,166,FG,Y,NA,Y,FG,2,0.146,0.09,73,NA
CH_2022_2646,CH,2022,hi,white,7,3,6,5,76,Y,154,FG,Y,NA,Y,FG,1,0.021,0.023,15,NA
CH_2022_2656,CH,2022,hi,white,7,3,6,6,7,Y,154,FG,Y,NA,Y,BS_FB,2,0.1,0.09,63,NA
CH_2022_2666,CH,2022,hi,white,7,3,6,7,77,Y,154,FG,Y,NA,Y,FB,1,0.141,0.156,96,NA
CH_2022_2676,CH,2022,hi,white,7,3,6,8,91,Y,166,FG,Y,NA,Y,FP_FB,3,0.232,0.192,122,NA
CH_2022_2607,CH,2022,hi,white,7,3,7,1,93,Y,154,FG,Y,NA,Y,FB,1,0.021,0.019,11,NA
CH_2022_2697,CH,2022,hi,white,7,3,7,10,6,Y,166,FG,Y,NA,Y,FB,1,0.068,0.057,48,NA
CH_2022_2627,CH,2022,hi,white,7,3,7,3,72,Y,154,FG,Y,NA,Y,FB,4,0.236,0.144,71,NA
CH_2022_2647,CH,2022,hi,white,7,3,7,5,8,Y,154,FG,Y,NA,Y,FB,3,0.202,0.201,138,NA
CH_2022_2657,CH,2022,hi,white,7,3,7,6,103,Y,154,FG,Y,NA,Y,FP_FB,3,0.175,0.169,82,NA
CH_2022_2667,CH,2022,hi,white,7,3,7,7,58,Y,154,FG,Y,NA,Y,FB,3,0.22,0.26,171,NA
CH_2022_2608,CH,2022,hi,white,7,3,8,1,11,Y,175,FX,Y,NA,Y,FB,1,0.12,0.109,71,NA
CH_2022_2618,CH,2022,hi,white,7,3,8,2,44,Y,154,FG,Y,NA,Y,FG_FP,2,0.292,0.387,245,NA
CH_2022_2628,CH,2022,hi,white,7,3,8,3,33,Y,154,FG,Y,NA,Y,FB,1,0.056,0.076,57,NA
CH_2022_2638,CH,2022,hi,white,7,3,8,4,17,Y,154,FG,Y,NA,Y,FB,2,0.179,0.118,79,NA
CH_2022_2668,CH,2022,hi,white,7,3,8,7,29,Y,131,FG,Y,NA,Y,FB,1,0.014,0.001,3,NA
CH_2022_2678,CH,2022,hi,white,7,3,8,8,11,Y,154,FG,Y,NA,Y,FB,2,0.07,0.05,23,NA
CH_2022_2699,CH,2022,hi,white,7,3,9,10,54,Y,166,FG,Y,NA,Y,FG,2,0.14,0.1,63,NA
CH_2022_2619,CH,2022,hi,white,7,3,9,2,87,Y,154,FG,Y,NA,Y,FB,5,0.36,0.46,253,NA
CH_2022_2629,CH,2022,hi,white,7,3,9,3,12,Y,166,FG,Y,NA,Y,FB,2,0.08,0.09,43,NA
CH_2022_2639,CH,2022,hi,white,7,3,9,4,56,Y,154,FG,Y,NA,Y,FB,3,0.26,0.25,126,NA
CH_2022_2659,CH,2022,hi,white,7,3,9,6,79,Y,166,FG,Y,NA,Y,FB,1,0.042,0.031,10,NA
CH_2022_2669,CH,2022,hi,white,7,3,9,7,79,Y,166,FG,Y,NA,Y,FG_FP,4,0.4,0.31,152,NA
CH_2022_2679,CH,2022,hi,white,7,3,9,8,2,Y,166,FG,Y,NA,Y,FG_FB,3,0.58,0.24,200,NA
CH_2022_2689,CH,2022,hi,white,7,3,9,9,28,Y,154,FG,Y,NA,Y,FG_FB,3,0.31,0.18,92,NA
CH_2022_2561,CH,2022,lo,black,7,2,1,4,102,Y,154,FG,Y,NA,Y,FP,3,0.291,0.066,37,NA
CH_2022_2511,CH,2022,lo,black,7,2,11,1,83,Y,154,FG,Y,NA,Y,FG_FP,13,0.78,1.17,680,NA
CH_2022_2582,CH,2022,lo,black,7,2,2,5,34,Y,154,FG,Y,NA,Y,FG_FB,14,0.841,0.85,685,NA
CH_2022_2505,CH,2022,lo,black,7,2,5,1,91,Y,158,FX,Y,NA,Y,FP_FB,2,0.42,0.17,41,NA
CH_2022_2566,CH,2022,lo,black,7,2,6,4,84,Y,166,FG,Y,NA,Y,FP_FG,18,1.34,1.09,634,NA
CH_2022_2507,CH,2022,lo,black,7,2,7,1,71,Y,166,FG,Y,NA,Y,FG_FB,2,1.21,0.06,12,NA
CH_2022_2547,CH,2022,lo,black,7,2,7,3,8,Y,166,FG,Y,NA,Y,FG,3,0.81,0.32,180,NA
CH_2022_2841,CH,2022,hi,black,8,1,1,5,97,Y,154,FG,Y,NA,Y,FG_FP,6,0.31,0.44,232,NA
CH_2022_2813,CH,2022,hi,black,8,1,3,2,74,Y,154,FG,Y,NA,Y,FG_FB,5,0.3,0.37,164,NA
CH_2022_2823,CH,2022,hi,black,8,1,3,3,89,Y,154,FG,Y,NA,Y,FG_FB,4,0.28,0.32,157,NA
CH_2022_2833,CH,2022,hi,black,8,1,3,4,5,Y,166,FG,Y,NA,Y,FP,2,0.16,0.12,64,NA
CH_2022_2804,CH,2022,hi,black,8,1,4,1,7,Y,166,FG,Y,NA,Y,FP,5,0.65,0.32,121,NA
CH_2022_2824,CH,2022,hi,black,8,1,4,3,19,Y,154,FG,Y,NA,Y,FG,1,0.06,0.05,19,NA
CH_2022_2815,CH,2022,hi,black,8,1,5,2,39,Y,154,FG,Y,NA,Y,FP,3,0.26,0.18,106,NA
CH_2022_2876,CH,2022,hi,black,8,1,6,8,8,Y,154,FG,Y,NA,Y,FG_FP,4,0.28,0.28,175,NA
CH_2022_2827,CH,2022,hi,black,8,1,7,3,33,Y,154,FG,Y,NA,Y,FB,1,0.019,0.032,17,NA
CH_2022_2837,CH,2022,hi,black,8,1,7,4,29,Y,154,FG,Y,NA,Y,FB,2,0.07,0.17,74,NA
CH_2022_2859,CH,2022,hi,black,8,1,9,6,71,Y,166,FG,Y,NA,Y,FB,2,0.33,0.01,7,NA
CH_2022_3001,CH,2022,hi,white,8,3,1,1,49,Y,154,FG,Y,NA,Y,FB,1,0.022,0.013,9,NA
CH_2022_3061,CH,2022,hi,white,8,3,1,7,95,Y,154,FG,Y,NA,Y,FP_FB,3,0.115,0.166,109,NA
CH_2022_3060,CH,2022,hi,white,8,3,10,6,64,Y,154,FG,Y,NA,Y,FG_FP,4,0.1,0.05,25,NA
CH_2022_3012,CH,2022,hi,white,8,3,2,2,82,Y,154,FG,Y,NA,Y,FG,3,0.123,0.049,48,NA
CH_2022_3042,CH,2022,hi,white,8,3,2,5,61,Y,166,FG,Y,NA,Y,FB,3,0.058,0.077,80,NA
CH_2022_3062,CH,2022,hi,white,8,3,2,7,88,Y,154,FG,Y,NA,Y,FB,2,0.044,0.046,25,NA
CH_2022_3053,CH,2022,hi,white,8,3,3,6,58,Y,166,FG,Y,NA,Y,FG,1,0.05,0.042,36,NA
CH_2022_3063,CH,2022,hi,white,8,3,3,7,46,Y,166,FG,Y,NA,Y,FP,2,0.122,0.104,78,NA
CH_2022_3094,CH,2022,hi,white,8,3,4,10,93,Y,166,FG,Y,NA,Y,FB,1,0.126,0.104,59,NA
CH_2022_3024,CH,2022,hi,white,8,3,4,3,53,Y,154,FG,Y,NA,Y,FB,2,0.116,0.124,86,NA
CH_2022_3044,CH,2022,hi,white,8,3,4,5,79,Y,166,FG,Y,NA,Y,FB,2,0.276,0.185,122,NA
CH_2022_3064,CH,2022,hi,white,8,3,4,7,7,Y,166,FG,Y,NA,Y,FB,4,0.574,0.271,167,NA
CH_2022_3074,CH,2022,hi,white,8,3,4,8,24,Y,166,FG,Y,NA,Y,FB,1,0.097,0.075,60,NA
CH_2022_3095,CH,2022,hi,white,8,3,5,10,104,Y,166,FG,Y,NA,Y,FG,1,0.05,0.06,29,NA
CH_2022_3025,CH,2022,hi,white,8,3,5,3,28,Y,166,FG,Y,NA,Y,FP,3,0.117,0.121,79,NA
CH_2022_3035,CH,2022,hi,white,8,3,5,4,65,Y,154,FG,Y,NA,Y,FG,1,0.066,0.014,12,NA
CH_2022_3055,CH,2022,hi,white,8,3,5,6,19,Y,154,FG,Y,NA,Y,FB,3,0.15,0.12,51,NA
CH_2022_3065,CH,2022,hi,white,8,3,5,7,1,Y,154,FG,Y,NA,Y,FG_FB,3,0.28,0.15,65,NA
CH_2022_3075,CH,2022,hi,white,8,3,5,8,62,Y,154,FG,Y,NA,Y,FG,1,0.035,0.05,19,NA
CH_2022_3017,CH,2022,hi,white,8,3,7,2,29,Y,154,FG,Y,NA,Y,FB,1,0.07,0.1,43,NA
CH_2022_3008,CH,2022,hi,white,8,3,8,1,73,Y,166,FG,Y,NA,Y,FP_FB,5,0.39,0.29,121,NA
CH_2022_3088,CH,2022,hi,white,8,3,8,9,81,Y,166,FG,Y,NA,Y,FP,9,1.06,0.41,167,NA
CH_2022_3049,CH,2022,hi,white,8,3,9,5,42,Y,154,FG,Y,NA,Y,FG_FB,4,0.31,0.28,120,NA
CH_2022_3079,CH,2022,hi,white,8,3,9,8,103,Y,154,FG,Y,NA,Y,BS_FG_FP_FB,8,0.83,0.35,173,NA
CH_2022_2901,CH,2022,lo,black,8,2,1,1,25,Y,166,FG,Y,NA,Y,FB,2,0.21,0.08,56,NA
CH_2022_2921,CH,2022,lo,black,8,2,1,2,56,Y,166,FG,Y,NA,Y,FP_FB,10,1.45,0.95,461,NA
CH_2022_2941,CH,2022,lo,black,8,2,1,3,26,Y,154,FG,Y,NA,Y,FP,5,0.59,0.65,353,NA
CH_2022_2981,CH,2022,lo,black,8,2,1,5,45,Y,154,FG,Y,NA,Y,FP,5,0.82,0.26,81,NA
CH_2022_2974,CH,2022,lo,black,8,2,14,4,39,Y,154,FG,Y,NA,Y,FP,6,0.95,0.65,295,NA
CH_2022_2975,CH,2022,lo,black,8,2,15,4,74,Y,154,FG,Y,NA,Y,FG_FP_FB,10,1.22,1.14,606,NA
CH_2022_2922,CH,2022,lo,black,8,2,2,2,39,Y,166,FG,Y,NA,Y,FB,1,0.09,0.12,50,NA
CH_2022_2962,CH,2022,lo,black,8,2,2,4,88,Y,154,FG,Y,NA,Y,FP,5,0.4,0.32,168,NA
CH_2022_2983,CH,2022,lo,black,8,2,3,5,87,Y,154,FG,Y,NA,Y,FB,8,0.68,0.69,388,NA
CH_2022_2927,CH,2022,lo,black,8,2,7,2,65,Y,154,FG,Y,NA,Y,FB,15,1.27,1.02,515,NA
CH_2022_2908,CH,2022,lo,black,8,2,8,1,73,Y,154,FG,Y,NA,Y,FP_FB,14,1.6,1.59,795,NA
CH_2022_2948,CH,2022,lo,black,8,2,8,3,24,Y,166,FG,Y,NA,Y,FB,3,0.27,0.032,20,NA
CH_2022_2988,CH,2022,lo,black,8,2,8,5,9,Y,154,FG,Y,NA,Y,FG_FP_FB,13,1.21,0.47,247,NA
CH_2022_2929,CH,2022,lo,black,8,2,9,2,86,Y,154,FG,Y,NA,Y,FG_FP_FB,29,3.76,3.52,2071,NA
CH_2022_3201,CH,2022,hi,black,9,1,1,1,18,Y,154,FG,Y,NA,Y,FB,3,0.121,0.162,125,NA
CH_2022_3211,CH,2022,hi,black,9,1,1,2,35,Y,154,FG,Y,NA,Y,FP_FB,8,0.514,0.707,478,NA
CH_2022_3231,CH,2022,hi,black,9,1,1,4,83,Y,132,FG,Y,NA,Y,FB,1,0.016,0.011,12,NA
CH_2022_3241,CH,2022,hi,black,9,1,1,5,96,Y,166,FG,Y,NA,Y,FB,1,0.017,0.004,4,NA
CH_2022_3261,CH,2022,hi,black,9,1,1,7,76,Y,154,FG,Y,NA,Y,FB,2,0.134,0.14,89,NA
CH_2022_3281,CH,2022,hi,black,9,1,1,9,68,Y,154,FG,Y,NA,Y,FB,2,0.13,0.16,116,NA
CH_2022_3230,CH,2022,hi,black,9,1,10,3,12,Y,154,FG,Y,NA,Y,FP_FB,4,0.33,0.3,172,NA
CH_2022_3260,CH,2022,hi,black,9,1,10,6,7,Y,166,FG,Y,NA,Y,BS_FG_FP,3,0.226,0.119,93,NA
CH_2022_3202,CH,2022,hi,black,9,1,2,1,58,Y,132,FG,Y,NA,Y,FB,3,0.157,0.181,135,NA
CH_2022_3292,CH,2022,hi,black,9,1,2,10,13,Y,154,FG,Y,NA,Y,FG_FP,3,0.21,0.26,146,NA
CH_2022_3222,CH,2022,hi,black,9,1,2,3,17,Y,154,FG,Y,NA,Y,FB,1,0.045,0.073,39,NA
CH_2022_3232,CH,2022,hi,black,9,1,2,4,71,Y,154,FG,Y,NA,Y,FB,1,0.13,0.089,46,NA
CH_2022_3252,CH,2022,hi,black,9,1,2,6,25,Y,154,FG,Y,NA,Y,FB,2,0.094,0.139,89,NA
CH_2022_3272,CH,2022,hi,black,9,1,2,8,29,Y,154,FG,Y,NA,Y,FG,1,0.042,0.025,28,NA
CH_2022_3282,CH,2022,hi,black,9,1,2,9,92,Y,154,FG,Y,NA,Y,FG,1,0.14,0.2,96,NA
CH_2022_3203,CH,2022,hi,black,9,1,3,1,77,Y,154,FG,Y,NA,Y,FP_FB,4,0.12,0.09,60,NA
CH_2022_3293,CH,2022,hi,black,9,1,3,10,54,Y,154,FG,Y,NA,Y,FP,2,0.11,0.15,70,NA
CH_2022_3233,CH,2022,hi,black,9,1,3,4,34,Y,132,FG,Y,NA,Y,FB,1,0.032,0.031,48,NA
CH_2022_3243,CH,2022,hi,black,9,1,3,5,86,Y,132,FG,Y,NA,Y,FG_FB,2,0.091,0.107,103,NA
CH_2022_3253,CH,2022,hi,black,9,1,3,6,30,Y,132,FG,Y,NA,Y,FB,1,0.043,0.034,49,NA
CH_2022_3283,CH,2022,hi,black,9,1,3,9,33,Y,132,FG,Y,NA,Y,FG,3,0.2,0.29,163,NA
CH_2022_3294,CH,2022,hi,black,9,1,4,10,8,Y,132,FG,Y,NA,Y,BS_FG_FP,5,0.2,0.25,125,NA
CH_2022_3214,CH,2022,hi,black,9,1,4,2,11,Y,154,FG,Y,NA,Y,FG_FB,3,0.132,0.21,122,NA
CH_2022_3224,CH,2022,hi,black,9,1,4,3,47,Y,154,FG,Y,NA,Y,FB,1,0.081,0.011,9,NA
CH_2022_3234,CH,2022,hi,black,9,1,4,4,105,Y,154,FG,Y,NA,Y,FB,1,0.052,0.046,51,NA
CH_2022_3244,CH,2022,hi,black,9,1,4,5,32,Y,154,FG,Y,NA,Y,FB,0,0.008,0.027,34,NA
CH_2022_3264,CH,2022,hi,black,9,1,4,7,52,Y,132,FG,Y,NA,Y,FB,0,0.026,0.004,3,NA
CH_2022_3205,CH,2022,hi,black,9,1,5,1,38,Y,154,FG,Y,NA,Y,FB,1,0.05,0.031,15,NA
CH_2022_3225,CH,2022,hi,black,9,1,5,3,90,Y,154,FG,Y,NA,Y,FB,2,0.16,0.2,97,NA
CH_2022_3285,CH,2022,hi,black,9,1,5,9,53,Y,132,FG,Y,NA,Y,FG_FP,5,0.4,0.54,260,NA
CH_2022_3206,CH,2022,hi,black,9,1,6,1,24,Y,154,FG,Y,NA,Y,FB,2,0.22,0.37,185,NA
CH_2022_3296,CH,2022,hi,black,9,1,6,10,58,Y,132,FG,Y,NA,Y,FG_FB,4,0.29,0.25,142,NA
CH_2022_3216,CH,2022,hi,black,9,1,6,2,47,Y,154,FG,Y,NA,Y,FB,2,0.16,0.039,19,NA
CH_2022_3246,CH,2022,hi,black,9,1,6,5,95,Y,154,FG,Y,NA,Y,FB,2,0.073,0.037,32,NA
CH_2022_3276,CH,2022,hi,black,9,1,6,8,8,Y,154,FG,Y,NA,Y,FB,1,0.043,0.009,9,NA
CH_2022_3286,CH,2022,hi,black,9,1,6,9,100,Y,154,FG,Y,NA,Y,FG,2,0.15,0.18,95,NA
CH_2022_3207,CH,2022,hi,black,9,1,7,1,9,Y,154,FG,Y,NA,Y,FP_FB,8,0.42,0.92,377,NA
CH_2022_3297,CH,2022,hi,black,9,1,7,10,46,Y,154,FG,Y,NA,Y,FB_FP,2,0.14,0.13,71,NA
CH_2022_3277,CH,2022,hi,black,9,1,7,8,55,Y,154,FG,Y,NA,Y,FB,1,0.054,0.055,33,NA
CH_2022_3208,CH,2022,hi,black,9,1,8,1,9,Y,166,FG,Y,NA,Y,FB,1,0.048,0.05,33,NA
CH_2022_3298,CH,2022,hi,black,9,1,8,10,24,Y,132,FG,Y,NA,Y,FG_FB,5,0.37,0.39,207,NA
CH_2022_3218,CH,2022,hi,black,9,1,8,2,77,Y,154,FG,Y,NA,Y,FP,5,0.48,0.52,257,NA
CH_2022_3248,CH,2022,hi,black,9,1,8,5,61,Y,132,FG,Y,NA,Y,FG_FB,3,0.08,0.056,97,NA
CH_2022_3258,CH,2022,hi,black,9,1,8,6,56,Y,154,FG,Y,NA,Y,FB,4,0.116,0.077,65,NA
CH_2022_3278,CH,2022,hi,black,9,1,8,8,36,Y,154,FG,Y,NA,Y,FG_FB,3,0.17,0.11,62,NA
CH_2022_3219,CH,2022,hi,black,9,1,9,2,51,Y,154,FG,Y,NA,Y,FB,3,0.2,0.18,85,NA
CH_2022_3229,CH,2022,hi,black,9,1,9,3,44,Y,154,FG,Y,NA,Y,FB_FP,4,0.21,0.18,96,NA
CH_2022_3239,CH,2022,hi,black,9,1,9,4,1,Y,180,FX,Y,NA,Y,FB,1,0.017,0.005,7,NA
CH_2022_3279,CH,2022,hi,black,9,1,9,8,75,Y,154,FG,Y,NA,Y,FB,3,0.13,0.11,56,NA
CH_2022_3289,CH,2022,hi,black,9,1,9,9,28,Y,154,FG,Y,NA,Y,FB,3,0.23,0.19,96,NA
CH_2022_3375,CH,2022,lo,black,9,2,15,4,89,Y,174,FG,Y,NA,Y,FP,1,0.19,0,0,NA
CH_2022_3396,CH,2022,lo,black,9,2,16,5,35,Y,166,FG,Y,NA,Y,FG_FP,2,0.44,0.07,34,NA
CH_2022_3378,CH,2022,lo,black,9,2,18,4,83,Y,154,FG,Y,NA,Y,FG_FP_FB,14,0.86,2.04,971,NA
SS2022_1,SS,2022,hi,black,1,1,1,1,25,Y,138,FG,Y,NA,Y,FG_FP,4,0.46,0.54,208,NA
SS2022_10,SS,2022,hi,black,1,1,1,10,75,Y,165,FG,Y,NA,Y,FP,1,0.05,0.06,29,NA
SS2022_2,SS,2022,hi,black,1,1,1,2,96,Y,138,FG,Y,NA,Y,FP,1,0.17,0.22,73,NA
SS2022_4,SS,2022,hi,black,1,1,1,4,57,Y,138,FG,Y,NA,Y,FP,1,0.15,0.16,52,NA
SS2022_7,SS,2022,hi,black,1,1,1,7,55,Y,138,FG,Y,NA,Y,FG,1,0.02,0.009,5,NA
SS2022_92,SS,2022,hi,black,1,1,10,2,76,Y,138,FG,Y,NA,Y,FP,2,0.18,0.26,78,NA
SS2022_93,SS,2022,hi,black,1,1,10,3,6,Y,165,FG,Y,NA,Y,FP,1,0.24,0.24,122,NA
SS2022_95,SS,2022,hi,black,1,1,10,5,8,Y,138,FG,Y,NA,Y,FG_FP,2,0.36,0.35,119,NA
SS2022_97,SS,2022,hi,black,1,1,10,7,73,Y,138,FG,Y,NA,Y,FP,1,0.07,0.08,25,NA
SS2022_99,SS,2022,hi,black,1,1,10,9,63,Y,151,FG,Y,NA,Y,FP,1,0.04,0.03,17,NA
SS2022_11,SS,2022,hi,black,1,1,2,1,77,Y,138,FG,Y,NA,Y,FG_FP,2,0.17,0.16,60,NA
SS2022_20,SS,2022,hi,black,1,1,2,10,101,Y,138,FG,Y,NA,Y,FG_FP,2,0.13,0.1,31,NA
SS2022_12,SS,2022,hi,black,1,1,2,2,54,Y,151,FG,Y,NA,Y,FG_FP,3,0.28,0.32,128,NA
SS2022_13,SS,2022,hi,black,1,1,2,3,71,Y,151,FG,Y,NA,Y,BS_FG_FP,3,0.33,0.35,111,NA
SS2022_14,SS,2022,hi,black,1,1,2,4,66,Y,151,FG,Y,NA,Y,FG_FP,4,0.28,0.35,156,NA
SS2022_15,SS,2022,hi,black,1,1,2,5,95,Y,138,FG,Y,NA,Y,FP,1,0.04,0.03,13,NA
SS2022_17,SS,2022,hi,black,1,1,2,7,29,Y,151,FG,Y,NA,Y,FG_FP,3,0.36,0.26,110,NA
SS2022_18,SS,2022,hi,black,1,1,2,8,14,Y,138,FG,Y,NA,Y,FP,1,0.1,0.12,33,NA
SS2022_19,SS,2022,hi,black,1,1,2,9,1,Y,165,FG,Y,NA,Y,FG_FP,2,0.32,0.42,189,NA
SS2022_23,SS,2022,hi,black,1,1,3,3,83,Y,151,FG,Y,NA,Y,FP,2,0.09,0.11,38,NA
SS2022_24,SS,2022,hi,black,1,1,3,4,42,Y,138,FG,Y,NA,Y,FG_FP,3,0.17,0.14,51,NA
SS2022_25,SS,2022,hi,black,1,1,3,5,74,Y,138,FG,Y,NA,Y,FP,2,0.14,0.1,30,NA
SS2022_26,SS,2022,hi,black,1,1,3,6,9,Y,138,FG,Y,NA,Y,FG_FP,3,0.2,0.2,68,NA
SS2022_29,SS,2022,hi,black,1,1,3,9,62,Y,138,FG,Y,NA,Y,FP,4,0.48,0.42,116,NA
SS2022_31,SS,2022,hi,black,1,1,4,1,7,Y,165,FG,Y,NA,Y,FP,1,0.17,0.19,80,NA
SS2022_34,SS,2022,hi,black,1,1,4,4,56,Y,138,FG,Y,NA,Y,FP,1,0.04,0.03,12,NA
SS2022_37,SS,2022,hi,black,1,1,4,7,52,Y,138,FG,Y,NA,Y,FP,1,0.16,0.14,51,NA
SS2022_38,SS,2022,hi,black,1,1,4,8,33,Y,138,FG,Y,NA,Y,FP,3,0.34,0.33,134,NA
SS2022_41,SS,2022,hi,black,1,1,5,1,18,Y,138,FG,Y,NA,Y,FP,1,0.1,0.12,35,NA
SS2022_50,SS,2022,hi,black,1,1,5,10,31,Y,138,FG,Y,NA,Y,FG_FP,8,0.45,0.32,215,NA
SS2022_43,SS,2022,hi,black,1,1,5,3,88,Y,138,FG,Y,NA,Y,FG_FP,2,0.21,0.21,77,NA
SS2022_46,SS,2022,hi,black,1,1,5,6,98,Y,138,FG,Y,NA,Y,FP,1,0.16,0.15,53,NA
SS2022_47,SS,2022,hi,black,1,1,5,7,26,Y,138,FG,Y,NA,Y,FP,1,0.12,0.12,41,NA
SS2022_49,SS,2022,hi,black,1,1,5,9,11,Y,151,FG,Y,NA,Y,FP,1,0.15,0.12,36,NA
SS2022_51,SS,2022,hi,black,1,1,6,1,62,Y,138,FG,Y,NA,Y,FG_FP,5,0.51,0.43,164,NA
SS2022_55,SS,2022,hi,black,1,1,6,5,5,Y,151,FG,Y,NA,Y,FP,1,0.13,0.17,56,NA
SS2022_56,SS,2022,hi,black,1,1,6,6,2,Y,165,FG,Y,NA,Y,FP,1,0.08,0.06,30,NA
SS2022_59,SS,2022,hi,black,1,1,6,9,12,Y,138,FG,Y,NA,Y,FP,1,0.21,0.18,57,NA
SS2022_65,SS,2022,hi,black,1,1,7,5,29,Y,151,FG,Y,NA,Y,FP,3,0.46,0.34,127,NA
SS2022_66,SS,2022,hi,black,1,1,7,6,5,Y,151,FG,Y,NA,Y,FP,1,0.26,0.3,105,NA
SS2022_67,SS,2022,hi,black,1,1,7,7,39,Y,151,FG,Y,NA,Y,FP,2,0.12,0.1,41,NA
SS2022_69,SS,2022,hi,black,1,1,7,9,91,Y,151,FG,Y,NA,Y,FP,1,0.05,0.05,18,NA
SS2022_71,SS,2022,hi,black,1,1,8,1,58,Y,138,FG,Y,NA,Y,FG_FP,5,0.68,0.79,287,NA
SS2022_80,SS,2022,hi,black,1,1,8,10,35,Y,151,FG,Y,NA,Y,BS_FG_FP,7,0.66,0.69,320,NA
SS2022_76,SS,2022,hi,black,1,1,8,6,44,Y,151,FG,Y,NA,Y,FG_FP,3,0.39,0.4,122,NA
SS2022_79,SS,2022,hi,black,1,1,8,9,17,Y,151,FG,Y,NA,Y,FP,1,0.12,0.13,39,NA
SS2022_81,SS,2022,hi,black,1,1,9,1,59,Y,138,FG,Y,NA,Y,FP,4,0.78,0.83,322,NA
SS2022_84,SS,2022,hi,black,1,1,9,4,102,Y,138,FG,Y,NA,Y,FP,3,0.46,0.44,142,NA
SS2022_85,SS,2022,hi,black,1,1,9,5,103,Y,138,FG,Y,NA,Y,FP,3,0.56,0.35,105,NA
SS2022_86,SS,2022,hi,black,1,1,9,6,60,Y,165,FG,Y,NA,Y,FP,1,0.005,0.003,3,NA
SS2022_3663,SS,2022,hi,black,10,1,1,1,55,Y,140,FG,Y,NA,Y,FG_FP,4,0.16,0.23,82,NA
SS2022_3667,SS,2022,hi,black,10,1,1,10,31,Y,140,FG,Y,NA,Y,FP,1,0.09,0.12,45,NA
SS2022_3664,SS,2022,hi,black,10,1,1,2,54,Y,154,FG,Y,NA,Y,FP_BS,1,0.15,0.24,63,NA
SS2022_3676,SS,2022,hi,black,10,1,1,5,46,Y,166,FG,Y,NA,Y,FG,1,0.008,0.004,0,NA
SS2022_3679,SS,2022,hi,black,10,1,1,8,49,Y,154,FG,Y,NA,Y,FP,3,0.38,0.23,58,NA
SS2022_3691,SS,2022,hi,black,10,1,10,1,58,Y,140,FG,Y,NA,Y,FP_FG,4,0.31,0.38,112,NA
SS2022_3700,SS,2022,hi,black,10,1,10,10,26,Y,154,FG,Y,NA,Y,FP,3,0.35,0.56,147,NA
SS2022_3694,SS,2022,hi,black,10,1,10,4,82,Y,140,FG,Y,NA,Y,FP,1,0.04,0.05,16,NA
SS2022_3695,SS,2022,hi,black,10,1,10,5,34,Y,140,FG,Y,NA,Y,FP,4,0.44,0.57,178,NA
SS2022_3696,SS,2022,hi,black,10,1,10,6,59,Y,140,FG,Y,NA,Y,FP,1,0.14,0.16,43,NA
SS2022_3697,SS,2022,hi,black,10,1,10,7,56,Y,140,FG,Y,NA,Y,FP,2,0.27,0.4,105,NA
SS2022_3646,SS,2022,hi,black,10,1,2,1,87,Y,140,FG,Y,NA,Y,FP,1,0.09,0.1,28,NA
