plantID,site,year,density,albedo,block,plot,x,y,genotype,emergence,first_flower,v_phen,last_phen_status,note_standard_phen,live_harvest,v_harvest,tillers,veg_mass,inflor_mass,seed_count_total,note_standard_harvest
SS2023_1358,SS,2023,hi,black,5,1,3,7,5,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1359,SS,2023,hi,black,5,1,3,8,83,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_136,SS,2023,hi,white,1,2,6,6,35,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1361,SS,2023,lo,black,5,2,1,5,77,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1362,SS,2023,lo,black,5,2,3,3,45,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1364,SS,2023,lo,black,5,2,1,2,98,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1365,SS,2023,lo,black,5,2,4,5,66,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1368,SS,2023,lo,black,5,2,4,4,83,Y,NA,V1,N,NA,N,V1,0,0,0,NA,NA
SS2023_137,SS,2023,hi,white,1,2,6,7,79,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1370,SS,2023,lo,black,5,2,2,3,102,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1371,SS,2023,lo,black,5,2,1,4,51,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1373,SS,2023,lo,black,5,2,3,1,47,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1374,SS,2023,lo,black,5,2,3,2,75,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1375,SS,2023,lo,black,5,2,4,2,82,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1377,SS,2023,lo,black,5,2,2,4,92,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1378,SS,2023,lo,black,5,2,3,5,5,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_138,SS,2023,hi,white,1,2,6,8,98,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1380,SS,2023,lo,black,5,2,3,4,37,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1381,SS,2023,lo,black,5,2,5,1,39,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1383,SS,2023,lo,black,5,2,5,3,93,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1385,SS,2023,lo,black,5,2,5,5,54,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1387,SS,2023,lo,black,5,2,11,4,88,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1388,SS,2023,lo,black,5,2,11,5,2,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1389,SS,2023,lo,black,5,2,12,1,62,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_139,SS,2023,hi,white,1,2,6,9,93,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1390,SS,2023,lo,black,5,2,12,2,84,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1392,SS,2023,lo,black,5,2,12,4,81,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1396,SS,2023,lo,black,5,2,13,3,72,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1397,SS,2023,lo,black,5,2,13,4,86,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1398,SS,2023,lo,black,5,2,13,5,11,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1399,SS,2023,lo,black,5,2,14,1,101,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_14,SS,2023,hi,black,1,1,2,4,46,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_140,SS,2023,hi,white,1,2,6,10,34,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1404,SS,2023,lo,black,5,2,15,1,56,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1405,SS,2023,lo,black,5,2,15,2,30,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1406,SS,2023,lo,black,5,2,15,3,38,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1407,SS,2023,lo,black,5,2,15,4,63,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1409,SS,2023,lo,black,5,2,16,1,58,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_141,SS,2023,hi,white,1,2,7,1,57,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1410,SS,2023,lo,black,5,2,16,2,12,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1411,SS,2023,lo,black,5,2,16,3,71,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1412,SS,2023,lo,black,5,2,16,4,53,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1415,SS,2023,lo,black,5,2,6,5,79,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1416,SS,2023,lo,black,5,2,7,1,95,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1417,SS,2023,lo,black,5,2,7,2,7,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1418,SS,2023,lo,black,5,2,7,3,26,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1419,SS,2023,lo,black,5,2,7,4,33,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_142,SS,2023,hi,white,1,2,7,2,32,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1421,SS,2023,lo,black,5,2,8,1,19,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1422,SS,2023,lo,black,5,2,8,2,28,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1423,SS,2023,lo,black,5,2,8,3,32,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1425,SS,2023,lo,black,5,2,8,5,36,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1426,SS,2023,lo,black,5,2,9,1,29,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1429,SS,2023,lo,black,5,2,9,4,65,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_143,SS,2023,hi,white,1,2,7,3,84,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1431,SS,2023,lo,black,5,2,10,1,103,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1432,SS,2023,lo,black,5,2,10,2,31,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1433,SS,2023,lo,black,5,2,10,3,150,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1434,SS,2023,lo,black,5,2,10,4,87,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1435,SS,2023,lo,black,5,2,10,5,89,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1436,SS,2023,lo,black,5,2,11,1,1,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1437,SS,2023,lo,black,5,2,11,2,97,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1438,SS,2023,lo,black,5,2,6,1,18,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_144,SS,2023,hi,white,1,2,7,4,75,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1442,SS,2023,hi,white,5,3,6,4,2,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1443,SS,2023,hi,white,5,3,6,5,82,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1444,SS,2023,hi,white,5,3,1,1,89,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1445,SS,2023,hi,white,5,3,7,2,11,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1449,SS,2023,hi,white,5,3,2,5,30,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_145,SS,2023,hi,white,1,2,7,5,1,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1450,SS,2023,hi,white,5,3,1,3,150,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1451,SS,2023,hi,white,5,3,2,3,34,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1454,SS,2023,hi,white,5,3,6,8,64,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1455,SS,2023,hi,white,5,3,1,4,19,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1456,SS,2023,hi,white,5,3,1,5,54,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1459,SS,2023,hi,white,5,3,2,2,93,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_146,SS,2023,hi,white,1,2,7,6,64,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1462,SS,2023,hi,white,5,3,1,8,68,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1464,SS,2023,hi,white,5,3,6,9,47,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1465,SS,2023,hi,white,5,3,6,10,36,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1466,SS,2023,hi,white,5,3,1,10,86,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1468,SS,2023,hi,white,5,3,2,7,43,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1469,SS,2023,hi,white,5,3,2,8,75,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_147,SS,2023,hi,white,1,2,7,7,38,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1471,SS,2023,hi,white,5,3,2,10,101,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1473,SS,2023,hi,white,5,3,3,2,84,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1474,SS,2023,hi,white,5,3,3,3,88,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1475,SS,2023,hi,white,5,3,3,4,100,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1476,SS,2023,hi,white,5,3,3,5,97,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1479,SS,2023,hi,white,5,3,3,8,103,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_148,SS,2023,hi,white,1,2,7,8,62,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1486,SS,2023,hi,white,5,3,4,5,58,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1487,SS,2023,hi,white,5,3,4,6,37,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1489,SS,2023,hi,white,5,3,4,8,45,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_149,SS,2023,hi,white,1,2,7,9,28,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1490,SS,2023,hi,white,5,3,4,9,87,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1491,SS,2023,hi,white,5,3,4,10,77,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1496,SS,2023,hi,white,5,3,5,5,12,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1498,SS,2023,hi,white,5,3,5,7,42,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1499,SS,2023,hi,white,5,3,5,8,81,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_150,SS,2023,hi,white,1,2,7,10,81,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1500,SS,2023,hi,white,5,3,5,9,96,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1501,SS,2023,hi,white,5,3,5,10,98,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1506,SS,2023,hi,white,5,3,7,6,33,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1507,SS,2023,hi,white,5,3,7,7,90,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_151,SS,2023,hi,white,1,2,8,1,26,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1510,SS,2023,hi,white,5,3,7,10,8,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1511,SS,2023,hi,white,5,3,8,1,74,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1514,SS,2023,hi,white,5,3,8,4,57,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1515,SS,2023,hi,white,5,3,8,5,63,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1516,SS,2023,hi,white,5,3,8,6,92,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1519,SS,2023,hi,white,5,3,8,9,7,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_152,SS,2023,hi,white,1,2,8,2,49,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1522,SS,2023,lo,white,5,4,11,3,102,Y,NA,V2,N,NA,N,V2,0,0,0,NA,NA
SS2023_1523,SS,2023,lo,white,5,4,13,3,45,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1524,SS,2023,lo,white,5,4,13,4,75,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1525,SS,2023,lo,white,5,4,1,4,43,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1526,SS,2023,lo,white,5,4,11,4,100,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_153,SS,2023,hi,white,1,2,8,3,47,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1532,SS,2023,lo,white,5,4,1,5,26,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1535,SS,2023,lo,white,5,4,2,2,83,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_154,SS,2023,hi,white,1,2,8,4,74,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1540,SS,2023,lo,white,5,4,2,3,87,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1543,SS,2023,lo,white,5,4,1,1,1,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1545,SS,2023,lo,white,5,4,1,3,64,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1549,SS,2023,lo,white,5,4,12,5,92,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_155,SS,2023,hi,white,1,2,8,5,61,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1551,SS,2023,lo,white,5,4,3,2,98,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1554,SS,2023,lo,white,5,4,5,1,91,Y,NA,V2,N,NA,N,V2,0,0,0,NA,NA
SS2023_1555,SS,2023,lo,white,5,4,5,2,86,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1556,SS,2023,lo,white,5,4,5,3,73,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1558,SS,2023,lo,white,5,4,8,4,31,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1560,SS,2023,lo,white,5,4,9,1,32,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1561,SS,2023,lo,white,5,4,9,2,33,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1563,SS,2023,lo,white,5,4,9,4,51,Y,NA,V2,N,NA,N,V2,0,0,0,NA,NA
SS2023_1565,SS,2023,lo,white,5,4,10,1,35,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1567,SS,2023,lo,white,5,4,10,3,8,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1568,SS,2023,lo,white,5,4,10,4,39,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1569,SS,2023,lo,white,5,4,10,5,9,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_157,SS,2023,hi,white,1,2,8,7,53,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1570,SS,2023,lo,white,5,4,11,1,53,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1572,SS,2023,lo,white,5,4,5,5,84,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1574,SS,2023,lo,white,5,4,6,2,56,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1575,SS,2023,lo,white,5,4,6,3,63,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_158,SS,2023,hi,white,1,2,8,8,73,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1581,SS,2023,lo,white,5,4,7,4,47,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1584,SS,2023,lo,white,5,4,8,2,62,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1589,SS,2023,lo,white,5,4,14,4,38,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_159,SS,2023,hi,white,1,2,8,9,95,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1590,SS,2023,lo,white,5,4,14,5,96,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1591,SS,2023,lo,white,5,4,15,1,79,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1592,SS,2023,lo,white,5,4,15,2,44,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1594,SS,2023,lo,white,5,4,15,4,71,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1596,SS,2023,lo,white,5,4,16,1,105,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1598,SS,2023,lo,white,5,4,16,3,12,Y,NA,V1,N,NA,N,V1,0,0,0,NA,NA
SS2023_1599,SS,2023,lo,white,5,4,16,4,30,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_16,SS,2023,hi,black,1,1,2,6,6,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_160,SS,2023,hi,white,1,2,8,10,59,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1601,SS,2023,lo,white,6,1,3,5,97,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1605,SS,2023,lo,white,6,1,3,4,44,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_161,SS,2023,lo,black,1,3,1,1,42,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1610,SS,2023,lo,white,6,1,11,4,51,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1616,SS,2023,lo,white,6,1,13,4,46,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1618,SS,2023,lo,white,6,1,14,1,6,Y,NA,V0,N,NA,N,V0,0,0,0,NA,NA
SS2023_1619,SS,2023,lo,white,6,1,14,2,33,Y,NA,V2,N,NA,N,V2,0,0,0,NA,NA
SS2023_162,SS,2023,lo,black,1,3,8,4,25,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1622,SS,2023,lo,white,6,1,2,4,44,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1628,SS,2023,lo,white,6,1,12,2,102,Y,NA,V1,N,NA,N,V1,0,0,0,NA,NA
SS2023_163,SS,2023,lo,black,1,3,1,2,93,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1636,SS,2023,lo,white,6,1,8,4,69,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_164,SS,2023,lo,black,1,3,9,2,59,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1643,SS,2023,lo,white,6,1,10,1,32,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1647,SS,2023,lo,white,6,1,10,5,61,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1651,SS,2023,lo,white,6,1,8,2,98,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1658,SS,2023,lo,white,6,1,6,1,64,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_166,SS,2023,lo,black,1,3,8,5,12,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1661,SS,2023,lo,white,6,1,6,4,82,Y,NA,V2,N,NA,N,V2,0,0,0,NA,NA
SS2023_1665,SS,2023,lo,white,6,1,7,3,75,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1668,SS,2023,lo,white,6,1,14,3,73,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1669,SS,2023,lo,white,6,1,14,4,35,Y,NA,V1,N,NA,N,V1,0,0,0,NA,NA
SS2023_167,SS,2023,lo,black,1,3,9,1,35,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1673,SS,2023,lo,white,6,1,15,3,39,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1675,SS,2023,lo,white,6,1,15,5,19,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_168,SS,2023,lo,black,1,3,8,1,81,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1680,SS,2023,lo,white,6,1,16,5,63,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1681,SS,2023,lo,black,6,2,11,3,105,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1683,SS,2023,lo,black,6,2,12,1,75,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1684,SS,2023,lo,black,6,2,11,5,11,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1686,SS,2023,lo,black,6,2,14,1,55,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1687,SS,2023,lo,black,6,2,11,4,88,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1689,SS,2023,lo,black,6,2,1,4,12,Y,NA,V2,N,NA,N,V2,0,0,0,NA,NA
SS2023_169,SS,2023,lo,black,1,3,8,2,84,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1693,SS,2023,lo,black,6,2,12,4,32,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1694,SS,2023,lo,black,6,2,1,5,43,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1695,SS,2023,lo,black,6,2,12,2,62,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1696,SS,2023,lo,black,6,2,13,2,44,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1697,SS,2023,lo,black,6,2,13,3,83,Y,NA,V1,N,NA,N,V1,0,0,0,NA,NA
SS2023_1699,SS,2023,lo,black,6,2,3,4,90,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_17,SS,2023,hi,black,1,1,2,7,90,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_170,SS,2023,lo,black,1,3,8,3,44,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1700,SS,2023,lo,black,6,2,3,5,64,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1704,SS,2023,lo,black,6,2,2,1,59,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1708,SS,2023,lo,black,6,2,13,1,39,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1709,SS,2023,lo,black,6,2,3,1,71,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_171,SS,2023,lo,black,1,3,1,4,46,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1710,SS,2023,lo,black,6,2,3,2,76,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1711,SS,2023,lo,black,6,2,8,4,89,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1713,SS,2023,lo,black,6,2,9,1,95,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1714,SS,2023,lo,black,6,2,9,2,73,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1715,SS,2023,lo,black,6,2,9,3,7,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1716,SS,2023,lo,black,6,2,9,4,96,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1717,SS,2023,lo,black,6,2,9,5,72,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1719,SS,2023,lo,black,6,2,10,2,81,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1721,SS,2023,lo,black,6,2,2,5,63,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1722,SS,2023,lo,black,6,2,10,5,53,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1723,SS,2023,lo,black,6,2,11,1,91,Y,NA,V1,N,NA,N,V1,0,0,0,NA,NA
SS2023_1725,SS,2023,lo,black,6,2,14,2,98,Y,NA,V2,N,NA,N,V2,0,0,0,NA,NA
SS2023_1729,SS,2023,lo,black,6,2,10,4,51,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_173,SS,2023,lo,black,1,3,2,1,32,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1730,SS,2023,lo,black,6,2,8,1,1,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1731,SS,2023,lo,black,6,2,8,2,14,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1732,SS,2023,lo,black,6,2,8,3,87,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1733,SS,2023,lo,black,6,2,4,4,28,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1734,SS,2023,lo,black,6,2,4,5,9,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1735,SS,2023,lo,black,6,2,5,1,30,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1737,SS,2023,lo,black,6,2,5,3,65,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1738,SS,2023,lo,black,6,2,5,4,19,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1739,SS,2023,lo,black,6,2,5,5,31,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1741,SS,2023,lo,black,6,2,6,2,150,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1742,SS,2023,lo,black,6,2,6,3,44,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1743,SS,2023,lo,black,6,2,6,4,33,Y,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1744,SS,2023,lo,black,6,2,6,5,2,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1745,SS,2023,lo,black,6,2,7,1,54,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
SS2023_1746,SS,2023,lo,black,6,2,7,2,77,N,NA,NA,N,NA,N,NA,0,0,0,NA,NA
