"plantID","site","year","block","plot","x","y","genotype","growout"
"SS2023_1278","SS",2023,4,4,16,3,1,2020
"SS2023_1279","SS",2023,4,4,16,4,7,2020
"SS2023_1280","SS",2023,4,4,16,5,12,2020
"SS2023_1281","SS",2023,5,1,1,10,58,2020
"SS2023_1282","SS",2023,5,1,2,8,36,2020
"SS2023_1283","SS",2023,5,1,2,5,51,2020
"SS2023_1284","SS",2023,5,1,2,9,82,2020
"SS2023_1285","SS",2023,5,1,1,9,81,2020
"SS2023_1286","SS",2023,5,1,1,5,84,2021
"SS2023_1287","SS",2023,5,1,1,6,91,2020
"SS2023_1288","SS",2023,5,1,2,1,150,2022
"SS2023_1289","SS",2023,5,1,2,2,87,2020
"SS2023_1290","SS",2023,5,1,2,7,74,2020
"SS2023_1291","SS",2023,5,1,2,4,19,2020
"SS2023_1292","SS",2023,5,1,1,1,57,2020
"SS2023_1293","SS",2023,5,1,1,2,45,2020
"SS2023_1294","SS",2023,5,1,1,3,61,2020
"SS2023_1295","SS",2023,5,1,1,4,34,2020
"SS2023_1296","SS",2023,5,1,1,7,103,2020
"SS2023_1297","SS",2023,5,1,1,8,104,2020
"SS2023_1298","SS",2023,5,1,2,3,57,2020
"SS2023_1299","SS",2023,5,1,2,6,90,2020
"SS2023_1300","SS",2023,5,1,2,10,97,2021
"SS2023_1301","SS",2023,5,1,3,1,38,2021
"SS2023_1302","SS",2023,5,1,3,2,73,2020
"SS2023_1303","SS",2023,5,1,3,3,30,2020
"SS2023_1304","SS",2023,5,1,6,6,79,2020
"SS2023_1305","SS",2023,5,1,6,7,100,2020
"SS2023_1306","SS",2023,5,1,6,8,95,2020
"SS2023_1307","SS",2023,5,1,6,9,9,2020
"SS2023_1308","SS",2023,5,1,6,10,62,2020
"SS2023_1309","SS",2023,5,1,7,1,12,2020
"SS2023_1310","SS",2023,5,1,7,2,39,2020
"SS2023_1311","SS",2023,5,1,7,3,63,2020
"SS2023_1312","SS",2023,5,1,7,4,24,2020
"SS2023_1313","SS",2023,5,1,6,2,37,2020
"SS2023_1314","SS",2023,5,1,6,3,68,2020
"SS2023_1315","SS",2023,5,1,6,4,8,2020
"SS2023_1316","SS",2023,5,1,6,5,53,2020
"SS2023_1317","SS",2023,5,1,4,1,31,2020
"SS2023_1318","SS",2023,5,1,4,2,46,2020
"SS2023_1319","SS",2023,5,1,4,3,96,2020
"SS2023_1320","SS",2023,5,1,4,4,64,2020
"SS2023_1321","SS",2023,5,1,4,5,92,2020
"SS2023_1322","SS",2023,5,1,4,6,76,2020
"SS2023_1323","SS",2023,5,1,4,7,65,2020
"SS2023_1324","SS",2023,5,1,4,8,26,2020
"SS2023_1325","SS",2023,5,1,4,9,101,2020
"SS2023_1326","SS",2023,5,1,4,10,56,2020
"SS2023_1327","SS",2023,5,1,5,1,88,2020
"SS2023_1328","SS",2023,5,1,5,2,77,2020
"SS2023_1329","SS",2023,5,1,5,3,25,2020
"SS2023_1330","SS",2023,5,1,5,4,102,2020
"SS2023_1331","SS",2023,5,1,5,5,93,2020
"SS2023_1332","SS",2023,5,1,5,6,42,2021
"SS2023_1333","SS",2023,5,1,5,7,54,2020
"SS2023_1334","SS",2023,5,1,5,8,2,2020
"SS2023_1335","SS",2023,5,1,5,9,53,2020
"SS2023_1336","SS",2023,5,1,5,10,105,2020
"SS2023_1337","SS",2023,5,1,6,1,59,2020
"SS2023_1338","SS",2023,5,1,7,5,28,2020
"SS2023_1339","SS",2023,5,1,7,6,11,2020
"SS2023_1340","SS",2023,5,1,7,7,43,2020
"SS2023_1341","SS",2023,5,1,7,8,52,2020
"SS2023_1342","SS",2023,5,1,7,9,14,2020
"SS2023_1343","SS",2023,5,1,7,10,33,2020
"SS2023_1344","SS",2023,5,1,8,1,18,2020
"SS2023_1345","SS",2023,5,1,8,2,44,2020
"SS2023_1346","SS",2023,5,1,8,3,35,2020
"SS2023_1347","SS",2023,5,1,8,4,49,2020
"SS2023_1348","SS",2023,5,1,8,5,75,2020
"SS2023_1349","SS",2023,5,1,8,6,6,2020
"SS2023_1350","SS",2023,5,1,8,7,32,2020
"SS2023_1351","SS",2023,5,1,8,8,98,2021
"SS2023_1352","SS",2023,5,1,8,9,71,2020
"SS2023_1353","SS",2023,5,1,8,10,55,2020
"SS2023_1354","SS",2023,5,1,3,10,72,2020
"SS2023_1355","SS",2023,5,1,3,4,7,2020
"SS2023_1356","SS",2023,5,1,3,5,29,2020
"SS2023_1357","SS",2023,5,1,3,6,1,2020
"SS2023_1358","SS",2023,5,1,3,7,5,2020
"SS2023_1359","SS",2023,5,1,3,8,83,2020
"SS2023_1360","SS",2023,5,1,3,9,47,2020
"SS2023_1361","SS",2023,5,2,1,5,77,2020
"SS2023_1362","SS",2023,5,2,3,3,45,2020
"SS2023_1363","SS",2023,5,2,1,1,68,2020
"SS2023_1364","SS",2023,5,2,1,2,98,2020
"SS2023_1365","SS",2023,5,2,4,5,66,2020
"SS2023_1366","SS",2023,5,2,1,3,61,2020
"SS2023_1367","SS",2023,5,2,4,3,8,2020
"SS2023_1368","SS",2023,5,2,4,4,83,2020
"SS2023_1369","SS",2023,5,2,2,2,55,2020
"SS2023_1370","SS",2023,5,2,2,3,102,2020
"SS2023_1371","SS",2023,5,2,1,4,51,2020
"SS2023_1372","SS",2023,5,2,2,1,57,2020
"SS2023_1373","SS",2023,5,2,3,1,47,2020
"SS2023_1374","SS",2023,5,2,3,2,75,2020
"SS2023_1375","SS",2023,5,2,4,2,82,2020
"SS2023_1376","SS",2023,5,2,2,5,55,2020
"SS2023_1377","SS",2023,5,2,2,4,92,2020
"SS2023_1378","SS",2023,5,2,3,5,5,2020
"SS2023_1379","SS",2023,5,2,4,1,76,2020
"SS2023_1380","SS",2023,5,2,3,4,37,2020
"SS2023_1381","SS",2023,5,2,5,1,39,2020
"SS2023_1382","SS",2023,5,2,5,2,74,2020
"SS2023_1383","SS",2023,5,2,5,3,93,2020
"SS2023_1384","SS",2023,5,2,5,4,59,2020
"SS2023_1385","SS",2023,5,2,5,5,54,2020
"SS2023_1386","SS",2023,5,2,11,3,49,2020
"SS2023_1387","SS",2023,5,2,11,4,88,2020
"SS2023_1388","SS",2023,5,2,11,5,2,2020
"SS2023_1389","SS",2023,5,2,12,1,62,2020
"SS2023_1390","SS",2023,5,2,12,2,84,2021
"SS2023_1391","SS",2023,5,2,12,3,52,2020
"SS2023_1392","SS",2023,5,2,12,4,81,2020
"SS2023_1393","SS",2023,5,2,12,5,43,2020
"SS2023_1394","SS",2023,5,2,13,1,35,2020
"SS2023_1395","SS",2023,5,2,13,2,73,2020
"SS2023_1396","SS",2023,5,2,13,3,72,2020
"SS2023_1397","SS",2023,5,2,13,4,86,2020
"SS2023_1398","SS",2023,5,2,13,5,11,2020
"SS2023_1399","SS",2023,5,2,14,1,101,2020
"SS2023_1400","SS",2023,5,2,14,2,104,2020
"SS2023_1401","SS",2023,5,2,14,3,46,2020
"SS2023_1402","SS",2023,5,2,14,4,44,2020
"SS2023_1403","SS",2023,5,2,14,5,25,2020
"SS2023_1404","SS",2023,5,2,15,1,56,2020
"SS2023_1405","SS",2023,5,2,15,2,30,2020
"SS2023_1406","SS",2023,5,2,15,3,38,2021
"SS2023_1407","SS",2023,5,2,15,4,63,2020
"SS2023_1408","SS",2023,5,2,15,5,88,2020
"SS2023_1409","SS",2023,5,2,16,1,58,2020
"SS2023_1410","SS",2023,5,2,16,2,12,2020
"SS2023_1411","SS",2023,5,2,16,3,71,2020
"SS2023_1412","SS",2023,5,2,16,4,53,2020
"SS2023_1413","SS",2023,5,2,16,5,100,2020
"SS2023_1414","SS",2023,5,2,6,4,24,2020
"SS2023_1415","SS",2023,5,2,6,5,79,2020
"SS2023_1416","SS",2023,5,2,7,1,95,2020
"SS2023_1417","SS",2023,5,2,7,2,7,2020
"SS2023_1418","SS",2023,5,2,7,3,26,2020
"SS2023_1419","SS",2023,5,2,7,4,33,2020
"SS2023_1420","SS",2023,5,2,7,5,88,2021
"SS2023_1421","SS",2023,5,2,8,1,19,2020
"SS2023_1422","SS",2023,5,2,8,2,28,2020
"SS2023_1423","SS",2023,5,2,8,3,32,2020
"SS2023_1424","SS",2023,5,2,8,4,90,2020
"SS2023_1425","SS",2023,5,2,8,5,36,2020
"SS2023_1426","SS",2023,5,2,9,1,29,2020
"SS2023_1427","SS",2023,5,2,9,2,34,2020
"SS2023_1428","SS",2023,5,2,9,3,91,2020
"SS2023_1429","SS",2023,5,2,9,4,65,2020
"SS2023_1430","SS",2023,5,2,9,5,64,2020
"SS2023_1431","SS",2023,5,2,10,1,103,2020
"SS2023_1432","SS",2023,5,2,10,2,31,2020
"SS2023_1433","SS",2023,5,2,10,3,150,2022
"SS2023_1434","SS",2023,5,2,10,4,87,2020
"SS2023_1435","SS",2023,5,2,10,5,89,2020
"SS2023_1436","SS",2023,5,2,11,1,1,2020
"SS2023_1437","SS",2023,5,2,11,2,97,2020
"SS2023_1438","SS",2023,5,2,6,1,18,2022
"SS2023_1439","SS",2023,5,2,6,2,9,2020
"SS2023_1440","SS",2023,5,2,6,3,96,2020
"SS2023_1441","SS",2023,5,3,6,3,79,2020
"SS2023_1442","SS",2023,5,3,6,4,2,2020
"SS2023_1443","SS",2023,5,3,6,5,82,2020
"SS2023_1444","SS",2023,5,3,1,1,89,2020
"SS2023_1445","SS",2023,5,3,7,2,11,2020
"SS2023_1446","SS",2023,5,3,7,3,9,2020
"SS2023_1447","SS",2023,5,3,6,6,53,2020
"SS2023_1448","SS",2023,5,3,1,2,25,2020
"SS2023_1449","SS",2023,5,3,2,5,30,2020
"SS2023_1450","SS",2023,5,3,1,3,150,2022
"SS2023_1451","SS",2023,5,3,2,3,34,2020
"SS2023_1452","SS",2023,5,3,2,4,1,2020
"SS2023_1453","SS",2023,5,3,6,7,31,2020
"SS2023_1454","SS",2023,5,3,6,8,64,2020
"SS2023_1455","SS",2023,5,3,1,4,19,2020
"SS2023_1456","SS",2023,5,3,1,5,54,2020
"SS2023_1457","SS",2023,5,3,7,1,91,2020
"SS2023_1458","SS",2023,5,3,2,1,95,2021
"SS2023_1459","SS",2023,5,3,2,2,93,2020
"SS2023_1460","SS",2023,5,3,1,6,102,2020
"SS2023_1461","SS",2023,5,3,1,7,56,2020
"SS2023_1462","SS",2023,5,3,1,8,68,2020
"SS2023_1463","SS",2023,5,3,1,9,72,2020
"SS2023_1464","SS",2023,5,3,6,9,47,2020
"SS2023_1465","SS",2023,5,3,6,10,36,2020
"SS2023_1466","SS",2023,5,3,1,10,86,2020
"SS2023_1467","SS",2023,5,3,2,6,59,2020
"SS2023_1468","SS",2023,5,3,2,7,43,2020
"SS2023_1469","SS",2023,5,3,2,8,75,2020
"SS2023_1470","SS",2023,5,3,2,9,6,2020
"SS2023_1471","SS",2023,5,3,2,10,101,2020
"SS2023_1472","SS",2023,5,3,3,1,35,2020
"SS2023_1473","SS",2023,5,3,3,2,84,2020
"SS2023_1474","SS",2023,5,3,3,3,88,2020
"SS2023_1475","SS",2023,5,3,3,4,100,2020
"SS2023_1476","SS",2023,5,3,3,5,97,2020
"SS2023_1477","SS",2023,5,3,3,6,28,2020
"SS2023_1478","SS",2023,5,3,3,7,105,2020
"SS2023_1479","SS",2023,5,3,3,8,103,2020
"SS2023_1480","SS",2023,5,3,3,9,104,2020
"SS2023_1481","SS",2023,5,3,3,10,29,2020
"SS2023_1482","SS",2023,5,3,4,1,26,2020
"SS2023_1483","SS",2023,5,3,4,2,71,2020
"SS2023_1484","SS",2023,5,3,4,3,73,2020
"SS2023_1485","SS",2023,5,3,4,4,61,2020
"SS2023_1486","SS",2023,5,3,4,5,58,2020
"SS2023_1487","SS",2023,5,3,4,6,37,2020
"SS2023_1488","SS",2023,5,3,4,7,83,2020
"SS2023_1489","SS",2023,5,3,4,8,45,2020
"SS2023_1490","SS",2023,5,3,4,9,87,2020
"SS2023_1491","SS",2023,5,3,4,10,77,2020
"SS2023_1492","SS",2023,5,3,5,1,82,2020
"SS2023_1493","SS",2023,5,3,5,2,46,2020
"SS2023_1494","SS",2023,5,3,5,3,32,2020
"SS2023_1495","SS",2023,5,3,5,4,18,2020
"SS2023_1496","SS",2023,5,3,5,5,12,2020
"SS2023_1497","SS",2023,5,3,5,6,52,2020
"SS2023_1498","SS",2023,5,3,5,7,42,2021
"SS2023_1499","SS",2023,5,3,5,8,81,2020
"SS2023_1500","SS",2023,5,3,5,9,96,2020
"SS2023_1501","SS",2023,5,3,5,10,98,2021
"SS2023_1502","SS",2023,5,3,6,1,39,2020
"SS2023_1503","SS",2023,5,3,6,2,44,2020
"SS2023_1504","SS",2023,5,3,7,4,62,2020
"SS2023_1505","SS",2023,5,3,7,5,59,2020
"SS2023_1506","SS",2023,5,3,7,6,33,2020
"SS2023_1507","SS",2023,5,3,7,7,90,2020
"SS2023_1508","SS",2023,5,3,7,8,65,2020
"SS2023_1509","SS",2023,5,3,7,9,55,2020
"SS2023_1510","SS",2023,5,3,7,10,8,2020
"SS2023_1511","SS",2023,5,3,8,1,74,2020
"SS2023_1512","SS",2023,5,3,8,2,76,2020
"SS2023_1513","SS",2023,5,3,8,3,51,2020
"SS2023_1514","SS",2023,5,3,8,4,57,2020
"SS2023_1515","SS",2023,5,3,8,5,63,2020
"SS2023_1516","SS",2023,5,3,8,6,92,2020
"SS2023_1517","SS",2023,5,3,8,7,24,2020
"SS2023_1518","SS",2023,5,3,8,8,69,2020
"SS2023_1519","SS",2023,5,3,8,9,7,2020
"SS2023_1520","SS",2023,5,3,8,10,49,2020
"SS2023_1521","SS",2023,5,4,13,5,28,2020
"SS2023_1522","SS",2023,5,4,11,3,102,2020
"SS2023_1523","SS",2023,5,4,13,3,45,2020
"SS2023_1524","SS",2023,5,4,13,4,75,2020
"SS2023_1525","SS",2023,5,4,1,4,43,2020
"SS2023_1526","SS",2023,5,4,11,4,100,2020
"SS2023_1527","SS",2023,5,4,11,5,72,2020
"SS2023_1528","SS",2023,5,4,12,1,43,2020
"SS2023_1529","SS",2023,5,4,13,2,89,2020
"SS2023_1530","SS",2023,5,4,3,5,68,2020
"SS2023_1531","SS",2023,5,4,4,1,37,2020
"SS2023_1532","SS",2023,5,4,1,5,26,2020
"SS2023_1533","SS",2023,5,4,4,3,49,2020
"SS2023_1534","SS",2023,5,4,2,1,101,2020
"SS2023_1535","SS",2023,5,4,2,2,83,2020
"SS2023_1536","SS",2023,5,4,4,2,81,2020
"SS2023_1537","SS",2023,5,4,12,2,93,2020
"SS2023_1538","SS",2023,5,4,12,3,57,2020
"SS2023_1539","SS",2023,5,4,12,4,74,2020
"SS2023_1540","SS",2023,5,4,2,3,87,2021
"SS2023_1541","SS",2023,5,4,13,1,24,2020
"SS2023_1542","SS",2023,5,4,3,4,97,2021
"SS2023_1543","SS",2023,5,4,1,1,1,2020
"SS2023_1544","SS",2023,5,4,1,2,54,2020
"SS2023_1545","SS",2023,5,4,1,3,64,2020
"SS2023_1546","SS",2023,5,4,2,4,150,2022
"SS2023_1547","SS",2023,5,4,2,5,88,2020
"SS2023_1548","SS",2023,5,4,3,1,76,2020
"SS2023_1549","SS",2023,5,4,12,5,92,2020
"SS2023_1550","SS",2023,5,4,3,3,90,2020
"SS2023_1551","SS",2023,5,4,3,2,98,2020
"SS2023_1552","SS",2023,5,4,4,4,55,2020
"SS2023_1553","SS",2023,5,4,4,5,25,2020
"SS2023_1554","SS",2023,5,4,5,1,91,2020
"SS2023_1555","SS",2023,5,4,5,2,86,2020
"SS2023_1556","SS",2023,5,4,5,3,73,2020
"SS2023_1557","SS",2023,5,4,5,4,61,2020
"SS2023_1558","SS",2023,5,4,8,4,31,2020
"SS2023_1559","SS",2023,5,4,8,5,42,2020
"SS2023_1560","SS",2023,5,4,9,1,32,2020
"SS2023_1561","SS",2023,5,4,9,2,33,2020
"SS2023_1562","SS",2023,5,4,9,3,11,2020
"SS2023_1563","SS",2023,5,4,9,4,51,2020
"SS2023_1564","SS",2023,5,4,9,5,46,2020
"SS2023_1565","SS",2023,5,4,10,1,35,2020
"SS2023_1566","SS",2023,5,4,10,2,95,2021
"SS2023_1567","SS",2023,5,4,10,3,8,2020
"SS2023_1568","SS",2023,5,4,10,4,39,2020
"SS2023_1569","SS",2023,5,4,10,5,9,2020
"SS2023_1570","SS",2023,5,4,11,1,53,2020
"SS2023_1571","SS",2023,5,4,11,2,7,2020
"SS2023_1572","SS",2023,5,4,5,5,84,2020
"SS2023_1573","SS",2023,5,4,6,1,8,2020
"SS2023_1574","SS",2023,5,4,6,2,56,2020
"SS2023_1575","SS",2023,5,4,6,3,63,2020
"SS2023_1576","SS",2023,5,4,6,4,104,2020
"SS2023_1577","SS",2023,5,4,6,5,61,2020
"SS2023_1578","SS",2023,5,4,7,1,34,2020
"SS2023_1579","SS",2023,5,4,7,2,58,2020
"SS2023_1580","SS",2023,5,4,7,3,77,2020
"SS2023_1581","SS",2023,5,4,7,4,47,2020
"SS2023_1582","SS",2023,5,4,7,5,18,2022
"SS2023_1583","SS",2023,5,4,8,1,36,2020
"SS2023_1584","SS",2023,5,4,8,2,62,2020
"SS2023_1585","SS",2023,5,4,8,3,52,2020
"SS2023_1586","SS",2023,5,4,14,1,59,2020
"SS2023_1587","SS",2023,5,4,14,2,65,2020
"SS2023_1588","SS",2023,5,4,14,3,82,2020
"SS2023_1589","SS",2023,5,4,14,4,38,2021
"SS2023_1590","SS",2023,5,4,14,5,96,2020
"SS2023_1591","SS",2023,5,4,15,1,79,2020
"SS2023_1592","SS",2023,5,4,15,2,44,2020
"SS2023_1593","SS",2023,5,4,15,3,29,2020
"SS2023_1594","SS",2023,5,4,15,4,71,2020
"SS2023_1595","SS",2023,5,4,15,5,69,2020
"SS2023_1596","SS",2023,5,4,16,1,105,2020
"SS2023_1597","SS",2023,5,4,16,2,2,2020
"SS2023_1598","SS",2023,5,4,16,3,12,2020
"SS2023_1599","SS",2023,5,4,16,4,30,2020
"SS2023_1600","SS",2023,5,4,16,5,19,2020
"SS2023_1601","SS",2023,6,1,3,5,97,2021
"SS2023_1602","SS",2023,6,1,2,1,8,2020
"SS2023_1603","SS",2023,6,1,4,1,18,2020
"SS2023_1604","SS",2023,6,1,1,4,87,2020
"SS2023_1605","SS",2023,6,1,3,4,44,2020
"SS2023_1606","SS",2023,6,1,1,1,101,2020
"SS2023_1607","SS",2023,6,1,1,2,47,2020
"SS2023_1608","SS",2023,6,1,1,5,71,2020
"SS2023_1609","SS",2023,6,1,11,3,5,2020
"SS2023_1610","SS",2023,6,1,11,4,51,2020
"SS2023_1611","SS",2023,6,1,2,2,24,2020
"SS2023_1612","SS",2023,6,1,1,3,95,2021
"SS2023_1613","SS",2023,6,1,3,3,11,2020
"SS2023_1614","SS",2023,6,1,13,2,77,2020
"SS2023_1615","SS",2023,6,1,13,3,91,2020
"SS2023_1616","SS",2023,6,1,13,4,46,2020
"SS2023_1617","SS",2023,6,1,13,5,37,2020
"SS2023_1618","SS",2023,6,1,14,1,6,2020
"SS2023_1619","SS",2023,6,1,14,2,33,2020
"SS2023_1620","SS",2023,6,1,11,5,59,2020
"SS2023_1621","SS",2023,6,1,2,3,49,2020
"SS2023_1622","SS",2023,6,1,2,4,44,2020
"SS2023_1623","SS",2023,6,1,2,5,53,2020
"SS2023_1624","SS",2023,6,1,3,1,35,2020
"SS2023_1625","SS",2023,6,1,3,2,56,2020
"SS2023_1626","SS",2023,6,1,13,1,68,2020
"SS2023_1627","SS",2023,6,1,12,1,92,2020
"SS2023_1628","SS",2023,6,1,12,2,102,2020
"SS2023_1629","SS",2023,6,1,12,3,81,2020
"SS2023_1630","SS",2023,6,1,12,4,54,2020
"SS2023_1631","SS",2023,6,1,12,5,77,2020
"SS2023_1632","SS",2023,6,1,4,2,57,2020
"SS2023_1633","SS",2023,6,1,4,3,83,2020
"SS2023_1634","SS",2023,6,1,4,4,105,2020
"SS2023_1635","SS",2023,6,1,4,5,45,2020
"SS2023_1636","SS",2023,6,1,8,4,69,2020
"SS2023_1637","SS",2023,6,1,8,5,90,2020
"SS2023_1638","SS",2023,6,1,9,1,74,2020
"SS2023_1639","SS",2023,6,1,9,2,79,2020
"SS2023_1640","SS",2023,6,1,9,3,82,2020
"SS2023_1641","SS",2023,6,1,9,4,30,2020
"SS2023_1642","SS",2023,6,1,9,5,104,2020
"SS2023_1643","SS",2023,6,1,10,1,32,2020
"SS2023_1644","SS",2023,6,1,10,2,65,2020
"SS2023_1645","SS",2023,6,1,10,3,52,2020
"SS2023_1646","SS",2023,6,1,10,4,1,2020
"SS2023_1647","SS",2023,6,1,10,5,61,2020
"SS2023_1648","SS",2023,6,1,11,1,59,2020
"SS2023_1649","SS",2023,6,1,11,2,43,2020
"SS2023_1650","SS",2023,6,1,8,1,58,2020
"SS2023_1651","SS",2023,6,1,8,2,98,2021
"SS2023_1652","SS",2023,6,1,8,3,150,2022
"SS2023_1653","SS",2023,6,1,5,1,28,2020
"SS2023_1654","SS",2023,6,1,5,2,31,2020
"SS2023_1655","SS",2023,6,1,5,3,103,2020
"SS2023_1656","SS",2023,6,1,5,4,29,2020
"SS2023_1657","SS",2023,6,1,5,5,93,2021
"SS2023_1658","SS",2023,6,1,6,1,64,2020
"SS2023_1659","SS",2023,6,1,6,2,9,2020
"SS2023_1660","SS",2023,6,1,6,3,42,2021
"SS2023_1661","SS",2023,6,1,6,4,82,2020
"SS2023_1662","SS",2023,6,1,6,5,34,2020
"SS2023_1663","SS",2023,6,1,7,1,72,2020
"SS2023_1664","SS",2023,6,1,7,2,76,2020
"SS2023_1665","SS",2023,6,1,7,3,75,2020
"SS2023_1666","SS",2023,6,1,7,4,7,2020
"SS2023_1667","SS",2023,6,1,7,5,88,2021
"SS2023_1668","SS",2023,6,1,14,3,73,2020
"SS2023_1669","SS",2023,6,1,14,4,35,2020
"SS2023_1670","SS",2023,6,1,14,5,2,2020
"SS2023_1671","SS",2023,6,1,15,1,55,2020
"SS2023_1672","SS",2023,6,1,15,2,12,2020
"SS2023_1673","SS",2023,6,1,15,3,39,2020
"SS2023_1674","SS",2023,6,1,15,4,25,2020
"SS2023_1675","SS",2023,6,1,15,5,19,2020
"SS2023_1676","SS",2023,6,1,16,1,100,2020
"SS2023_1677","SS",2023,6,1,16,2,96,2020
"SS2023_1678","SS",2023,6,1,16,3,62,2020
"SS2023_1679","SS",2023,6,1,16,4,84,2020
"SS2023_1680","SS",2023,6,1,16,5,63,2020
"SS2023_1681","SS",2023,6,2,11,3,105,2021
"SS2023_1682","SS",2023,6,2,13,5,45,2020
"SS2023_1683","SS",2023,6,2,12,1,75,2020
"SS2023_1684","SS",2023,6,2,11,5,11,2020
"SS2023_1685","SS",2023,6,2,13,4,104,2020
"SS2023_1686","SS",2023,6,2,14,1,55,2020
"SS2023_1687","SS",2023,6,2,11,4,88,2020
"SS2023_1688","SS",2023,6,2,1,3,46,2020
"SS2023_1689","SS",2023,6,2,1,4,12,2020
"SS2023_1690","SS",2023,6,2,1,1,47,2020
"SS2023_1691","SS",2023,6,2,1,2,25,2020
"SS2023_1692","SS",2023,6,2,12,3,82,2020
"SS2023_1693","SS",2023,6,2,12,4,32,2020
"SS2023_1694","SS",2023,6,2,1,5,43,2020
"SS2023_1695","SS",2023,6,2,12,2,62,2020
"SS2023_1696","SS",2023,6,2,13,2,44,2020
"SS2023_1697","SS",2023,6,2,13,3,83,2020
"SS2023_1698","SS",2023,6,2,3,3,58,2020
"SS2023_1699","SS",2023,6,2,3,4,90,2020
"SS2023_1700","SS",2023,6,2,3,5,64,2020
"SS2023_1701","SS",2023,6,2,4,1,93,2020
"SS2023_1702","SS",2023,6,2,4,2,18,2020
"SS2023_1703","SS",2023,6,2,4,3,61,2020
"SS2023_1704","SS",2023,6,2,2,1,59,2020
"SS2023_1705","SS",2023,6,2,2,2,69,2020
"SS2023_1706","SS",2023,6,2,2,3,29,2020
"SS2023_1707","SS",2023,6,2,12,5,8,2020
"SS2023_1708","SS",2023,6,2,13,1,39,2020
"SS2023_1709","SS",2023,6,2,3,1,71,2020
"SS2023_1710","SS",2023,6,2,3,2,76,2020
"SS2023_1711","SS",2023,6,2,8,4,89,2020
"SS2023_1712","SS",2023,6,2,8,5,5,2020
"SS2023_1713","SS",2023,6,2,9,1,95,2021
"SS2023_1714","SS",2023,6,2,9,2,73,2020
"SS2023_1715","SS",2023,6,2,9,3,7,2020
"SS2023_1716","SS",2023,6,2,9,4,96,2020
"SS2023_1717","SS",2023,6,2,9,5,72,2020
"SS2023_1718","SS",2023,6,2,10,1,34,2020
"SS2023_1719","SS",2023,6,2,10,2,81,2020
"SS2023_1720","SS",2023,6,2,2,4,42,2021
"SS2023_1721","SS",2023,6,2,2,5,63,2020
"SS2023_1722","SS",2023,6,2,10,5,53,2020
"SS2023_1723","SS",2023,6,2,11,1,91,2020
"SS2023_1724","SS",2023,6,2,11,2,68,2020
"SS2023_1725","SS",2023,6,2,14,2,98,2020
"SS2023_1726","SS",2023,6,2,14,3,97,2020
"SS2023_1727","SS",2023,6,2,14,4,79,2020
"SS2023_1728","SS",2023,6,2,10,3,24,2020
"SS2023_1729","SS",2023,6,2,10,4,51,2020
"SS2023_1730","SS",2023,6,2,8,1,1,2020
"SS2023_1731","SS",2023,6,2,8,2,14,2020
"SS2023_1732","SS",2023,6,2,8,3,87,2021
"SS2023_1733","SS",2023,6,2,4,4,28,2020
"SS2023_1734","SS",2023,6,2,4,5,9,2020
"SS2023_1735","SS",2023,6,2,5,1,30,2020
"SS2023_1736","SS",2023,6,2,5,2,92,2020
"SS2023_1737","SS",2023,6,2,5,3,65,2020
"SS2023_1738","SS",2023,6,2,5,4,19,2020
"SS2023_1739","SS",2023,6,2,5,5,31,2020
"SS2023_1740","SS",2023,6,2,6,1,35,2020
"SS2023_1741","SS",2023,6,2,6,2,150,2022
"SS2023_1742","SS",2023,6,2,6,3,44,2020
"SS2023_1743","SS",2023,6,2,6,4,33,2020
"SS2023_1744","SS",2023,6,2,6,5,2,2020
"SS2023_1745","SS",2023,6,2,7,1,54,2020
"SS2023_1746","SS",2023,6,2,7,2,77,2020
"SS2023_1747","SS",2023,6,2,7,3,84,2020
"SS2023_1748","SS",2023,6,2,7,4,6,2020
"SS2023_1749","SS",2023,6,2,7,5,92,2020
"SS2023_1750","SS",2023,6,2,14,5,26,2020
"SS2023_1751","SS",2023,6,2,15,1,49,2020
"SS2023_1752","SS",2023,6,2,15,2,56,2020
"SS2023_1753","SS",2023,6,2,15,3,57,2020
"SS2023_1754","SS",2023,6,2,15,4,52,2020
"SS2023_1755","SS",2023,6,2,15,5,74,2020
"SS2023_1756","SS",2023,6,2,16,1,81,2020
"SS2023_1757","SS",2023,6,2,16,2,37,2020
"SS2023_1758","SS",2023,6,2,16,3,101,2020
"SS2023_1759","SS",2023,6,2,16,4,100,2020
"SS2023_1760","SS",2023,6,2,16,5,103,2020
"SS2023_1761","SS",2023,6,3,6,3,47,2020
"SS2023_1762","SS",2023,6,3,7,5,91,2020
"SS2023_1763","SS",2023,6,3,7,7,8,2020
"SS2023_1764","SS",2023,6,3,6,5,31,2020
"SS2023_1765","SS",2023,6,3,6,6,34,2020
"SS2023_1766","SS",2023,6,3,6,4,88,2020
"SS2023_1767","SS",2023,6,3,7,2,68,2020
"SS2023_1768","SS",2023,6,3,7,3,88,2021
"SS2023_1769","SS",2023,6,3,7,4,11,2020
"SS2023_1770","SS",2023,6,3,7,6,28,2020
"SS2023_1771","SS",2023,6,3,4,10,35,2020
"SS2023_1772","SS",2023,6,3,5,1,104,2020
"SS2023_1773","SS",2023,6,3,5,2,98,2020
"SS2023_1774","SS",2023,6,3,4,9,51,2020
"SS2023_1775","SS",2023,6,3,6,7,57,2020
"SS2023_1776","SS",2023,6,3,6,8,43,2020
