block,density,gravel,x,y,seed_count_total,inflor_mass,biomass_whole,tillers,standard_note,all_seed_drop,herbivory,physical_damage,seed_drop,smut,plantID,site,genotype,first_flower,live,v
2,lo,white,17,4,112,0.18,0.24,2,NA,NA,NA,NA,NA,NA,Boise2022_4784,WI,5,154,Y,FG
2,lo,white,17,5,160,0.32,0.21,4,NA,NA,NA,NA,NA,NA,Boise2022_4785,WI,84,130,Y,FP
2,lo,white,18,4,3,0.002,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_4789,WI,35,154,Y,FB
2,lo,white,18,5,20,0.03,0.06,3,NA,NA,NA,NA,NA,NA,Boise2022_4790,WI,28,154,Y,FG
2,lo,white,19,1,34,0.08,0.09,2,NA,NA,NA,NA,NA,NA,Boise2022_4791,WI,55,151,Y,FB
2,lo,white,19,3,12,0.02,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4793,WI,18,151,Y,FP
2,lo,white,19,4,100,0.18,0.19,4,NA,NA,NA,NA,NA,NA,Boise2022_4794,WI,54,151,Y,FP
2,lo,white,19,5,65,0.13,0.09,2,NA,NA,NA,NA,NA,NA,Boise2022_4795,WI,8,154,Y,FP
2,lo,white,2,1,44,0.09,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4706,WI,13,130,Y,FG
2,lo,white,2,3,191,0.42,0.34,6,NA,NA,NA,NA,NA,NA,Boise2022_4708,WI,9,130,Y,FG
2,lo,white,2,5,430,0.86,0.32,8,NA,NA,NA,NA,NA,NA,Boise2022_4710,WI,31,130,Y,FP
2,lo,white,20,1,119,0.31,0.13,2,NA,NA,NA,NA,NA,NA,Boise2022_4796,WI,34,130,Y,FP
2,lo,white,20,2,15,0.02,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4797,WI,102,151,Y,FP
2,lo,white,20,5,36,0.04,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4800,WI,73,151,Y,FB
2,lo,white,3,1,250,0.4,0.29,2,NA,NA,NA,NA,NA,NA,Boise2022_4711,WI,11,130,Y,FG
2,lo,white,3,2,250,0.45,0.24,5,NA,NA,NA,NA,NA,NA,Boise2022_4712,WI,83,151,Y,FP
2,lo,white,3,3,267,0.48,0.67,11,NA,NA,NA,NA,NA,NA,Boise2022_4713,WI,47,154,Y,FG
2,lo,white,3,5,367,0.44,0.47,6,NA,NA,NA,NA,NA,NA,Boise2022_4715,WI,90,154,Y,FG
2,lo,white,4,1,161,0.29,0.21,4,NA,NA,NA,NA,NA,NA,Boise2022_4716,WI,96,130,Y,FG
2,lo,white,4,3,441,1.5,0.63,13,NA,NA,NA,NA,NA,NA,Boise2022_4718,WI,62,130,Y,FG
2,lo,white,5,1,172,0.31,0.29,4,NA,NA,NA,NA,NA,NA,Boise2022_4721,WI,57,154,Y,FG
2,lo,white,5,2,236,0.52,0.29,4,NA,NA,NA,NA,NA,NA,Boise2022_4722,WI,150,130,Y,FP
2,lo,white,5,3,150,0.27,0.16,3,NA,NA,NA,NA,NA,NA,Boise2022_4723,WI,25,130,Y,FG
2,lo,white,5,4,345,0.69,0.45,4,NA,NA,NA,NA,NA,NA,Boise2022_4724,WI,104,130,Y,FG
2,lo,white,6,1,57,0.08,0.09,3,NA,NA,NA,NA,NA,NA,Boise2022_4726,WI,93,154,Y,FG
2,lo,white,6,2,243,0.34,0.42,7,NA,NA,NA,NA,NA,NA,Boise2022_4727,WI,45,154,Y,FG
2,lo,white,6,3,33,0.11,0.04,2,NA,NA,NA,NA,NA,NA,Boise2022_4728,WI,101,130,Y,FP
2,lo,white,6,4,470,0.94,0.68,9,NA,NA,NA,NA,NA,NA,Boise2022_4729,WI,56,130,Y,FG
2,lo,white,7,2,333,0.6,0.93,7,NA,NA,NA,NA,NA,NA,Boise2022_4732,WI,14,151,Y,FP
2,lo,white,7,3,210,0.42,0.5,6,NA,NA,NA,NA,NA,NA,Boise2022_4733,WI,19,154,Y,FG
2,lo,white,7,4,205,0.41,0.39,6,NA,NA,NA,NA,NA,NA,Boise2022_4734,WI,36,154,Y,FG
2,lo,white,7,5,278,0.5,0.2,4,NA,NA,NA,NA,NA,NA,Boise2022_4735,WI,30,130,Y,FG
2,lo,white,8,4,10,0.01,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4739,WI,98,151,Y,FP
2,lo,white,8,5,489,0.88,0.35,9,NA,NA,NA,NA,NA,NA,Boise2022_4740,WI,31,130,Y,FP
2,lo,white,9,2,530,1.06,0.74,7,NA,NA,NA,NA,NA,NA,Boise2022_4742,WI,88,130,Y,FG
2,lo,white,9,3,37,0.07,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4743,WI,24,151,Y,FP
2,lo,white,9,4,63,0.19,0.08,3,NA,NA,NA,NA,NA,NA,Boise2022_4744,WI,32,130,Y,FG
3,hi,white,1,1,142,0.34,0.3,2,NA,NA,NA,NA,NA,NA,Boise2022_4801,WI,46,130,Y,FG
3,hi,white,1,10,22,0.06,0.06,2,NA,NA,NA,NA,NA,NA,Boise2022_4810,WI,72,130,Y,FG
3,hi,white,1,2,64,0.18,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_4802,WI,88,130,Y,FP
3,hi,white,1,3,12,0.03,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4803,WI,100,130,Y,FG
3,hi,white,1,4,333,0.6,0.41,4,NA,NA,NA,NA,NA,NA,Boise2022_4804,WI,32,130,Y,FP
3,hi,white,1,7,29,0.07,0.4,1,NA,NA,NA,NA,NA,NA,Boise2022_4807,WI,68,130,Y,FG
3,hi,white,1,8,15,0.04,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4808,WI,12,130,Y,FG
3,hi,white,1,9,5,0.02,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_4809,WI,64,153,Y,FB
3,hi,white,10,1,13,0.02,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4891,WI,7,153,Y,FG
3,hi,white,10,2,43,0.13,0.14,2,NA,NA,NA,NA,NA,NA,Boise2022_4892,WI,102,130,Y,FG
3,hi,white,10,4,58,0.15,0.08,1,NA,NA,NA,NA,NA,NA,Boise2022_4894,WI,37,130,Y,FP
3,hi,white,10,5,38,0.09,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4895,WI,58,130,Y,FP
3,hi,white,10,7,26,0.08,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4897,WI,9,130,Y,FP
3,hi,white,10,9,12,0.03,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4899,WI,51,130,Y,FG
3,hi,white,2,1,144,0.26,0.29,3,NA,NA,NA,NA,NA,NA,Boise2022_4811,WI,35,153,Y,FP
3,hi,white,2,2,6,0.02,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4812,WI,40,153,Y,FB
3,hi,white,2,3,19,0.05,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4813,WI,19,130,Y,FP
3,hi,white,2,4,12,0.02,0.08,1,NA,NA,NA,NA,NA,NA,Boise2022_4814,WI,79,153,Y,FG
3,hi,white,2,5,48,0.13,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_4815,WI,82,130,Y,FP
3,hi,white,2,6,67,0.2,0.11,1,NA,NA,NA,NA,NA,NA,Boise2022_4816,WI,18,130,Y,FG
3,hi,white,2,7,31,0.1,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_4817,WI,55,130,Y,FG
3,hi,white,2,8,18,0.04,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4818,WI,8,130,Y,FP
3,hi,white,3,10,17,0.05,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4830,WI,36,130,Y,FG
3,hi,white,3,4,16,0.01,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4824,WI,60,153,Y,FG
3,hi,white,3,5,10,0.03,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4825,WI,14,130,Y,FG
3,hi,white,3,6,50,0.1,0.08,1,NA,NA,NA,NA,NA,NA,Boise2022_4826,WI,66,130,Y,FG
3,hi,white,3,8,23,0.06,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4828,WI,56,130,Y,FP
3,hi,white,3,9,15,0.02,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4829,WI,1,153,Y,FP
3,hi,white,4,10,3,0.01,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_4840,WI,98,144,Y,FP
3,hi,white,4,2,36,0.09,0.11,1,NA,NA,NA,NA,NA,NA,Boise2022_4832,WI,92,130,Y,FP
3,hi,white,4,3,100,0.22,0.24,3,NA,NA,NA,NA,NA,NA,Boise2022_4833,WI,39,153,Y,FP
3,hi,white,4,5,50,0.09,0.16,1,NA,NA,NA,NA,NA,NA,Boise2022_4835,WI,20,153,Y,FP
3,hi,white,4,7,7,0.02,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4837,WI,28,130,Y,FG
3,hi,white,4,9,38,0.08,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4839,WI,24,130,Y,FG
3,hi,white,5,1,17,0.04,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_4841,WI,104,130,Y,FG
3,hi,white,5,10,18,0.05,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4850,WI,44,153,Y,FP
3,hi,white,5,2,54,0.15,0.13,1,NA,NA,NA,NA,NA,NA,Boise2022_4842,WI,77,130,Y,FG
3,hi,white,5,6,87,0.26,0.19,2,NA,NA,NA,NA,NA,NA,Boise2022_4846,WI,42,130,Y,FP
3,hi,white,5,8,28,0.07,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4848,WI,86,153,Y,FB
3,hi,white,5,9,49,0.14,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4849,WI,29,130,Y,FP
3,hi,white,6,10,11,0.01,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4860,WI,70,153,Y,FP
3,hi,white,6,4,13,0.04,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4854,WI,45,130,Y,FG
3,hi,white,6,5,32,0.08,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_4855,WI,69,130,Y,FP
3,hi,white,6,7,50,0.12,0.13,2,NA,NA,NA,NA,NA,NA,Boise2022_4857,WI,103,153,Y,FP
3,hi,white,7,1,4,0.01,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_4861,WI,13,130,Y,FP
3,hi,white,7,10,26,0.06,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_4870,WI,93,153,Y,FP
3,hi,white,7,2,6,0.01,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4862,WI,34,153,Y,FB
3,hi,white,7,3,34,0.09,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_4863,WI,52,130,Y,FG
3,hi,white,7,5,67,0.16,0.14,2,NA,NA,NA,NA,NA,NA,Boise2022_4865,WI,96,130,Y,FG
3,hi,white,7,7,8,0.02,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4867,WI,67,153,Y,FB
3,hi,white,7,9,23,0.06,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4869,WI,43,130,Y,FP
3,hi,white,8,1,1,0.003,0.003,1,NA,NA,NA,NA,NA,NA,Boise2022_4871,WI,95,130,Y,FP
3,hi,white,8,10,41,0.09,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4880,WI,37,130,Y,FP
3,hi,white,8,3,30,0.06,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_4873,WI,91,153,Y,FP
3,hi,white,8,5,14,0.03,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4875,WI,5,153,Y,FP
3,hi,white,8,6,19,0.05,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4876,WI,54,130,Y,FG
3,hi,white,8,7,55,0.11,0.09,2,NA,NA,NA,NA,NA,NA,Boise2022_4877,WI,103,130,Y,FG
3,hi,white,8,8,1,0.004,0.006,1,NA,NA,NA,NA,NA,NA,Boise2022_4878,WI,101,130,Y,FP
3,hi,white,9,1,193,0.54,0.3,4,NA,NA,NA,NA,NA,NA,Boise2022_4881,WI,33,130,Y,FP
3,hi,white,9,3,8,0.02,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_4883,WI,17,130,Y,FG
3,hi,white,9,5,30,0.07,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_4885,WI,57,130,Y,FP
3,hi,white,9,6,7,0.02,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4886,WI,47,130,Y,FG
3,hi,white,9,9,19,0.05,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4889,WI,74,130,Y,FP
3,hi,black,1,3,8,0.02,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4903,WI,39,130,Y,FG
3,hi,black,1,4,7,0.007,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_4904,WI,7,153,Y,FG
3,hi,black,1,5,100,0.2,0.1,2,NA,NA,NA,NA,NA,NA,Boise2022_4905,WI,37,130,Y,FP
3,hi,black,1,6,70,0.14,0.13,2,NA,NA,NA,NA,NA,NA,Boise2022_4906,WI,89,130,Y,FG
3,hi,black,1,7,91,0.2,0.13,2,NA,NA,NA,NA,NA,NA,Boise2022_4907,WI,96,130,Y,FG
3,hi,black,1,8,38,0.045,0.18,4,NA,NA,NA,NA,NA,NA,Boise2022_4908,WI,44,130,Y,FG
3,hi,black,10,1,42,0.1,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_4991,WI,90,130,Y,FG
3,hi,black,10,4,36,0.07,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4994,WI,25,130,Y,FG
3,hi,black,10,6,34,0.06,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4996,WI,97,130,Y,FG
3,hi,black,10,7,86,0.19,0.11,1,NA,NA,NA,NA,NA,NA,Boise2022_4997,WI,58,130,Y,FG
3,hi,black,10,9,5,0.01,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_4999,WI,84,130,Y,FP
3,hi,black,2,1,64,0.14,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_4911,WI,26,130,Y,FP
3,hi,black,2,2,6,0.01,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_4912,WI,35,130,Y,FG
3,hi,black,2,3,54,0.13,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_4913,WI,77,130,Y,FG
3,hi,black,2,4,30,0.04,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_4914,WI,6,153,Y,FP
3,hi,black,2,6,100,0.18,0.08,2,NA,NA,NA,NA,NA,NA,Boise2022_4916,WI,61,108,Y,FG
3,hi,black,2,7,33,0.07,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4917,WI,53,130,Y,FG
3,hi,black,2,8,16,0.04,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4918,WI,67,130,Y,FG
3,hi,black,2,9,18,0.03,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4919,WI,104,147,Y,FB
3,hi,black,3,1,36,0.08,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_4921,WI,105,130,Y,FG
3,hi,black,3,10,54,0.13,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_4930,WI,100,130,Y,FG
3,hi,black,3,3,125,0.3,0.22,3,NA,NA,NA,NA,NA,NA,Boise2022_4923,WI,46,130,Y,FP
3,hi,black,3,4,70,0.21,0.1,1,NA,NA,NA,NA,NA,NA,Boise2022_4924,WI,98,108,Y,FG
3,hi,black,3,5,71,0.17,0.11,2,NA,NA,NA,NA,NA,NA,Boise2022_4925,WI,16,108,Y,FG
3,hi,black,3,6,19,0.04,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4926,WI,82,130,Y,FG
3,hi,black,3,8,22,0.06,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4928,WI,29,130,Y,FG
3,hi,black,3,9,30,0.06,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4929,WI,73,130,Y,FG
3,hi,black,4,1,32,0.08,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4931,WI,56,130,Y,FG
3,hi,black,4,10,60,0.12,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_4940,WI,75,130,Y,FG
3,hi,black,4,2,10,0.02,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_4932,WI,38,144,Y,FP
3,hi,black,4,3,77,0.2,0.1,2,NA,NA,NA,NA,NA,NA,Boise2022_4933,WI,39,130,Y,FG
3,hi,black,4,4,139,0.25,0.17,2,NA,NA,NA,NA,NA,NA,Boise2022_4934,WI,11,130,Y,FP
3,hi,black,4,5,55,0.11,0.06,1,NA,NA,NA,NA,NA,NA,Boise2022_4935,WI,96,130,Y,FG
3,hi,black,4,7,59,0.26,0.11,2,NA,NA,NA,NA,NA,NA,Boise2022_4937,WI,101,130,Y,FP
3,hi,black,4,8,6,0.01,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4938,WI,91,153,Y,FB
3,hi,black,4,9,35,0.08,0.08,1,NA,NA,NA,NA,NA,NA,Boise2022_4939,WI,102,130,Y,FG
3,hi,black,5,1,42,0.09,0.07,2,NA,NA,NA,NA,NA,NA,Boise2022_4941,WI,12,130,Y,FG
3,hi,black,5,10,48,0.07,0.06,2,NA,NA,NA,NA,NA,NA,Boise2022_4950,WI,20,130,Y,FG
3,hi,black,5,3,70,0.14,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_4943,WI,69,130,Y,FP
3,hi,black,5,6,85,0.22,0.08,2,NA,NA,NA,NA,NA,NA,Boise2022_4946,WI,49,130,Y,FG
3,hi,black,5,8,17,0.03,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4948,WI,68,130,Y,FP
3,hi,black,6,2,12,0.03,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_4952,WI,54,130,Y,FP
3,hi,black,6,4,11,0.03,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4954,WI,48,130,Y,FG
3,hi,black,6,5,75,0.18,0.14,3,NA,NA,NA,NA,NA,NA,Boise2022_4955,WI,47,130,Y,FG
3,hi,black,6,8,150,0.39,0.21,3,NA,NA,NA,NA,NA,NA,Boise2022_4958,WI,43,130,Y,FG
3,hi,black,7,3,9,0.02,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4963,WI,51,130,Y,FG
3,hi,black,7,4,13,0.02,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4964,WI,42,130,Y,FG
3,hi,black,7,5,30,0.07,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4965,WI,33,130,Y,FP
3,hi,black,7,6,50,0.12,0.07,1,NA,NA,NA,NA,NA,NA,Boise2022_4966,WI,55,130,Y,FG
3,hi,black,7,7,6,0.008,0.02,1,NA,NA,NA,NA,NA,NA,Boise2022_4967,WI,71,153,Y,FB
3,hi,black,7,8,60,0.12,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_4968,WI,100,130,Y,FG
3,hi,black,8,1,33,0.07,0.11,2,NA,NA,NA,NA,NA,NA,Boise2022_4971,WI,35,130,Y,FG
3,hi,black,8,10,7,0.01,0.12,1,NA,NA,NA,NA,NA,NA,Boise2022_4980,WI,1,153,Y,FB
3,hi,black,8,3,19,0.03,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_4973,WI,57,130,Y,FP
3,hi,black,8,5,91,0.2,0.1,1,NA,NA,NA,NA,NA,NA,Boise2022_4975,WI,32,108,Y,FG
3,hi,black,8,6,29,0.06,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4976,WI,76,130,Y,FG
3,hi,black,8,7,34,0.07,0.05,1,NA,NA,NA,NA,NA,NA,Boise2022_4977,WI,45,130,Y,FG
3,hi,black,8,8,71,0.17,0.11,1,NA,NA,NA,NA,NA,NA,Boise2022_4978,WI,13,130,Y,FG
3,hi,black,8,9,106,0.19,0.15,2,NA,NA,NA,NA,NA,NA,Boise2022_4979,WI,17,130,Y,FG
3,hi,black,9,1,55,0.12,0.1,1,NA,NA,NA,NA,NA,NA,Boise2022_4981,WI,5,130,Y,FG
3,hi,black,9,4,58,0.14,0.14,2,NA,NA,NA,NA,NA,NA,Boise2022_4984,WI,103,153,Y,FB
3,hi,black,9,8,21,0.07,0.06,2,NA,NA,NA,NA,NA,NA,Boise2022_4988,WI,24,130,Y,FG
3,hi,black,9,9,37,0.11,0.1,1,NA,NA,NA,NA,NA,NA,Boise2022_4989,WI,36,130,Y,FG
3,lo,black,10,1,112,0.18,0.14,2,NA,NA,NA,NA,NA,NA,Boise2022_5046,WI,5,153,Y,FG
3,lo,black,10,2,456,0.82,0.39,6,NA,NA,NA,NA,NA,NA,Boise2022_5047,WI,92,130,Y,FG
3,lo,black,10,3,94,0.15,0.12,4,NA,NA,NA,NA,NA,NA,Boise2022_5048,WI,67,153,Y,FG
3,lo,black,10,4,71,0.1,0.17,3,NA,NA,NA,NA,NA,NA,Boise2022_5049,WI,20,153,Y,FG
3,lo,black,10,5,22,0.03,0.09,1,NA,NA,NA,NA,NA,NA,Boise2022_5050,WI,6,153,Y,FB
3,lo,black,11,3,564,1.24,0.49,11,NA,NA,NA,NA,NA,NA,Boise2022_5053,WI,84,130,Y,FP
3,lo,black,11,5,369,0.59,0.33,4,NA,NA,NA,NA,NA,NA,Boise2022_5055,WI,86,130,Y,FG
3,lo,black,12,5,55,0.11,0.03,2,NA,NA,NA,NA,NA,NA,Boise2022_5060,WI,21,130,Y,FG
3,lo,black,13,3,470,0.78,0.48,5,NA,NA,NA,NA,NA,NA,Boise2022_5063,WI,40,130,Y,FG
3,lo,black,13,4,129,0.18,0.15,4,NA,NA,NA,NA,NA,NA,Boise2022_5064,WI,53,153,Y,FB
3,lo,black,13,5,339,0.61,0.3,5,NA,NA,NA,NA,NA,NA,Boise2022_5065,WI,58,130,Y,FG
3,lo,black,14,3,19,0.03,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_5068,WI,76,153,Y,FG
3,lo,black,14,4,394,0.71,0.37,5,NA,NA,NA,NA,NA,NA,Boise2022_5069,WI,37,130,Y,FG
3,lo,black,14,5,418,0.92,0.44,6,NA,NA,NA,NA,NA,NA,Boise2022_5070,WI,46,130,Y,FG
3,lo,black,15,1,327,0.72,0.41,7,NA,NA,NA,NA,NA,NA,Boise2022_5071,WI,51,130,Y,FG
3,lo,black,15,2,361,0.65,0.42,9,NA,NA,NA,NA,NA,NA,Boise2022_5072,WI,49,130,Y,FG
3,lo,black,15,5,175,0.42,0.21,6,NA,NA,NA,NA,NA,NA,Boise2022_5075,WI,72,130,Y,FG
3,lo,black,16,3,600,1.32,0.48,9,NA,NA,NA,NA,NA,NA,Boise2022_5078,WI,29,130,Y,FG
3,lo,black,16,4,162,0.39,0.21,4,NA,NA,NA,NA,NA,NA,Boise2022_5079,WI,36,130,Y,FG
3,lo,black,16,5,144,0.23,0.09,4,NA,NA,NA,NA,NA,NA,Boise2022_5080,WI,61,130,Y,FG
3,lo,black,17,1,82,0.18,0.06,2,NA,NA,NA,NA,NA,NA,Boise2022_5081,WI,13,130,Y,FG
3,lo,black,17,2,192,0.46,0.24,6,NA,NA,NA,NA,NA,NA,Boise2022_5082,WI,74,130,Y,FG
3,lo,black,17,4,406,0.65,0.35,7,NA,NA,NA,NA,NA,NA,Boise2022_5084,WI,38,130,Y,FG
3,lo,black,18,1,146,0.41,0.19,4,NA,NA,NA,NA,NA,NA,Boise2022_5086,WI,42,130,Y,FP
3,lo,black,18,2,160,0.32,0.13,2,NA,NA,NA,NA,NA,NA,Boise2022_5087,WI,34,130,Y,FP
3,lo,black,18,4,345,0.69,0.34,6,NA,NA,NA,NA,NA,NA,Boise2022_5089,WI,26,130,Y,FG
3,lo,black,18,5,104,0.25,0.18,4,NA,NA,NA,NA,NA,NA,Boise2022_5090,WI,105,130,Y,FG
3,lo,black,19,1,73,0.16,0.11,3,NA,NA,NA,NA,NA,NA,Boise2022_5091,WI,98,130,Y,FG
3,lo,black,19,3,30,0.15,0.21,4,NA,NA,NA,NA,NA,NA,Boise2022_5093,WI,35,130,Y,FG
3,lo,black,19,4,100,0.2,0.13,3,NA,NA,NA,NA,NA,NA,Boise2022_5094,WI,83,130,Y,FG
3,lo,black,19,5,339,0.61,0.49,4,NA,NA,NA,NA,NA,NA,Boise2022_5095,WI,16,130,Y,FG
3,lo,black,2,5,16,0.05,0.01,1,NA,NA,NA,NA,NA,NA,Boise2022_5010,WI,64,108,Y,FP
3,lo,black,20,2,185,0.37,0.22,4,NA,NA,NA,NA,NA,NA,Boise2022_5097,WI,150,130,Y,FG
3,lo,black,20,5,85,0.17,0.11,3,NA,NA,NA,NA,NA,NA,Boise2022_5100,WI,69,130,Y,FG
3,lo,black,3,2,119,0.19,0.07,2,NA,NA,NA,NA,NA,NA,Boise2022_5012,WI,68,153,Y,FG
3,lo,black,3,3,33,0.05,0.08,3,NA,NA,NA,NA,NA,NA,Boise2022_5013,WI,91,130,Y,FG
3,lo,black,3,5,155,0.31,0.13,4,NA,NA,NA,NA,NA,NA,Boise2022_5015,WI,9,130,Y,FP
3,lo,black,4,1,243,0.34,0.27,4,NA,NA,NA,NA,NA,NA,Boise2022_5016,WI,48,153,Y,FB
3,lo,black,4,3,65,0.17,0.11,4,NA,NA,NA,NA,NA,NA,Boise2022_5018,WI,88,130,Y,FP
3,lo,black,4,4,165,0.33,0.14,4,NA,NA,NA,NA,NA,NA,Boise2022_5019,WI,59,130,Y,FG
3,lo,black,5,1,221,0.53,0.17,6,NA,NA,NA,NA,NA,NA,Boise2022_5021,WI,73,130,Y,FG
3,lo,black,5,2,358,0.86,0.6,8,NA,NA,NA,NA,NA,NA,Boise2022_5022,WI,102,130,Y,FG
3,lo,black,5,3,464,1.02,0.61,7,NA,NA,NA,NA,NA,NA,Boise2022_5023,WI,47,130,Y,FG
3,lo,black,6,1,121,0.17,0.15,3,NA,NA,NA,NA,NA,NA,Boise2022_5026,WI,27,130,Y,FG
3,lo,black,7,1,344,0.55,0.38,5,NA,NA,NA,NA,NA,NA,Boise2022_5031,WI,87,130,Y,FP
3,lo,black,7,2,315,0.63,0.27,4,NA,NA,NA,NA,NA,NA,Boise2022_5032,WI,104,130,Y,FG
3,lo,black,7,3,319,0.51,0.43,6,NA,NA,NA,NA,NA,NA,Boise2022_5033,WI,89,130,Y,FG
3,lo,black,7,4,122,0.22,0.13,3,NA,NA,NA,NA,NA,NA,Boise2022_5034,WI,57,130,Y,FG
3,lo,black,8,1,128,0.23,0.14,3,NA,NA,NA,NA,NA,NA,Boise2022_5036,WI,28,130,Y,FG
3,lo,black,8,2,29,0.06,0.13,3,NA,NA,NA,NA,NA,NA,Boise2022_5037,WI,91,153,Y,FB
3,lo,black,8,3,361,0.65,0.21,5,NA,NA,NA,NA,NA,NA,Boise2022_5038,WI,32,130,Y,FP
3,lo,black,9,1,30,0.07,0.03,1,NA,NA,NA,NA,NA,NA,Boise2022_5041,WI,77,130,Y,FP
3,lo,black,9,3,250,0.3,0.41,5,NA,NA,NA,NA,NA,NA,Boise2022_5043,WI,3,153,Y,FG
3,lo,black,9,5,48,0.1,0.07,2,NA,NA,NA,NA,NA,NA,Boise2022_5045,WI,45,130,Y,FG
3,lo,white,1,3,54,0.15,0.07,2,NA,NA,NA,NA,NA,NA,Boise2022_5103,WI,49,130,Y,FG
3,lo,white,10,2,35,0.05,0.04,1,NA,NA,NA,NA,NA,NA,Boise2022_5147,WI,66,153,Y,FG
3,lo,white,11,1,2,0.002,0.006,1,NA,NA,NA,NA,NA,NA,Boise2022_5151,WI,21,153,Y,FB
