"plantID","jday","live","v","length_mm","herbivory","frost_heave","harvested","notes"
"BA2022_4049",115,"Y","V3",24,"N","N","N",""
"BA2022_4049",131,"Y","V3+",50,"N","N","N",""
"BA2022_4049",143,"Y","FG",NA,"N","N","N",""
"BA2022_4049",157,"Y","FG",NA,"N","N","N",""
"BA2022_4049",174,"Y","FG",NA,"N","N","N",""
"BA2022_4049",180,"Y","NA",116,"N","N","N",""
"BA2022_4049",180,"Y","FP",116,"N","N","N",""
"BA2022_4050",-21,"N","NA",NA,"N","N","N",""
"BA2022_4050",96,"Y","V3",42,"N","N","N",""
"BA2022_4050",115,"Y","V3",36,"N","N","N",""
"BA2022_4050",131,"Y","BS",55,"N","N","N",""
"BA2022_4050",143,"Y","BS",NA,"N","N","N",""
"BA2022_4050",157,"Y","FG",NA,"N","N","N",""
"BA2022_4050",174,"Y","FP",NA,"N","N","N","seed heads are missing"
"BA2022_4050",180,"N","NA",NA,"N","N","N",""
"BA2022_4051",-21,"Y","V0",14,"N","N","N",""
"BA2022_4051",96,"N","NA",NA,"N","N","N",""
"BA2022_4051",115,"N","NA",NA,"N","N","N",""
"BA2022_4051",131,"N","NA",NA,"N","N","N",""
"BA2022_4051",143,"N","NA",NA,"N","N","N",""
"BA2022_4051",157,"N","NA",NA,"N","N","N",""
"BA2022_4051",174,"N","NA",NA,"N","N","N",""
"BA2022_4051",180,"N","NA",NA,"N","N","N",""
"BA2022_4052",-21,"N","NA",NA,"N","N","N",""
"BA2022_4052",96,"N","NA",NA,"N","N","N",""
"BA2022_4052",115,"N","NA",NA,"N","N","N",""
"BA2022_4052",131,"Y","V1",20,"N","N","N",""
"BA2022_4052",143,"N","NA",NA,"N","N","N",""
"BA2022_4052",157,"N","NA",NA,"N","N","N",""
"BA2022_4052",174,"N","NA",NA,"N","N","N",""
"BA2022_4052",180,"N","NA",NA,"N","N","N",""
"BA2022_4053",-21,"N","NA",NA,"N","N","N",""
"BA2022_4053",96,"Y","V2",34,"N","N","N",""
"BA2022_4053",115,"Y","V2",40,"N","N","N",""
"BA2022_4053",131,"Y","V3+",34,"N","N","N",""
"BA2022_4053",143,"Y","BS",NA,"N","N","N",""
"BA2022_4053",157,"Y","FG",NA,"N","N","N",""
"BA2022_4053",174,"Y","FG",NA,"N","N","N",""
"BA2022_4053",180,"Y","FP",110,"N","N","N",""
"BA2022_4054",-21,"Y","V0",10,"N","N","N",""
"BA2022_4054",96,"Y","V3",47,"N","N","N",""
"BA2022_4054",115,"Y","V2",19,"N","N","N",""
"BA2022_4054",131,"Y","V3+",45,"N","N","N",""
"BA2022_4054",143,"Y","V3+",NA,"N","N","N",""
"BA2022_4054",157,"Y","FG",NA,"N","N","N",""
"BA2022_4054",174,"Y","FG",NA,"N","N","N",""
"BA2022_4054",180,"N","NA",NA,"N","N","N",""
"BA2022_4055",-21,"Y","V0",20,"N","N","N",""
