SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Yes or No),BRTE neighbors ,Final census date,Seeds (Yes or No),Seeds produced,Total plant dry mass (g),Seed mass (g),Seed drop (Y or N),Unfilled seeds,Smut seeds,Notes (Herbivore damage? Disease?)
CaseAoyamaS1,E,control,7,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,E,control,7.2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,E,control,7.4,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,1,0.00233,,,,,
CaseAoyamaS1,E,control,7.6,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,E,control,7.8,9/8/2021,11/3/2021,N,0,3/23/2022,Y,1,0.00294,,,,,
CaseAoyamaS1,E,control,8,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,E,control,8.2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,E,control,8.4,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,E,control,8.6,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,E,control,8.8,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,1,0.0062,,,,,
CaseAoyamaS1,E,control,9,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,pic
CaseAoyamaS1,E,control,9.2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,E,control,9.4,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,0.00081,,,,,
CaseAoyamaS1,E,control,9.6,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,0.00045,,,,,
CaseAoyamaS1,E,control,9.8,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,E,control,10,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,0.2,9/8/2021,11/3/2021,missing,0,3/23/2022,N,,,,,,,could not find
CaseAoyamaS1,N,control,0.4,9/8/2021,11/3/2021,N,0,3/23/2022,Y,5,0.00903,,,,,
CaseAoyamaS1,N,control,0.6,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,0.8,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,9,0.02554,,,,,pic
CaseAoyamaS1,N,control,1,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,hidden in bunchgrass
CaseAoyamaS1,N,control,1.2,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,1.4,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,1,0.00126,,,,,
CaseAoyamaS1,N,control,1.6,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,4,0.01496,,,,,
CaseAoyamaS1,N,control,1.8,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,11,0.02096,,,,,
CaseAoyamaS1,N,control,2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,2.2,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,2.4,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,5,0.0829,,,,,
CaseAoyamaS1,N,control,2.6,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,tiny
CaseAoyamaS1,N,control,2.8,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,3,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,2,0.00139,,,,,
CaseAoyamaS1,N,control,3.2,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,9,0.02209,,,,,
CaseAoyamaS1,N,control,3.4,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,3.6,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,3,0.0073,,,,,
CaseAoyamaS1,N,control,3.8,9/8/2021,11/3/2021,N,0,3/23/2022,Y,9,0.01955,,,,,
CaseAoyamaS1,N,control,4,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,13,0.03941,,,,,
CaseAoyamaS1,N,control,4.2,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,4.4,9/8/2021,11/3/2021,N,0,3/23/2022,Y,1,0.00554,,,,,
CaseAoyamaS1,N,control,4.6,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,tiny
CaseAoyamaS1,N,control,4.8,9/8/2021,11/3/2021,N,0,3/23/2022,Y,16,0.05041,,,,,
CaseAoyamaS1,N,control,5,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,5.2,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,tiny
CaseAoyamaS1,N,control,5.4,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,5.6,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,5.8,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,7,0.02074,,,,,
CaseAoyamaS1,N,control,6,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,5,0.0071,,,,,
CaseAoyamaS1,N,control,6.2,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,6,0.01835,,,,,
CaseAoyamaS1,N,control,6.4,9/8/2021,11/3/2021,N,0,3/23/2022,Y,1,0.00411,,,,,
CaseAoyamaS1,N,control,6.6,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,6.8,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,7,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,7.2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,broken off toothpick
CaseAoyamaS1,N,control,7.4,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,7.6,9/8/2021,11/3/2021,N,0,3/23/2022,Y,31,0.09392,,,,,
CaseAoyamaS1,N,control,7.8,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,20,0.06943,,,,,tiny
CaseAoyamaS1,N,control,8,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,tiny
CaseAoyamaS1,N,control,8.2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,8.4,9/8/2021,11/3/2021,N,0,3/23/2022,Y,4,0.00896,,,,,
CaseAoyamaS1,N,control,8.6,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,8.8,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,9,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,9.2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,broken off
CaseAoyamaS1,N,control,9.4,9/8/2021,11/3/2021,N,0,3/23/2022,Y,2,0.00459,,,,,
CaseAoyamaS1,N,control,9.6,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,9.8,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,N,control,10,9/8/2021,11/3/2021,N,0,3/23/2022,Y,1,0.00353,,,,,
CaseAoyamaS1,S,removal ,0.2,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,tiny general: resprouting bunchgrasses
CaseAoyamaS1,S,removal ,0.4,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,S,removal ,0.6,9/8/2021,11/3/2021,N,0,3/23/2022,Y,3,0.01216,,,,,
CaseAoyamaS1,S,removal ,0.8,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,S,removal ,1,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,pic
CaseAoyamaS1,S,removal ,1.2,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,pic
CaseAoyamaS1,S,removal ,1.4,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,S,removal ,1.6,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,pic
CaseAoyamaS1,S,removal ,1.8,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,8,0.02334,,,,,pic
CaseAoyamaS1,S,removal ,2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,S,removal ,2.2,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,7,0.01158,,,,,
CaseAoyamaS1,S,removal ,2.4,9/8/2021,11/3/2021,N,0,3/23/2022,Y,3,0.00564,,,,,
CaseAoyamaS1,S,removal ,2.6,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,3,0.00964,,,,,
CaseAoyamaS1,S,removal ,2.8,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,12,0.02783,,,,,
CaseAoyamaS1,S,removal ,3,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,7,0.0205,,,,,pic
CaseAoyamaS1,S,removal ,3.2,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,S,removal ,3.4,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,8,0.02823,,,,,
CaseAoyamaS1,S,removal ,3.6,9/8/2021,11/3/2021,Y,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,S,removal ,3.8,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,S,removal ,4,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,3,0.00257,,,,,tiny
CaseAoyamaS1,S,removal ,4.2,9/8/2021,11/3/2021,N,0,3/23/2022,Y,20,0.03853,,,,,
CaseAoyamaS1,S,removal ,4.4,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,16,0.02837,,,,,
CaseAoyamaS1,S,removal ,4.6,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,41,0.03464,,,,,
CaseAoyamaS1,S,removal ,4.8,9/8/2021,11/3/2021,Y,0,3/23/2022,Y,9,0.01322,,,,,
CaseAoyamaS1,S,removal ,5,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,0.2,9/8/2021,11/3/2021,N,0,3/23/2022,Y,7,0.02996,,,,,resprouting bunchgrasses throughout transect; herbivory damage
CaseAoyamaS1,W,removal ,0.4,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,0.6,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,0.8,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,1,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,1.2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,1.4,9/8/2021,11/3/2021,N,0,3/23/2022,Y,8,0.04231,,,,,
CaseAoyamaS1,W,removal ,1.6,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,1.8,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,2.2,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,2.4,9/8/2021,11/3/2021,N,0,3/23/2022,Y,5,0.02458,,,,,
CaseAoyamaS1,W,removal ,2.6,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,2.8,9/8/2021,11/3/2021,N,0,3/23/2022,Y,6,0.00959,,,,,
CaseAoyamaS1,W,removal ,3,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,3.2,9/8/2021,11/3/2021,N,0,3/23/2022,Y,17,0.0335,,,,,
CaseAoyamaS1,W,removal ,3.4,9/8/2021,11/3/2021,N,0,3/23/2022,Y,3,0.00508,,,,,
CaseAoyamaS1,W,removal ,3.6,9/8/2021,11/3/2021,N,0,3/23/2022,Y,3,0.00463,,,,,
CaseAoyamaS1,W,removal ,3.8,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,4,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,4.2,9/8/2021,11/3/2021,N,0,3/23/2022,Y,4,0.0085,,,,,
CaseAoyamaS1,W,removal ,4.4,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,4.6,9/8/2021,11/3/2021,N,0,3/23/2022,N,,,,,,,
CaseAoyamaS1,W,removal ,4.8,9/8/2021,11/3/2021,N,0,3/23/2022,Y,9,0.02833,,,,,
CaseAoyamaS1,W,removal ,5,9/8/2021,11/3/2021,N,0,3/23/2022,Y,13,0.05522,,,,,
EnsingS1 SuRDC,N,Control,0.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,0.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,0.6,9/7/2021,11/15/2021,Y,55,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,0.8,9/7/2021,11/15/2021,Y,42,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,1.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,1.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,1.4,9/7/2021,11/15/2021,Y,16,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,1.6,9/7/2021,11/15/2021,Y,41,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,1.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,2.0,9/7/2021,11/15/2021,Y,39,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,2.2,9/7/2021,11/15/2021,Y,34,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,2.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,ants
EnsingS1 SuRDC,N,Control,2.6,9/7/2021,11/15/2021,Y,45,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,2.8,9/7/2021,11/15/2021,Y,30,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,3.0,9/7/2021,11/15/2021,Y,15,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,3.2,9/7/2021,11/15/2021,Y,12,5/13/2022,Y,3,0.011,,,,,
EnsingS1 SuRDC,N,Control,3.4,9/7/2021,11/15/2021,Y,18,5/13/2022,Y,5,0.025,,,,,
EnsingS1 SuRDC,N,Control,3.6,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,3.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,4.0,9/7/2021,11/15/2021,Y,20,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,4.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,4.4,9/7/2021,11/15/2021,Y,6,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,4.6,9/7/2021,11/15/2021,Y,6,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,4.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,5.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,5.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,5.4,9/7/2021,11/15/2021,Y,15,5/13/2022,Y,2,0.007,,,,,
EnsingS1 SuRDC,N,Control,5.6,9/7/2021,11/15/2021,Y,12,5/13/2022,Y,3,0.004,,,,,
EnsingS1 SuRDC,N,Control,5.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,6.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,6.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,6.4,9/7/2021,11/15/2021,Y,11,5/13/2022,Y,6,0.015,,,,,
EnsingS1 SuRDC,N,Control,6.6,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,6.8,9/7/2021,11/15/2021,Y,35,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,7.0,9/7/2021,11/15/2021,Y,13,5/13/2022,Y,2,0.009,,,,,
EnsingS1 SuRDC,N,Control,7.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,7.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,7.6,9/7/2021,11/15/2021,Y,27,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,7.8,9/7/2021,11/15/2021,Y,35,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,8.0,9/7/2021,11/15/2021,Y,35,5/13/2022,Y,2,0.005,,,,,
EnsingS1 SuRDC,N,Control,8.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,8.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,8.6,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,8.8,9/7/2021,11/15/2021,Y,50,5/13/2022,Y,2,0.008,,,,,
EnsingS1 SuRDC,N,Control,9.0,9/7/2021,11/15/2021,Y,25,5/13/2022,Y,7,0.022,,,,,
EnsingS1 SuRDC,N,Control,9.2,9/7/2021,11/15/2021,Y,55,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,9.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,9.6,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,9.8,9/7/2021,11/15/2021,Y,30,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,N,Control,10.0,9/7/2021,11/15/2021,Y,30,5/13/2022,Y,1,0.003,,,,,
EnsingS1 SuRDC,S,Control,0.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,0.4,9/7/2021,11/15/2021,Y,25,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,0.6,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,0.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,1.0,9/7/2021,11/15/2021,Y,40,5/13/2022,Y,1,0.006,,,,,
EnsingS1 SuRDC,S,Control,1.2,9/7/2021,11/15/2021,Y,25,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,1.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,1.6,9/7/2021,11/15/2021,Y,15,5/13/2022,Y,4,0.007,,,,,
EnsingS1 SuRDC,S,Control,1.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,2.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,2.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,2.4,9/7/2021,11/15/2021,Y,30,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,2.6,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,2.8,9/7/2021,11/15/2021,Y,30,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,3.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,3.2,9/7/2021,11/15/2021,Y,35,5/13/2022,Y,11,0.038,,,,,
EnsingS1 SuRDC,S,Control,3.4,9/7/2021,11/15/2021,Y,35,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,3.6,9/7/2021,11/15/2021,N,NA,5/13/2022,Y,,,,,,,
EnsingS1 SuRDC,S,Control,3.8,9/7/2021,11/15/2021,Y,50,5/13/2022,Y,49,0.119,,,,,
EnsingS1 SuRDC,S,Control,4.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,0.003,,,,,skewer broken
EnsingS1 SuRDC,S,Control,4.2,9/7/2021,11/15/2021,Y,30,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,4.4,9/7/2021,11/15/2021,Y,25,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,4.6,9/7/2021,11/15/2021,N,NA ,5/13/2022,Y,17,0.045,,,,,
EnsingS1 SuRDC,S,Control,4.8,9/7/2021,11/15/2021,N,NA ,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,5.0,9/7/2021,11/15/2021,Y,10,5/13/2022,Y,9,0.018,,,,,
EnsingS1 SuRDC,S,Control,5.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,5.4,9/7/2021,11/15/2021,Y,20,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,5.6,9/7/2021,11/15/2021,Y,15,5/13/2022,Y,4,0.013,,,,,
EnsingS1 SuRDC,S,Control,5.8,9/7/2021,11/15/2021,Y,25,5/13/2022,Y,7,0.031,,,,,
EnsingS1 SuRDC,S,Control,6.0,9/7/2021,11/15/2021,Y,25,5/13/2022,Y,3,0.011,,,,,tiny
EnsingS1 SuRDC,S,Control,6.2,9/7/2021,11/15/2021,Y,20,5/13/2022,Y,34,0.058,,,,,
EnsingS1 SuRDC,S,Control,6.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,6.6,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,6.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,7.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,7.2,9/7/2021,11/15/2021,Y,15,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,7.4,9/7/2021,11/15/2021,Y,30,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,7.6,9/7/2021,11/15/2021,Y,25,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,7.8,9/7/2021,11/15/2021,Y,20,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,8.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,8.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,8.4,9/7/2021,11/15/2021,Y,40,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,8.6,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,8.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,9.0,9/7/2021,11/15/2021,Y,20,5/13/2022,NA,,,,,,,ants
EnsingS1 SuRDC,S,Control,9.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,skewer broken
EnsingS1 SuRDC,S,Control,9.4,9/7/2021,11/15/2021,Y,25,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,9.6,9/7/2021,11/15/2021,Y,15,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,9.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,S,Control,10.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,2.2,9/7/2021,11/15/2021,Y,12,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,2.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,2.6,9/7/2021,11/15/2021,Y,2,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,2.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,ants
EnsingS1 SuRDC,E,Removal,3.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,3.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,3.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,3.6,9/7/2021,11/15/2021,Y,16,5/13/2022,NA,13,0.049,,,,,
EnsingS1 SuRDC,E,Removal,3.8,9/7/2021,11/15/2021,Y,12,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,4.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,4.2,9/7/2021,11/15/2021,Y,11,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,4.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,4.6,9/7/2021,11/15/2021,Y,7,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,4.8,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,5.0,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,5.2,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,ants
EnsingS1 SuRDC,E,Removal,5.4,9/7/2021,11/15/2021,N,NA,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,5.6,9/7/2021,11/15/2021,Y,11,5/13/2022,Y,19,0.038,,,,,all seeds diseased
EnsingS1 SuRDC,E,Removal,5.8,9/7/2021,11/15/2021,Y,26,5/13/2022,NA,,,,,,,
EnsingS1 SuRDC,E,Removal,6.0,9/7/2021,11/15/2021,Y,9,5/13/2022,NA,,,,,,,skewer broken
EnsingS1 SuRDC,E,Removal,6.2,9/7/2021,11/15/2021,Y,11,5/13/2022,NA,,,,,,,
