SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y/N),BRTE neighbors ,Final census date,Seeds (Y/N),Seeds produced,Total plant dry mass (g),Seed mass (g),Seed drop (Y/N),Unfilled seeds,Smut seeds,Notes (Herbivore damage? Disease?),,,,,,,,,
HPGRS AGCR,S,Control,8.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,8.5,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,8.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,8.9,9/7/2022,10/12/2022,MISSING,0,7/19/2023,N,0,0,0,N,0,N,MISSING ,,,,,,,,,
HPGRS AGCR,S,Control,9.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,9.3,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,9.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,9.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,9.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,10.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,2.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,2.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,"frost heave, smut",,,,,,,,,
HPGRS AGCR,E,Removal,2.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,2.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,E,Removal,3.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,"toothpick pulled out by rabbit (?), seed had emerged but died as of 10/12/2022, placed back into ground, toothpick missing as of 4/12/2023",,,,,,,,,
HPGRS AGCR,E,Removal,3.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,E,Removal,3.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,E,Removal,3.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,E,Removal,3.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,4.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,E,Removal,4.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,4.5,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,4.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,4.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,E,Removal,5.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,"toothpick pulled out by rabbit (?), seed had emerged but died as of 10/12/2022, placed back into ground, toothpick missing as of 4/12/2023",,,,,,,,,
HPGRS AGCR,E,Removal,5.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,E,Removal,5.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,"toothpick pulled out by rabbit (?), seed had emerged but died as of 10/12/2022, placed back into ground",,,,,,,,,
HPGRS AGCR,E,Removal,5.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
HPGRS AGCR,E,Removal,5.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,E,Removal,6.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,6.3,9/7/2022,10/12/2022,Y,0,7/19/2023,Y,4767.89,7.679,4.615,N,823,N,ripe seeds subsampled,,,,,,,,,
HPGRS AGCR,E,Removal,6.5,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,6.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,6.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,E,Removal,7.1,9/7/2022,10/12/2022,Y,0,7/19/2023,Y,438,1.692,0.282,N,9,Y,"frost heave, smut",,,,,,,,,
HPGRS AGCR,W,Removal,2.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,2.5,9/7/2022,10/12/2022,Y,0,7/19/2023,Y,15163,24.818,8.719,N,0,Y,"frost heave, smut, ripe seeds subsampled. Reweighed ripe seed mass >0.1g, originally recorded as 8.823.  Adjusted seed counts accordingly.",,,,,,,,,
HPGRS AGCR,W,Removal,2.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,"toothpick pulled out by rabbit (?), seed had emerged but died as of 10/12/2022, placed back into ground, toothpick missing as of 4/12/2023",,,,,,,,,
HPGRS AGCR,W,Removal,2.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,W,Removal,3.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,3.3,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,3.5,9/7/2022,10/12/2022,Y,0,7/19/2023,y,30803,26.722,30.793,N,0,N,"frost heave, ripe seeds subsampled, Reweighed ripe seeds as 30.793g.",,,,,,,,,
HPGRS AGCR,W,Removal,3.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,3.9,9/7/2022,10/12/2022,Y,0,7/19/2023,Y,13565,11.19,15.9934,N,4248,N,"frost heave, ripe seeds subsampled. Reweighed unripe seed mass as 0.875g",,,,,,,,,
HPGRS AGCR,W,Removal,4.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,4.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,4.5,9/7/2022,10/12/2022,Y,0,7/19/2023,Y,26759,37.636,21.987,N,0,Y,"frost heave- toothpick broken, smut, subsampled ripe seeds. Reweighed ripe seed mass >0.1, originally recorded as 22.063g. Reweighed total plant dry mass >0.1g, originally recorded as 37.417.  Adjusted seed counts accordingly.",,,,,,,,,
HPGRS AGCR,W,Removal,4.7,9/7/2022,10/12/2022,Y,0,7/19/2023,Y,36628,23.279,35.285,N,0,N,"frost heave, subsampled ripe seeds. Reweighed ripe seeds >0.1g, originally recorded as 35.527.  Adjusted seed counts accordingly.",,,,,,,,,
HPGRS AGCR,W,Removal,4.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,5.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,5.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,5.5,9/7/2022,10/12/2022,MISSING,0,7/19/2023,Y,9858,26.391,25.032,N,6809,N,"unripe seeds subsampled. Reweighed unripe seeds >0.1g, originally recorded as 1.036.  Adjusted seed counts accordingly.",,,,,,,,,
HPGRS AGCR,W,Removal,5.7,9/7/2022,10/12/2022,MISSING,0,7/19/2023,N,0,0,0,N,0,N,MISSING,,,,,,,,,
HPGRS AGCR,W,Removal,5.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
HPGRS AGCR,W,Removal,6.1,9/7/2022,10/12/2022,MISSING,0,7/19/2023,N,0,0,0,N,0,N,MISSING,,,,,,,,,
HPGRS AGCR,W,Removal,6.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,6.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,6.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,W,Removal,6.9,9/7/2022,10/12/2022,Y,0,7/19/2023,Y,5855,12.077,4.956,N,0,Y,"frost heave, smut, unripe seeds subsampled. Reweighed ripe seeds as 4.951g",,,,,,,,,
HPGRS AGCR,W,Removal,7.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,N,Removal,2.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,2.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,2.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,2.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,"toothpick pulled out by rabbit (?), seed had emerged but died, placed back into ground",,,,,,,,,
FAR NORTH CPER,N,Removal,3.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,missing twist tie,,,,,,,,,
FAR NORTH CPER,N,Removal,3.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,missing twist tie,,,,,,,,,
FAR NORTH CPER,N,Removal,3.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,3.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,3.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,4.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,4.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,4.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,4.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,missing twist tie,,,,,,,,,
FAR NORTH CPER,N,Removal,4.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,5.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,missing twist tie,,,,,,,,,
FAR NORTH CPER,N,Removal,5.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,5.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,5.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,missing twist tie,,,,,,,,,
FAR NORTH CPER,N,Removal,5.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,6.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,6.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,6.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,N,Removal,6.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,"frost heave, missing twist tie",,,,,,,,,
FAR NORTH CPER,N,Removal,6.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,N,Removal,7.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,2.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,E,Removal,2.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,2.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,2.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,3.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,3.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,E,Removal,3.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,3.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,3.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,4.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,4.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,4.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,4.7,9/6/2022,10/13/2022,Y,0,7/11/2023,Y,972,1.776,0.8835,N,33,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,4.9,9/6/2022,10/13/2022,Y,0,7/11/2023,Y,237,1.162,0.074,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,5.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,E,Removal,5.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,5.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,5.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,Broken toothpick ,,,,,,,,,
FAR NORTH CPER,E,Removal,5.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,6.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,6.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,E,Removal,6.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,6.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,E,Removal,6.9,9/6/2022,10/13/2022,Y,0,7/11/2023,Y,475,1.009,0.237,N,0,N,green,,,,,,,,,
FAR NORTH CPER,E,Removal,7.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,0.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,0.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,0.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,0.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,1.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,S,Control,1.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,1.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,1.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,1.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,2.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,2.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,2.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,2.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,2.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,3.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
FAR NORTH CPER,S,Control,3.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,3.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,3.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,3.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,4.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,4.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,4.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,4.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,4.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,5.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,5.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,5.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,5.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,5.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,6.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,6.3,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,6.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,6.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,6.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,7.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,7.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,7.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,7.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,7.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,8.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,8.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,8.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,8.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,S,Control,8.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,tookpick broken,,,,,,,,,
FAR NORTH CPER,S,Control,9.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,9.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,9.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,9.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,S,Control,9.9,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,S,Control,10.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,0.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,0.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,0.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,possible emergence ,,,,,,,,,
FAR NORTH CPER,W,Control,0.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,1.1,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,1.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,1.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,1.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,1.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,W,Control,2.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,2.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,2.5,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,2.7,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,2.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,W,Control,3.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,3.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,W,Control,3.5,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
FAR NORTH CPER,W,Control,3.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,3.9,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,4.1,9/6/2022,10/13/2022,N,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,4.3,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
FAR NORTH CPER,W,Control,4.5,9/6/2022,10/13/2022,MISSING,0,7/11/2023,N,0,0,0,N,0,N,"toothpick missing 10/13/2022; found 4/17/2023, no emergence ",,,,,,,,,
FAR NORTH CPER,W,Control,4.7,9/6/2022,10/13/2022,Y,0,7/11/2023,N,0,0,0,N,0,N,,,,,,,,,,
