SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y/N),BRTE neighbors ,Final census date,Seeds (Y/N),Seeds produced,Total plant dry mass (g),Seed mass (g),Seed drop (Y/N),Unfilled seeds,Smut seeds,Notes (Herbivore damage? Disease?),,,,,,,,,
TB FIRE,N,Control,8.9,8/30/2022,10/28/2022,N,17,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,N,Control,9.1,8/30/2022,10/28/2022,N,11,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,N,Control,9.3,8/30/2022,10/28/2022,Y,14,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,N,Control,9.5,8/30/2022,10/28/2022,N,21,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,N,Control,9.7,8/30/2022,10/28/2022,Y,14,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,N,Control,9.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,N,Control,10.1,8/30/2022,10/28/2022,Y,4,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,0.3,8/30/2022,10/28/2022,N,2,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,0.5,8/30/2022,10/28/2022,MISSING,-1,6/27/2023,N,0,0,0,N,0,N,toothpick missing,,,,,,,,,
TB FIRE,E,Control,0.7,8/30/2022,10/28/2022,Y,1,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,0.9,8/30/2022,10/28/2022,MISSING,-1,6/27/2023,N,0,0,0,N,0,N,toothpick missing,,,,,,,,,
TB FIRE,E,Control,1.1,8/30/2022,10/28/2022,N,1,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,1.3,8/30/2022,10/28/2022,N,1,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,1.5,8/30/2022,10/28/2022,N,4,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,1.7,8/30/2022,10/28/2022,N,4,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,1.9,8/30/2022,10/28/2022,N,2,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,2.1,8/30/2022,10/28/2022,N,1,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,2.3,8/30/2022,10/28/2022,Y,1,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,2.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,2.7,8/30/2022,10/28/2022,Y,1,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,2.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,3.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,3.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,3.5,8/30/2022,10/28/2022,N,2,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,3.7,8/30/2022,10/28/2022,N,1,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,3.9,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,4.1,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,4.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,4.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,4.7,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,4.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,5.1,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,5.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,5.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,5.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,5.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,6.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,6.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,6.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,6.7,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,6.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,7.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,7.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,7.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,7.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,7.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,8.1,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,8.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,8.5,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,E,Control,8.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,8.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,9.1,8/30/2022,10/28/2022,N,2,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,9.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,9.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,9.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,9.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,E,Control,10.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,2.3,8/30/2022,10/28/2022,N,0,6/27/2023,Y,5,0.003,0.0032,N,0,N,"frost heave, small plant",,,,,,,,,
TB FIRE,S,Removal,2.5,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,2.7,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,1920,2.549,1.464,N,0,Y,"frost heave, smut",,,,,,,,,
TB FIRE,S,Removal,2.9,8/30/2022,10/28/2022,N,0,6/27/2023,Y,909,0.621,0.751,N,291,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,3.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,S,Removal,3.3,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,1033,0.818,0.871,N,231,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,3.5,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,3.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,3.9,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,4.1,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,S,Removal,4.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,4.5,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,4.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,4.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,5.1,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,360,0.22,0.326,N,132,N,,,,,,,,,,
TB FIRE,S,Removal,5.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,5.5,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,2557,2.296,1.979,N,927,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,5.7,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,586,0.546,0.686,N,281,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,5.9,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,6.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,S,Removal,6.3,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,11,0.043,0.0023,N,0,N,,,,,,,,,,
TB FIRE,S,Removal,6.5,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,2277,3.228,2.664,N,1367,N,,,,,,,,,,
TB FIRE,S,Removal,6.7,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
TB FIRE,S,Removal,6.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,S,Removal,7.1,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,2.3,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,549,0.634,0.457,N,0,N,"frost heave, moldy",,,,,,,,,
TB FIRE,W,Removal,2.5,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,28,0.032,0.008,N,0,N,frost heave,,,,,,,,,
TB FIRE,W,Removal,2.7,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,W,Removal,2.9,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,2936,2.833,2.249,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,3.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,W,Removal,3.3,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0.005,0,Y,0,N,"frost heave, sickly, unsure if seeds were ever produced",,,,,,,,,
TB FIRE,W,Removal,3.5,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,W,Removal,3.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,3.9,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
TB FIRE,W,Removal,4.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,4.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,4.5,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,282,0.139,0.19,N,133,N,,,,,,,,,,
TB FIRE,W,Removal,4.7,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,252,0.252,0.155,N,108,N,,,,,,,,,,
TB FIRE,W,Removal,4.9,8/30/2022,10/28/2022,N,0,6/27/2023,Y,0,0.021,0,Y,0,N,seed drop,,,,,,,,,
TB FIRE,W,Removal,5.1,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,5.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,5.5,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,5.7,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,2156,1.345,1.511,N,0,Y,"frost heave, smut",,,,,,,,,
TB FIRE,W,Removal,5.9,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
TB FIRE,W,Removal,6.1,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,6.3,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,6.5,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,6.7,8/30/2022,10/28/2022,N,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,6.9,8/30/2022,10/28/2022,Y,0,6/27/2023,N,0,0,0,N,0,N,,,,,,,,,,
TB FIRE,W,Removal,7.1,8/30/2022,10/28/2022,Y,0,6/27/2023,Y,587,0.368,0.382,N,80,N,,,,,,,,,,
HPGRS AGCR,N,Control,0.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,0.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,0.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,0.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,1.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,1.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,1.5,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,1.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,1.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,2.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,2.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,2.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,2.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,2.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,3.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,3.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,3.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,3.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,3.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,4.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,4.3,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,4.5,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,4.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,4.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,5.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,5.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,5.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,5.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,5.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,6.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,6.3,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,6.5,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,6.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,6.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,7.1,9/7/2022,10/12/2022,MISSING,0,7/19/2023,N,0,0,0,N,0,N,MISSING,,,,,,,,,
HPGRS AGCR,N,Control,7.3,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,7.5,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,7.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,7.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,8.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,8.3,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,8.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,8.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,8.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,9.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,9.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,N,Control,9.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,9.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,9.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,N,Control,10.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,0.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,0.5,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,0.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,0.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,1.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,1.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,1.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,1.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,1.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,2.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,2.3,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,2.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,2.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,2.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,3.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,3.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,3.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,3.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,3.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,Tip broken on toothpick,,,,,,,,,
HPGRS AGCR,S,Control,4.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,4.3,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,4.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,4.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,4.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,5.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,5.3,9/7/2022,10/12/2022,MISSING,0,7/19/2023,N,0,0,0,N,0,N,MISSING,,,,,,,,,
HPGRS AGCR,S,Control,5.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,5.7,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,5.9,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,6.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,toothpick broken,,,,,,,,,
HPGRS AGCR,S,Control,6.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,6.5,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,6.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,6.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,7.1,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
HPGRS AGCR,S,Control,7.3,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,7.5,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,7.7,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,7.9,9/7/2022,10/12/2022,Y,0,7/19/2023,N,0,0,0,N,0,N,frost heave,,,,,,,,,
HPGRS AGCR,S,Control,8.1,9/7/2022,10/12/2022,N,0,7/19/2023,N,0,0,0,N,0,N,,,,,,,,,,
