SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,Litter depth (if >1cm),Notes
SouthEden,S,control,0.2,BRTE,5,,
SouthEden,S,control,0.2,POSE,15,,
SouthEden,S,control,0.2,bare,10,,
SouthEden,S,control,0.2,litter,65,,
SouthEden,S,control,0.4,BRTE,2,,
SouthEden,S,control,0.4,POSE,10,,
SouthEden,S,control,0.4,litter,90,,
SouthEden,S,control,0.6,BRTE,2,,
SouthEden,S,control,0.6,HECO,2,,
SouthEden,S,control,0.6,POSE,5,,
SouthEden,S,control,0.6,bare,20,,
SouthEden,S,control,0.6,litter,75,,
SouthEden,S,control,0.8,BRTE,5,,
SouthEden,S,control,0.8,POSE,10,,
SouthEden,S,control,0.8,HECO,2,,
SouthEden,S,control,0.8,bare,10,,
SouthEden,S,control,0.8,litter,75,,
SouthEden,S,control,1.2,BRTE,2,,
SouthEden,S,control,1.2,POSE,5,,
SouthEden,S,control,1.2,HECO,15,,
SouthEden,S,control,1.2,crust,30,,
SouthEden,S,control,1.2,litter,50,,
SouthEden,S,control,1.4,BRTE,1,,
SouthEden,S,control,1.4,POSE,5,,
SouthEden,S,control,1.4,HECO,20,,
SouthEden,S,control,1.4,crust,40,,
SouthEden,S,control,1.4,litter,35,,
SouthEden,S,control,1.8,BRTE,5,,
SouthEden,S,control,1.8,POSE,10,,
SouthEden,S,control,1.8,HECO,5,,
SouthEden,S,control,1.8,moss,50,,
SouthEden,S,control,1.8,litter,30,,
SouthEden,S,control,2,BRTE,5,,
SouthEden,S,control,2,HECO,10,,
SouthEden,S,control,2,POSE,5,,
SouthEden,S,control,2,moss,30,,
SouthEden,S,control,2,bare,20,,
SouthEden,S,control,2,litter,30,,
SouthEden,S,control,2.2,BRTE,2,,
SouthEden,S,control,2.2,POSE,5,,
SouthEden,S,control,2.2,HECO,5,,
SouthEden,S,control,2.2,moss,20,,
SouthEden,S,control,2.2,bare,15,,
SouthEden,S,control,2.2,litter,55,,
SouthEden,S,control,2.4,BRTE,5,,
SouthEden,S,control,2.4,HECO,5,,
SouthEden,S,control,2.4,POSE,5,,
SouthEden,S,control,2.4,ALDE,1,,
SouthEden,S,control,2.4,moss,15,,
SouthEden,S,control,2.4,litter,70,,
SouthEden,S,control,2.6,BRTE,5,,
SouthEden,S,control,2.6,ALDE,2,,
SouthEden,S,control,2.6,POSE,2,,
SouthEden,S,control,2.6,HECO,5,,
SouthEden,S,control,2.6,moss,10,,
SouthEden,S,control,2.6,litter,80,,
SouthEden,S,control,2.8,BRTE,2,,
SouthEden,S,control,2.8,HECO,40,,
SouthEden,S,control,2.8,litter,60,,
SouthEden,S,control,3.2,BRTE,5,,
SouthEden,S,control,3.2,POSE,5,,
SouthEden,S,control,3.2,bare,10,,
SouthEden,S,control,3.2,ALDE,1,,
SouthEden,S,control,3.2,litter,80,,
SouthEden,S,control,3.4,BRTE,15,,
SouthEden,S,control,3.4,POSE,2,,
SouthEden,S,control,3.4,ALDE,1,,
SouthEden,S,control,3.4,HECO,2,,
SouthEden,S,control,3.4,bare,10,,
SouthEden,S,control,3.4,litter,70,,
SouthEden,S,control,3.6,BRTE,5,,
SouthEden,S,control,3.6,POSE,10,,
SouthEden,S,control,3.6,ALDE,1,,
SouthEden,S,control,3.6,crust,15,,
SouthEden,S,control,3.6,litter,70,,
SouthEden,S,control,3.8,BRTE,5,,
SouthEden,S,control,3.8,POSE,2,,
SouthEden,S,control,3.8,HECO,80,,
SouthEden,S,control,3.8,litter,15,,
SouthEden,S,control,4,BRTE,10,,
SouthEden,S,control,4,HECO,10,,
SouthEden,S,control,4,POSE,15,,
SouthEden,S,control,4,moss,30,,
SouthEden,S,control,4,litter,35,,
SouthEden,S,control,4.2,BRTE,5,,
SouthEden,S,control,4.2,POSE,10,,
SouthEden,S,control,4.2,moss,10,,
SouthEden,S,control,4.2,litter,75,,
SouthEden,S,control,4.4,BRTE,5,,
SouthEden,S,control,4.4,POSE,5,,
SouthEden,S,control,4.4,moss,30,,
SouthEden,S,control,4.4,litter,60,,
SouthEden,S,control,4.6,BRTE,5,,
SouthEden,S,control,4.6,HECO,25,,
SouthEden,S,control,4.6,POSE,2,,
SouthEden,S,control,4.6,moss,40,,
SouthEden,S,control,4.6,litter,30,,
SouthEden,S,control,4.8,BRTE,5,,
SouthEden,S,control,4.8,POSE,5,,
SouthEden,S,control,4.8,ALDE,1,,
SouthEden,S,control,4.8,HECO,2,,
SouthEden,S,control,4.8,litter,87,,
SouthEden,S,control,5,BRTE,15,,
SouthEden,S,control,5,ALDE,2,,
SouthEden,S,control,5,litter,83,,
SouthEden,S,control,5,HECO,1,,
SouthEden,S,control,5.2,BRTE,5,,
SouthEden,S,control,5.2,ALDE,1,,
SouthEden,S,control,5.2,POSE,2,,
SouthEden,S,control,5.2,bare,5,,
SouthEden,S,control,5.2,moss,2,,
SouthEden,S,control,5.2,litter,85,,
SouthEden,S,control,5.4,BRTE,2,,
SouthEden,S,control,5.4,POSE,15,,
SouthEden,S,control,5.4,HECO,15,,
SouthEden,S,control,5.4,ALDE,1,,
SouthEden,S,control,5.4,moss,5,,
SouthEden,S,control,5.4,litter,62,,
SouthEden,S,control,5.6,BRTE,5,,
SouthEden,S,control,5.6,CHVI,15,,
SouthEden,S,control,5.6,bare,40,,
SouthEden,S,control,5.6,litter,40,,
SouthEden,S,control,5.8,BRTE,5,,
SouthEden,S,control,5.8,ALDE,1,,
SouthEden,S,control,5.8,bare,10,,
SouthEden,S,control,5.8,litter,84,,
SouthEden,S,control,6,BRTE,5,,
SouthEden,S,control,6,POSE,10,,
SouthEden,S,control,6,HECO,1,,
SouthEden,S,control,6,moss,35,,
SouthEden,S,control,6,litter,49,,
SouthEden,S,control,6.2,BRTE,2,,
SouthEden,S,control,6.2,HECO,5,,
SouthEden,S,control,6.2,TRDU,1,,
SouthEden,S,control,6.2,ALDE,1,,
SouthEden,S,control,6.2,biocrust,10,,
SouthEden,S,control,6.2,bare,15,,
SouthEden,S,control,6.2,litter,66,,
SouthEden,S,control,6.4,BRTE,5,,
SouthEden,S,control,6.4,HECO,10,,
SouthEden,S,control,6.4,moss,40,,
SouthEden,S,control,6.4,litter,45,,
SouthEden,S,control,6.6,BRTE,2,,
SouthEden,S,control,6.6,ALDE,1,,
SouthEden,S,control,6.6,HECO,1,,
SouthEden,S,control,6.6,moss,30,,
SouthEden,S,control,6.6,litter,66,,
SouthEden,S,control,6.8,BRTE,5,,
SouthEden,S,control,6.8,POSE,10,,
SouthEden,S,control,6.8,HECO,1,,
SouthEden,S,control,6.8,bare,2,,
SouthEden,S,control,6.8,moss,5,,
SouthEden,S,control,6.8,litter,77,,
SouthEden,S,control,7,BRTE,1,,
SouthEden,S,control,7,HECO,5,,
SouthEden,S,control,7,moss,45,,
SouthEden,S,control,7,litter,44,,
SouthEden,S,control,7,CHVI,5,,
SouthEden,S,control,7.2,CHVI,55,,
SouthEden,S,control,7.2,HECO,15,,
SouthEden,S,control,7.2,BRTE,1,,
SouthEden,S,control,7.2,moss,20,,
SouthEden,S,control,7.2,litter,9,,
SouthEden,S,control,7.4,CHVI,35,,
SouthEden,S,control,7.4,BRTE,1,,
SouthEden,S,control,7.4,moss,35,,
SouthEden,S,control,7.4,litter,29,,
SouthEden,S,control,7.4,HECO,1,,
SouthEden,S,control,7.4,POSE,2,,
SouthEden,S,control,7.6,BRTE,2,,
SouthEden,S,control,7.6,CHVI,40,,
SouthEden,S,control,7.6,HECO,1,,
SouthEden,S,control,7.6,AGSM,1,,
SouthEden,S,control,7.6,moss,35,,
SouthEden,S,control,7.6,litter,20,,
SouthEden,S,control,7.8,CHVI,90,,
SouthEden,S,control,7.8,litter,10,,
SouthEden,S,control,7.8,HECO,1,,
SouthEden,S,control,8,CHVI,90,,
SouthEden,S,control,8,BRTE,1,,
SouthEden,S,control,8,HECO,2,,
SouthEden,S,control,8,litter,7,,
SouthEden,S,control,8.2,CHVI,85,,
SouthEden,S,control,8.2,BRTE,1,,
SouthEden,S,control,8.2,HECO,1,,
SouthEden,S,control,8.2,moss,2,,
SouthEden,S,control,8.2,litter,11,,
SouthEden,S,control,8.4,CHVI,35,,
SouthEden,S,control,8.4,BRTE,1,,
SouthEden,S,control,8.4,HECO,5,,
SouthEden,S,control,8.4,POSE,2,,
SouthEden,S,control,8.4,litter,57,,
SouthEden,S,control,8.6,BRTE,1,,
SouthEden,S,control,8.6,CHVI,30,,
SouthEden,S,control,8.6,HECO,1,,
SouthEden,S,control,8.6,litter,68,,
SouthEden,S,control,8.8,CHVI,30,,
SouthEden,S,control,8.8,HECO,1,,
SouthEden,S,control,8.8,litter,69,,
SouthEden,S,control,9,BRTE,1,,
SouthEden,S,control,9,CHVI,2,,
SouthEden,S,control,9,HECO,5,,
SouthEden,S,control,9,bare,20,,
SouthEden,S,control,9,litter,72,,
SouthEden,S,control,9.2,POSE,5,,
SouthEden,S,control,9.2,HECO,1,,
SouthEden,S,control,9.2,bare,25,,
SouthEden,S,control,9.2,litter,69,,
SouthEden,S,control,9.4,POSE,2,,
SouthEden,S,control,9.4,ARTR,30,,
SouthEden,S,control,9.4,bare,10,,
SouthEden,S,control,9.4,litter,58,,
SouthEden,S,control,9.6,ARTR,90,,
SouthEden,S,control,9.6,POSE,1,,
SouthEden,S,control,9.6,bare,5,,
SouthEden,S,control,9.6,litter,5,,
SouthEden,S,control,9.8,BRTE,1,,
SouthEden,S,control,9.8,ARTR,25,,
SouthEden,S,control,9.8,POSE,1,,
SouthEden,S,control,9.8,HECO,1,,
SouthEden,S,control,9.8,bare,5,,
SouthEden,S,control,9.8,litter,68,,
SouthEden,S,control,10,BRTE,5,,
SouthEden,S,control,10,POSE,2,,
SouthEden,S,control,10,bare,2,,
SouthEden,S,control,10,litter,91,,
SouthEden,W,control,0.2,HECO,1,,
SouthEden,W,control,0.2,POSE,5,,
SouthEden,W,control,0.2,BRTE,1,,
SouthEden,W,control,0.2,litter,95,,
SouthEden,W,control,0.4,BRTE,2,,
SouthEden,W,control,0.4,POSE,5,,
SouthEden,W,control,0.4,HECO,1,,
SouthEden,W,control,0.4,bare,10,,
SouthEden,W,control,0.4,litter,85,,
SouthEden,W,control,0.6,BRTE,2,,
SouthEden,W,control,0.6,HECO,5,,
SouthEden,W,control,0.6,POSE,2,,
SouthEden,W,control,0.6,bare,10,,
SouthEden,W,control,0.6,litter,85,,
SouthEden,W,control,0.8,BRTE,1,,
SouthEden,W,control,0.8,POSE,5,,
SouthEden,W,control,0.8,HECO,1,,
SouthEden,W,control,0.8,crust,20,,
SouthEden,W,control,0.8,bare,25,,
SouthEden,W,control,0.8,litter,50,,
SouthEden,W,control,1,BRTE,5,,
SouthEden,W,control,1,POSE,10,,
SouthEden,W,control,1,HECO,10,,
SouthEden,W,control,1,bare,10,,
SouthEden,W,control,1,litter,65,,
SouthEden,W,control,1.2,BRTE,2,,
SouthEden,W,control,1.2,POSE,10,,
SouthEden,W,control,1.2,ALDE,1,,
SouthEden,W,control,1.2,bare,15,,
SouthEden,W,control,1.2,litter,75,,
SouthEden,W,control,1.4,BRTE,2,,
SouthEden,W,control,1.4,HECO,5,,
SouthEden,W,control,1.4,POSE,10,,
SouthEden,W,control,1.4,AGSM,2,,
SouthEden,W,control,1.4,bare,10,,
SouthEden,W,control,1.4,litter,75,,
SouthEden,W,control,1.6,BRTE,2,,
SouthEden,W,control,1.6,TRDU,5,,
SouthEden,W,control,1.6,POSE,5,,
SouthEden,W,control,1.6,AGSM,1,,
SouthEden,W,control,1.6,ALDE,1,,
SouthEden,W,control,1.6,bare,30,,
SouthEden,W,control,1.6,litter,60,,
SouthEden,W,control,1.8,BRTE,1,,
SouthEden,W,control,1.8,HECO,5,,
SouthEden,W,control,1.8,POSE,10,,
SouthEden,W,control,1.8,Nothocalais,1,,
SouthEden,W,control,1.8,moss,10,,
SouthEden,W,control,1.8,litter,75,,
SouthEden,W,control,2,HECO,2,,
SouthEden,W,control,2,POSE,15,,
SouthEden,W,control,2,Nothocalais,2,,
SouthEden,W,control,2,bare,20,,
SouthEden,W,control,2,litter,65,,
SouthEden,W,control,2.2,BRTE,1,,
SouthEden,W,control,2.2,POSE,10,,
SouthEden,W,control,2.2,AGSM,5,,
SouthEden,W,control,2.2,CHVI,5,,
SouthEden,W,control,2.2,bare,50,,
SouthEden,W,control,2.2,litter,30,,
SouthEden,W,control,2.6,BRTE,2,,
SouthEden,W,control,2.6,HECO,1,,
SouthEden,W,control,2.6,POSE,25,,
SouthEden,W,control,2.6,crust,15,,
SouthEden,W,control,2.6,litter,60,,
SouthEden,W,control,2.8,BRTE,5,,
SouthEden,W,control,2.8,POSE,10,,
SouthEden,W,control,2.8,CHVI,30,,
SouthEden,W,control,2.8,litter,55,,
SouthEden,W,control,3,BRTE,1,,
SouthEden,W,control,3,POSE,10,,
SouthEden,W,control,3,AGSM,1,,
SouthEden,W,control,3,HECO,1,,
SouthEden,W,control,3,crust,5,,
SouthEden,W,control,3,litter,85,,
SouthEden,W,control,3.2,BRTE,1,,
SouthEden,W,control,3.2,POSE,5,,
SouthEden,W,control,3.2,ALDE,2,,
SouthEden,W,control,3.2,HECO,1,,
SouthEden,W,control,3.2,crust,20,,
SouthEden,W,control,3.2,litter,5,,
SouthEden,W,control,3.2,bare,70,,
SouthEden,W,control,3.6,BRTE,1,,
SouthEden,W,control,3.6,HECO,10,,
SouthEden,W,control,3.6,ALDE,2,,
SouthEden,W,control,3.6,POSE,5,,
SouthEden,W,control,3.6,litter,40,,
SouthEden,W,control,3.6,bare,45,,
SouthEden,W,control,3.8,TRDU,2,,
SouthEden,W,control,3.8,ALDE,2,,
SouthEden,W,control,3.8,PHLO,2,,
SouthEden,W,control,3.8,POSE,2,,
SouthEden,W,control,3.8,litter,10,,
SouthEden,W,control,3.8,bare,85,,
SouthEden,W,control,4,BRTE,2,,
SouthEden,W,control,4,ALDE,1,,
SouthEden,W,control,4,HECO,1,,
SouthEden,W,control,4,POSE,1,,
SouthEden,W,control,4,PHLO,5,,
SouthEden,W,control,4,litter,90,,
SouthEden,W,control,4.2,BRTE,1,,
SouthEden,W,control,4.2,HECO,5,,
SouthEden,W,control,4.2,POSE,5,,
SouthEden,W,control,4.2,litter,5,,
SouthEden,W,control,4.2,moss,85,,
SouthEden,W,control,5,BRTE,2,,
SouthEden,W,control,5,POSE,5,,
SouthEden,W,control,5,litter,5,,
SouthEden,W,control,5,crust,90,,
SouthEden,W,control,5.2,missing,,,
SouthEden,W,control,5.4,missing,,,
SouthEden,W,control,5.6,BRTE,1,,
SouthEden,W,control,5.6,HECO,2,,
SouthEden,W,control,5.6,bare,2,,
SouthEden,W,control,5.6,litter,95,,
SouthEden,W,control,5.8,BRTE,2,,
SouthEden,W,control,5.8,HECO,5,,
SouthEden,W,control,5.8,bare,5,,
SouthEden,W,control,5.8,litter,88,,
SouthEden,W,control,6,BRTE,1,,
SouthEden,W,control,6,bare,15,,
SouthEden,W,control,6,litter,84,,
SouthEden,W,control,6.2,BRTE,1,,
SouthEden,W,control,6.2,HECO,1,,
SouthEden,W,control,6.2,litter,98,,
SouthEden,W,control,6.4,ALDE,1,,
SouthEden,W,control,6.4,CHNA,80,,
SouthEden,W,control,6.4,litter,19,,
SouthEden,W,control,6.6,BRTE,1,,
SouthEden,W,control,6.6,HECO,2,,
SouthEden,W,control,6.6,CHNA,35,,
SouthEden,W,control,6.6,bare,5,,
SouthEden,W,control,6.6,litter,57,,
SouthEden,W,control,6.8,BRTE,2,,
SouthEden,W,control,6.8,CHNA,25,,
SouthEden,W,control,6.8,litter,72,,
SouthEden,W,control,6.8,Nothocalais,1,,
SouthEden,W,control,7,ALDE,1,,
SouthEden,W,control,7,HECO,1,,
SouthEden,W,control,7,biocrust,15,,
SouthEden,W,control,7,moss,20,,
SouthEden,W,control,7,bare,5,,
SouthEden,W,control,7,litter,58,,
SouthEden,W,control,7.2,HECO,5,,
SouthEden,W,control,7.2,ALDE,1,,
SouthEden,W,control,7.2,POSE,1,,
SouthEden,W,control,7.2,biocrust,5,,
SouthEden,W,control,7.2,Nothocalais,1,,
SouthEden,W,control,7.2,litter,87,,
SouthEden,W,control,7.4,missing,NA,,
SouthEden,W,control,7.6,BRTE,1,,
SouthEden,W,control,7.6,HECO,2,,
SouthEden,W,control,7.6,POSE,2,,
SouthEden,W,control,7.6,moss,35,,
SouthEden,W,control,7.6,litter,60,,
SouthEden,W,control,7.8,BRTE,1,,
SouthEden,W,control,7.8,ALDE,1,,
SouthEden,W,control,7.8,POSE,5,,
SouthEden,W,control,7.8,HECO,1,,
SouthEden,W,control,7.8,biocrust,40,,
SouthEden,W,control,7.8,litter,52,,
SouthEden,W,control,8,BRTE,1,,
SouthEden,W,control,8,HECO,2,,
SouthEden,W,control,8,AGSM,1,,
SouthEden,W,control,8,POSE,2,,
SouthEden,W,control,8,moss,35,,
SouthEden,W,control,8,biocrust,10,,
SouthEden,W,control,8,litter,48,,
SouthEden,W,control,8,ALDE,1,,
SouthEden,W,control,8.2,POSE,10,,
SouthEden,W,control,8.2,HECO,1,,
SouthEden,W,control,8.2,moss,15,,
SouthEden,W,control,8.2,bare,30,,
SouthEden,W,control,8.2,litter,44,,
SouthEden,W,control,8.4,AGSM,1,,
SouthEden,W,control,8.4,POSE,5,,
SouthEden,W,control,8.4,moss,10,,
SouthEden,W,control,8.4,biocrust,15,,
SouthEden,W,control,8.4,bare,15,,
SouthEden,W,control,8.4,litter,54,,
SouthEden,W,control,8.6,POSE,5,,
SouthEden,W,control,8.6,BRTE,1,,
SouthEden,W,control,8.6,moss,45,,
SouthEden,W,control,8.6,biocrust,25,,
SouthEden,W,control,8.6,litter,24,,
SouthEden,W,control,8.8,POSE,10,,
SouthEden,W,control,8.8,Nothocalais,2,,
SouthEden,W,control,8.8,bare,15,,
SouthEden,W,control,8.8,biocrust,35,,
SouthEden,W,control,8.8,moss,5,,
SouthEden,W,control,8.8,litter,33,,
SouthEden,W,control,9,POSE,10,,
SouthEden,W,control,9,Nothocalais,1,,
SouthEden,W,control,9,moss,10,,
SouthEden,W,control,9,biocrust,30,,
SouthEden,W,control,9,bare,5,,
SouthEden,W,control,9,ALDE,1,,
SouthEden,W,control,9,litter,43,,
SouthEden,W,control,9.2,BRTE,1,,
SouthEden,W,control,9.2,POSE,10,,
SouthEden,W,control,9.2,AGSM,2,,
SouthEden,W,control,9.2,Nothocalais,2,,
SouthEden,W,control,9.2,biocrust,35,,
SouthEden,W,control,9.2,litter,50,,
SouthEden,W,control,9.4,POSE,15,,
SouthEden,W,control,9.4,BRTE,1,,
SouthEden,W,control,9.4,moss,45,,
SouthEden,W,control,9.4,litter,39,,
SouthEden,W,control,9.6,BRTE,5,,
SouthEden,W,control,9.6,POSE,5,,
SouthEden,W,control,9.6,moss,80,,
SouthEden,W,control,9.6,litter,10,,
SouthEden,W,control,9.8,POSE,5,,
SouthEden,W,control,9.8,BRTE,2,,
SouthEden,W,control,9.8,HECO,1,,
SouthEden,W,control,9.8,Nothocalais,1,,
SouthEden,W,control,9.8,litter,10,,
SouthEden,W,control,9.8,moss,80,,
SouthEden,W,control,9.8,AGSM,1,,
SouthEden,W,control,10,BRTE,2,,
SouthEden,W,control,10,AGSM,1,,
SouthEden,W,control,10,HECO,1,,
SouthEden,W,control,10,POSE,5,,
SouthEden,W,control,10,litter,30,,
SouthEden,W,control,10,CHVI,1,,
SouthEden,W,control,10,moss,60,,
SouthEden,N,removal,2.2,POSE,5,,
SouthEden,N,removal,2.2,HECO,1,,
SouthEden,N,removal,2.2,bare,25,,
SouthEden,N,removal,2.2,litter,70,,
SouthEden,N,removal,2.4,BRTE,1,,
SouthEden,N,removal,2.4,HECO,2,,
SouthEden,N,removal,2.4,moss,40,,
SouthEden,N,removal,2.4,litter,60,,
SouthEden,N,removal,2.8,BRTE,2,,
SouthEden,N,removal,2.8,HECO,2,,
SouthEden,N,removal,2.8,ALDE,1,,
SouthEden,N,removal,2.8,moss,30,,
SouthEden,N,removal,2.8,litter,65,,
SouthEden,N,removal,3,HECO,10,,
SouthEden,N,removal,3,POSE,5,,
SouthEden,N,removal,3,ALDE,1,,
SouthEden,N,removal,3,LISE,1,,
SouthEden,N,removal,3,litter,85,,
SouthEden,N,removal,3.2,BRTE,1,,
SouthEden,N,removal,3.2,HECO,5,,
SouthEden,N,removal,3.2,POSE,15,,
SouthEden,N,removal,3.2,litter,80,,
SouthEden,N,removal,3.4,ALDE,2,,
SouthEden,N,removal,3.4,HECO,5,,
SouthEden,N,removal,3.4,POSE,5,,
SouthEden,N,removal,3.4,litter,90,,
SouthEden,N,removal,3.6,BRTE,10,,
SouthEden,N,removal,3.6,HECO,10,,
SouthEden,N,removal,3.6,ALDE,1,,
SouthEden,N,removal,3.6,POSE,2,,
SouthEden,N,removal,3.6,litter,80,,
SouthEden,N,removal,3.8,ALDE,2,,
SouthEden,N,removal,3.8,HECO,5,,
SouthEden,N,removal,3.8,BRTE,5,,
SouthEden,N,removal,3.8,crust,50,,
SouthEden,N,removal,3.8,litter,40,,
SouthEden,N,removal,4,BRTE,2,,
SouthEden,N,removal,4,ALDE,2,,
SouthEden,N,removal,4,HECO,2,,
SouthEden,N,removal,4,unknown perennial Boraginaceae,5,,
SouthEden,N,removal,4,bare,30,,
SouthEden,N,removal,4,litter,60,,
SouthEden,N,removal,4.2,BRTE,2,,
SouthEden,N,removal,4.2,POSE,5,,
SouthEden,N,removal,4.2,HECO,2,,
SouthEden,N,removal,4.2,ALDE,5,,
SouthEden,N,removal,4.2,litter,90,,
SouthEden,N,removal,4.4,ALDE,1,,
SouthEden,N,removal,4.4,bare,99,,
SouthEden,N,removal,4.6,BRTE,1,,
SouthEden,N,removal,4.6,POSE,2,,
SouthEden,N,removal,4.6,ALDE,5,,
SouthEden,N,removal,4.6,litter,50,,
SouthEden,N,removal,4.6,bare,45,,
SouthEden,N,removal,4.8,BRTE,10,,
SouthEden,N,removal,4.8,ALDE,1,,
SouthEden,N,removal,4.8,litter,15,,
SouthEden,N,removal,4.8,bare,75,,
SouthEden,N,removal,5,BRTE,5,,
SouthEden,N,removal,5,HECO,10,,
SouthEden,N,removal,5,litter,85,,
SouthEden,N,removal,5.2,BRTE,5,,
SouthEden,N,removal,5.2,POSE,10,,
SouthEden,N,removal,5.2,ALDE,1,,
SouthEden,N,removal,5.2,bare,15,,
SouthEden,N,removal,5.2,litter,70,,
SouthEden,N,removal,5.4,HECO,5,,
SouthEden,N,removal,5.4,ALDE,2,,
SouthEden,N,removal,5.4,POSE,5,,
SouthEden,N,removal,5.4,crust,80,,
SouthEden,N,removal,5.4,litter,10,,
SouthEden,N,removal,5.6,POSE,20,,
SouthEden,N,removal,5.6,LISE,1,,
SouthEden,N,removal,5.6,litter,10,,
SouthEden,N,removal,5.6,crust,70,,
SouthEden,N,removal,5.8,HECO,10,,
SouthEden,N,removal,5.8,LISE,1,,
SouthEden,N,removal,5.8,BRTE,1,,
SouthEden,N,removal,5.8,litter,10,,
SouthEden,N,removal,5.8,crust,20,,
SouthEden,N,removal,5.8,bare,60,,
SouthEden,N,removal,6,BRTE,2,,
SouthEden,N,removal,6,POSE,5,,
SouthEden,N,removal,6,LISE,2,,
SouthEden,N,removal,6,bare,20,,
SouthEden,N,removal,6,litter,75,,
SouthEden,N,removal,6.2,BRTE,2,,
SouthEden,N,removal,6.2,HECO,10,,
SouthEden,N,removal,6.2,POSE,5,,
SouthEden,N,removal,6.2,ALDE,1,,
SouthEden,N,removal,6.2,bare,10,,
SouthEden,N,removal,6.2,litter,75,,
SouthEden,N,removal,6.4,BRTE,2,,
SouthEden,N,removal,6.4,LISE,2,,
SouthEden,N,removal,6.4,POSE,5,,
SouthEden,N,removal,6.4,crust,15,,
SouthEden,N,removal,6.4,litter,80,,
SouthEden,N,removal,6.8,BRTE,5,,
SouthEden,N,removal,6.8,LISE,1,,
SouthEden,N,removal,6.8,HECO,2,,
SouthEden,N,removal,6.8,litter,25,,
SouthEden,N,removal,6.8,crust,70,,
SouthEden,N,removal,7,BRTE,2,,
SouthEden,N,removal,7,ALDE,2,,
SouthEden,N,removal,7,HECO,2,,
SouthEden,N,removal,7,litter,15,,
SouthEden,N,removal,7,bare,80,,
SouthEden,E,removal,2.2,BRTE,2,,
SouthEden,E,removal,2.2,ALDE,5,,
SouthEden,E,removal,2.2,LISE,1,,
SouthEden,E,removal,2.2,PHLO,1,,
SouthEden,E,removal,2.2,bare,5,,
SouthEden,E,removal,2.2,litter,86,,
SouthEden,E,removal,2.4,BRTE,5,,
SouthEden,E,removal,2.4,HECO,1,,
SouthEden,E,removal,2.4,bare,5,,
SouthEden,E,removal,2.4,litter,89,,
SouthEden,E,removal,2.6,BRTE,5,,
SouthEden,E,removal,2.6,bare,40,,
SouthEden,E,removal,2.6,litter,55,,
SouthEden,E,removal,2.8,BRTE,2,,
SouthEden,E,removal,2.8,ALDE,1,,
SouthEden,E,removal,2.8,bare,35,,
SouthEden,E,removal,2.8,litter,62,,
SouthEden,E,removal,3,BRTE,1,,
SouthEden,E,removal,3,POSE,2,,
SouthEden,E,removal,3,ALDE,1,,
SouthEden,E,removal,3,bare,25,,
SouthEden,E,removal,3,litter,71,,
SouthEden,E,removal,3.2,PHLO,1,,
SouthEden,E,removal,3.2,bare,5,,
SouthEden,E,removal,3.2,litter,94,,
SouthEden,E,removal,3.4,ALDE,1,,
SouthEden,E,removal,3.4,HECO,1,,
SouthEden,E,removal,3.4,BRTE,1,,
SouthEden,E,removal,3.4,biocrust,5,,
SouthEden,E,removal,3.4,litter,92,,
SouthEden,E,removal,3.6,BRTE,1,,
SouthEden,E,removal,3.6,ALDE,1,,
SouthEden,E,removal,3.6,POSE,2,,
SouthEden,E,removal,3.6,litter,96,,
SouthEden,E,removal,3.8,ALDE,1,,
SouthEden,E,removal,3.8,POSE,5,,
SouthEden,E,removal,3.8,litter,94,,
SouthEden,E,removal,4,HECO,2,,
SouthEden,E,removal,4,Nothocalais,2,,
SouthEden,E,removal,4,POSE,1,,
SouthEden,E,removal,4,biocrust,10,,
SouthEden,E,removal,4,moss,10,,
SouthEden,E,removal,4,litter,70,,
SouthEden,E,removal,4,bare,5,,
SouthEden,E,removal,4.2,ALDE,2,,
SouthEden,E,removal,4.2,HECO,1,,
SouthEden,E,removal,4.2,Nothocalais,1,,
SouthEden,E,removal,4.2,POSE,2,,
SouthEden,E,removal,4.2,biocrust,35,,
SouthEden,E,removal,4.2,litter,61,,
SouthEden,E,removal,4.4,BRTE,2,,
SouthEden,E,removal,4.4,Nothocalais,2,,
SouthEden,E,removal,4.4,TRDU,1,,
SouthEden,E,removal,4.4,ALDE,1,,
SouthEden,E,removal,4.4,crust,35,,
SouthEden,E,removal,4.4,litter,59,,
SouthEden,E,removal,4.6,POSE,5,,
SouthEden,E,removal,4.6,ALDE,2,,
SouthEden,E,removal,4.6,bare,45,,
SouthEden,E,removal,4.6,litter,48,,
SouthEden,E,removal,4.8,ALDE,2,,
SouthEden,E,removal,4.8,bare,10,,
SouthEden,E,removal,4.8,litter,88,,
SouthEden,E,removal,5,ALDE,5,,
SouthEden,E,removal,5,Nothocalais,1,,
SouthEden,E,removal,5,bare,40,,
SouthEden,E,removal,5,litter,54,,
SouthEden,E,removal,5.2,ALDE,5,,
SouthEden,E,removal,5.2,POSE,2,,
SouthEden,E,removal,5.2,biocrust,25,,
SouthEden,E,removal,5.2,litter,40,,
SouthEden,E,removal,5.2,bare,28,,
SouthEden,E,removal,5.4,ALDE,2,,
SouthEden,E,removal,5.4,POSE,5,,
SouthEden,E,removal,5.4,crust,10,,
SouthEden,E,removal,5.4,bare,30,,
SouthEden,E,removal,5.4,litter,53,,
SouthEden,E,removal,5.6,POSE,10,,
