SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,Litter depth (if >1cm),Notes
Peavine,S,control,7.5,ELEL,50,,
Peavine,S,control,7.5,ALSI,10,,
Peavine,S,control,7.5,BRTE,5,,
Peavine,S,control,7.5,bare,35,,
Peavine,S,control,7.7,ELEL,10,,
Peavine,S,control,7.7,ALSI,20,,
Peavine,S,control,7.7,BRTE,5,,
Peavine,S,control,7.7,litter,10,,
Peavine,S,control,7.7,bare,55,,
Peavine,S,control,7.9,EPBR,5,,
Peavine,S,control,7.9,ALSI,20,,
Peavine,S,control,7.9,PLSP,5,,
Peavine,S,control,7.9,litter,10,,
Peavine,S,control,7.9,bare,60,,
Peavine,S,control,8.1,PHLO,40,,
Peavine,S,control,8.1,ALSI,20,,
Peavine,S,control,8.1,litter,20,,
Peavine,S,control,8.1,bare,20,,
Peavine,S,control,8.3,ALSI,30,,
Peavine,S,control,8.3,BRTE,10,,
Peavine,S,control,8.3,litter,10,,
Peavine,S,control,8.3,bare,50,,
Peavine,S,control,8.5,PLSP,30,,
Peavine,S,control,8.5,ALSI,30,,
Peavine,S,control,8.5,BRTE,20,,
Peavine,S,control,8.5,litter,10,,
Peavine,S,control,8.5,bare,10,,
Peavine,S,control,8.7,ALSI,20,,
Peavine,S,control,8.7,BRTE,5,,
Peavine,S,control,8.7,litter,20,,
Peavine,S,control,8.7,bare,55,,
Peavine,S,control,8.9,PLSP,50,,
Peavine,S,control,8.9,BRTE,10,,
Peavine,S,control,8.9,ALSI,20,,
Peavine,S,control,8.9,litter,10,,
Peavine,S,control,8.9,bare,10,,
Peavine,S,control,9.1,ALSI,10,,
Peavine,S,control,9.1,BRTE,10,,
Peavine,S,control,9.1,MIGR,5,,
Peavine,S,control,9.1,litter,10,,
Peavine,S,control,9.1,bare,65,,
Peavine,S,control,9.3,ALSI,30,,
Peavine,S,control,9.3,EPBR,5,,
Peavine,S,control,9.3,BRTE,5,,
Peavine,S,control,9.3,litter,20,,
Peavine,S,control,9.3,bare,40,,
Peavine,S,control,9.5,TECA,30,,
Peavine,S,control,9.5,ALSI,20,,
Peavine,S,control,9.5,litter,40,,
Peavine,S,control,9.5,bare,10,,
Peavine,S,control,9.7,CRIN,40,,
Peavine,S,control,9.7,BRTE,10,,
Peavine,S,control,9.7,ALSI,10,,
Peavine,S,control,9.7,litter,20,,
Peavine,S,control,9.7,bare,20,,
Peavine,S,control,9.9,PRAN,80,,
Peavine,S,control,9.9,ALSI,10,,
Peavine,S,control,9.9,BRTE,10,,
Peavine,S,control,9.9,litter,10,,
Peavine,S,control,9.9,bare,5,,
Peavine,S,control,10.1,PRAN,70,,
Peavine,S,control,10.1,BRTE,20,,
Peavine,S,control,10.1,litter,10,,
Pearlwise,N,Control,0.2,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,N,Control,0.4,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,N,Control,0.6,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,N,Control,0.8,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,N,Control,1,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,N,Control,1.2,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,N,Control,1.4,BRTE,90,N/A,
Pearlwise,N,Control,1.4,Litter,9.95,N/A,
Pearlwise,N,Control,1.4,bare,0.05,N/A,
Pearlwise,N,Control,1.6,,,N/A,"Toothpick missing, so no data"
Pearlwise,N,Control,1.8,BRTE,80,N/A,
Pearlwise,N,Control,1.8,Litter,20,N/A,
Pearlwise,N,Control,2,BRTE,75,N/A,
Pearlwise,N,Control,2,Litter,12,N/A,
Pearlwise,N,Control,2,bare,13,N/A,
Pearlwise,N,Control,2.2,BRTE,75,N/A,
Pearlwise,N,Control,2.2,HECO,12,N/A,
Pearlwise,N,Control,2.2,Litter,12.95,N/A,
Pearlwise,N,Control,2.2,bare,0.05,N/A,
Pearlwise,N,Control,2.4,BRTE,75,N/A,
Pearlwise,N,Control,2.4,POSE,3,N/A,
Pearlwise,N,Control,2.4,HOUM,3,N/A,
Pearlwise,N,Control,2.4,Litter,19,N/A,
Pearlwise,N,Control,2.6,BRTE,50,N/A,
Pearlwise,N,Control,2.6,POSE,3,N/A,
Pearlwise,N,Control,2.6,Litter,46.95,N/A,
Pearlwise,N,Control,2.6,bare,0.05,N/A,
Pearlwise,N,Control,2.8,BRTE,6,N/A,
Pearlwise,N,Control,2.8,POSE,0.05,N/A,
Pearlwise,N,Control,2.8,Litter,25,N/A,
Pearlwise,N,Control,2.8,bare,68.95,N/A,
Pearlwise,N,Control,3,BRTE,50,N/A,
Pearlwise,N,Control,3,HOUM,0.05,N/A,
Pearlwise,N,Control,3,Litter,25,N/A,
Pearlwise,N,Control,3,bare,24.95,N/A,
Pearlwise,N,Control,3.2,BRTE,50,N/A,
Pearlwise,N,Control,3.2,PHLO,0.05,N/A,
Pearlwise,N,Control,3.2,Litter,49.95,N/A,
Pearlwise,N,Control,3.4,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,N,Control,3.6,POSE,90,N/A,In a POSE bunchgrass base
Pearlwise,N,Control,3.6,BRTE,0.05,N/A,In a POSE bunchgrass base
Pearlwise,N,Control,3.6,Litter,3,N/A,In a POSE bunchgrass base
Pearlwise,N,Control,3.6,bare,6.95,N/A,In a POSE bunchgrass base
Pearlwise,N,Control,3.8,POSE,6,N/A,
Pearlwise,N,Control,3.8,BRTE,12,N/A,
Pearlwise,N,Control,3.8,Litter,12,N/A,
Pearlwise,N,Control,3.8,bare,70,N/A,
Pearlwise,N,Control,4,POSE,25,N/A,
Pearlwise,N,Control,4,BRTE,3,N/A,
Pearlwise,N,Control,4,Litter,3,N/A,
Pearlwise,N,Control,4,bare,69,N/A,
Pearlwise,N,Control,4.2,BRTE,25,N/A,
Pearlwise,N,Control,4.2,ARTR,30,N/A,
Pearlwise,N,Control,4.2,Litter,45,N/A,
Pearlwise,N,Control,4.4,BRTE,75,N/A,
Pearlwise,N,Control,4.4,ARTR,50,N/A,Overhanging into this plot's space
Pearlwise,N,Control,4.4,Litter,25,N/A,
Pearlwise,N,Control,4.6,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,N,Control,4.8,HECO,50,N/A,
Pearlwise,N,Control,4.8,HOUM,6,N/A,
Pearlwise,N,Control,4.8,BRTE,6,N/A,
Pearlwise,N,Control,4.8,Litter,37.95,N/A,
Pearlwise,N,Control,4.8,bare,0.05,N/A,
Pearlwise,N,Control,5,HOUM,25,N/A,
Pearlwise,N,Control,5,POSE,25,N/A,
Pearlwise,N,Control,5,BRTE,3,N/A,
Pearlwise,N,Control,5,Litter,46.95,N/A,
Pearlwise,N,Control,5,bare,0.05,N/A,
Pearlwise,N,Control,5.2,HOUM,12,N/A,
Pearlwise,N,Control,5.2,BRTE,6,N/A,
Pearlwise,N,Control,5.2,Litter,79,N/A,
Pearlwise,N,Control,5.2,bare,3,N/A,
Pearlwise,N,Control,5.4,Lupine sp.,25,N/A,
Pearlwise,N,Control,5.4,BRTE,12,N/A,
Pearlwise,N,Control,5.4,Litter,12,N/A,
Pearlwise,N,Control,5.4,bare,51,N/A,
Pearlwise,N,Control,5.6,ARTR,3,N/A,
Pearlwise,N,Control,5.6,BRTE,12,N/A,
Pearlwise,N,Control,5.6,Litter,6,N/A,
Pearlwise,N,Control,5.6,bare,79,N/A,
Pearlwise,N,Control,5.8,POSE,0.05,N/A,
Pearlwise,N,Control,5.8,BRTE,3,N/A,
Pearlwise,N,Control,5.8,Litter,12,N/A,
Pearlwise,N,Control,5.8,bare,84.95,N/A,
Pearlwise,N,Control,6,BRTE,6,N/A,
Pearlwise,N,Control,6,EPBR,0.05,N/A,
Pearlwise,N,Control,6,HOUM,0.05,N/A,
Pearlwise,N,Control,6,Litter,12,N/A,
Pearlwise,N,Control,6,bare,81.9,N/A,
Pearlwise,N,Control,6.2,TRDU,12,N/A,
Pearlwise,N,Control,6.2,BRTE,3,N/A,
Pearlwise,N,Control,6.2,HOUM,0.05,N/A,
Pearlwise,N,Control,6.2,Litter,50,N/A,
Pearlwise,N,Control,6.2,bare,34.95,N/A,
Pearlwise,N,Control,6.4,BRTE,25,N/A,
Pearlwise,N,Control,6.4,PHLO,0.05,N/A,
Pearlwise,N,Control,6.4,Litter,25,N/A,
Pearlwise,N,Control,6.4,bare,49.95,N/A,
Pearlwise,N,Control,6.6,BRTE,3,N/A,
Pearlwise,N,Control,6.6,Litter,0.05,N/A,
Pearlwise,N,Control,6.6,bare,96.95,N/A,
Pearlwise,N,Control,6.8,POSE,60,N/A,
Pearlwise,N,Control,6.8,BRTE,0.05,N/A,
Pearlwise,N,Control,6.8,Litter,0.05,N/A,
Pearlwise,N,Control,6.8,bare,39.9,N/A,
Pearlwise,N,Control,7,POSE,12,N/A,
Pearlwise,N,Control,7,HECO,6,N/A,
Pearlwise,N,Control,7,BRTE,3,N/A,
Pearlwise,N,Control,7,Litter,3,N/A,
Pearlwise,N,Control,7,bare,76,N/A,
Pearlwise,N,Control,7.2,POSE,50,N/A,
Pearlwise,N,Control,7.2,Litter,47,N/A,
Pearlwise,N,Control,7.2,bare,3,N/A,
Pearlwise,N,Control,7.4,BRTE,12,N/A,
Pearlwise,N,Control,7.4,Litter,3,N/A,
Pearlwise,N,Control,7.4,bare,85,N/A,
Pearlwise,N,Control,7.6,BRTE,25,N/A,
Pearlwise,N,Control,7.6,Litter,25,N/A,
Pearlwise,N,Control,7.6,bare,50,N/A,
Pearlwise,N,Control,7.8,BRTE,50,N/A,
Pearlwise,N,Control,7.8,Litter,25,N/A,
Pearlwise,N,Control,7.8,bare,25,N/A,
Pearlwise,N,Control,8,BRTE,25,N/A,
Pearlwise,N,Control,8,POSE,0.05,N/A,
Pearlwise,N,Control,8,Litter,6,N/A,
Pearlwise,N,Control,8,bare,68.95,N/A,
Pearlwise,N,Control,8.2,POSE,12,N/A,
Pearlwise,N,Control,8.2,BRTE,6,N/A,
Pearlwise,N,Control,8.2,HOUM,3,N/A,
Pearlwise,N,Control,8.2,Litter,1,N/A,
Pearlwise,N,Control,8.2,bare,78,N/A,
Pearlwise,N,Control,8.4,BRTE,3,N/A,
Pearlwise,N,Control,8.4,POSE,12,N/A,
Pearlwise,N,Control,8.4,Litter,84,N/A,
Pearlwise,N,Control,8.4,bare,1,N/A,
Pearlwise,N,Control,8.6,POSE,30,N/A,
Pearlwise,N,Control,8.6,BRTE,0.05,N/A,
Pearlwise,N,Control,8.6,Litter,6,N/A,
Pearlwise,N,Control,8.6,bare,63.95,N/A,
Pearlwise,N,Control,8.8,POSE,6,N/A,
Pearlwise,N,Control,8.8,BRTE,25,N/A,
Pearlwise,N,Control,8.8,Litter,25,N/A,
Pearlwise,N,Control,8.8,bare,44,N/A,
Pearlwise,N,Control,9,BRTE,12,N/A,
Pearlwise,N,Control,9,HECO,40,N/A,
Pearlwise,N,Control,9,HOUM,0.05,N/A,
Pearlwise,N,Control,9,Litter,12,N/A,
Pearlwise,N,Control,9,bare,35.95,N/A,
Pearlwise,N,Control,9.2,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,N,Control,9.4,POSE,3,N/A,
Pearlwise,N,Control,9.4,HOUM,0.05,N/A,
Pearlwise,N,Control,9.4,BRTE,3,N/A,
Pearlwise,N,Control,9.4,Litter,75,N/A,
Pearlwise,N,Control,9.4,bare,18.95,N/A,
Pearlwise,N,Control,9.6,BRTE,50,N/A,
Pearlwise,N,Control,9.6,Litter,47,N/A,
Pearlwise,N,Control,9.6,bare,3,N/A,
Pearlwise,N,Control,9.8,BRTE,6,N/A,
Pearlwise,N,Control,9.8,Litter,25,N/A,
Pearlwise,N,Control,9.8,bare,69,N/A,
Pearlwise,N,Control,10,BRTE,25,N/A,
Pearlwise,N,Control,10,Litter,1,N/A,
Pearlwise,N,Control,10,bare,74,N/A,
Pearlwise,S,Control,0.2,HOUM,25,N/A,
Pearlwise,S,Control,0.2,Litter,50,N/A,
Pearlwise,S,Control,0.2,bare,12,N/A,
Pearlwise,S,Control,0.4,missing,,,"Toothpick missing, so no data"
Pearlwise,S,Control,0.6,HOUM,0.05,N/A,
Pearlwise,S,Control,0.6,Litter,95,N/A,
Pearlwise,S,Control,0.6,bare,4.95,N/A,
Pearlwise,S,Control,0.8,HECO,5,N/A,
Pearlwise,S,Control,0.8,BRTE,50,N/A,
Pearlwise,S,Control,0.8,COPA,0.05,N/A,
Pearlwise,S,Control,0.8,bare,44.95,N/A,
Pearlwise,S,Control,1,BRTE,25,N/A,
Pearlwise,S,Control,1,PHLO,0.05,N/A,
Pearlwise,S,Control,1,Litter,3,N/A,
Pearlwise,S,Control,1,bare,71.95,N/A,
Pearlwise,S,Control,1.2,BRTE,50,N/A,
Pearlwise,S,Control,1.2,MIGR,0.05,N/A,
Pearlwise,S,Control,1.2,Litter,12,N/A,
Pearlwise,S,Control,1.2,bare,37.95,N/A,
Pearlwise,S,Control,1.4,HOUM,0.05,N/A,
Pearlwise,S,Control,1.4,BRTE,50,N/A,
Pearlwise,S,Control,1.4,Litter,48.95,N/A,
Pearlwise,S,Control,1.4,bare,1,N/A,
Pearlwise,S,Control,1.6,BRTE,25,N/A,
Pearlwise,S,Control,1.6,HOUM,0.05,N/A,
Pearlwise,S,Control,1.6,Litter,74.95,N/A,
Pearlwise,S,Control,1.8,HOUM,0.05,N/A,
Pearlwise,S,Control,1.8,BRTE,90,N/A,
Pearlwise,S,Control,1.8,Litter,5,N/A,
Pearlwise,S,Control,1.8,bare,4.95,N/A,
Pearlwise,S,Control,2,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,S,Control,2.2,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,S,Control,2.4,BRTE,75,N/A,
Pearlwise,S,Control,2.4,Litter,1,N/A,
Pearlwise,S,Control,2.4,bare,24,N/A,
Pearlwise,S,Control,2.6,POSE,12,N/A,
Pearlwise,S,Control,2.6,BRTE,3,N/A,
Pearlwise,S,Control,2.6,Litter,1,N/A,
Pearlwise,S,Control,2.6,bare,84,N/A,
Pearlwise,S,Control,2.8,BRTE,3,N/A,
Pearlwise,S,Control,2.8,Litter,1,N/A,
Pearlwise,S,Control,2.8,bare,96,N/A,
Pearlwise,S,Control,3,BRTE,3,N/A,
Pearlwise,S,Control,3,Litter,3,N/A,
Pearlwise,S,Control,3,bare,94,N/A,
Pearlwise,S,Control,3.2,POSE,6,N/A,
Pearlwise,S,Control,3.2,Litter,1,N/A,
Pearlwise,S,Control,3.2,bare,93,N/A,
Pearlwise,S,Control,3.4,POSE,25,N/A,
Pearlwise,S,Control,3.4,BRTE,0.05,N/A,
Pearlwise,S,Control,3.4,Litter,0.05,N/A,
Pearlwise,S,Control,3.4,bare,74.9,N/A,
Pearlwise,S,Control,3.6,HECO,12,N/A,
Pearlwise,S,Control,3.6,HOUM,0.05,N/A,
Pearlwise,S,Control,3.6,Litter,1,N/A,
Pearlwise,S,Control,3.6,bare,86.95,N/A,
Pearlwise,S,Control,3.8,HECO,3,N/A,
Pearlwise,S,Control,3.8,AGCR,3,N/A,
Pearlwise,S,Control,3.8,Litter,50,N/A,
Pearlwise,S,Control,3.8,bare,44,N/A,
Pearlwise,S,Control,4,BRTE,50,N/A,
Pearlwise,S,Control,4,Litter,0.05,N/A,
Pearlwise,S,Control,4,bare,49.95,N/A,
Pearlwise,S,Control,4.2,BRTE,6,N/A,
Pearlwise,S,Control,4.2,POSE,12,N/A,
Pearlwise,S,Control,4.2,Litter,50,N/A,
Pearlwise,S,Control,4.2,bare,32,N/A,
Pearlwise,S,Control,4.4,ARTR,50,N/A,Cover is over 100 due to ARTR overhanging this point
Pearlwise,S,Control,4.4,POSE,50,N/A,
Pearlwise,S,Control,4.4,BRTE,50,N/A,
Pearlwise,S,Control,4.6,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,S,Control,4.8,BRTE,6,N/A,
Pearlwise,S,Control,4.8,Litter,88,N/A,
Pearlwise,S,Control,4.8,bare,6,N/A,
Pearlwise,S,Control,5,POSE,12,N/A,
Pearlwise,S,Control,5,BRTE,1,N/A,
Pearlwise,S,Control,5,PHLO,0.05,N/A,
Pearlwise,S,Control,5,Litter,74.95,N/A,
Pearlwise,S,Control,5,bare,12,N/A,
Pearlwise,S,Control,5.2,BRTE,25,N/A,
Pearlwise,S,Control,5.2,Litter,75,N/A,
Pearlwise,S,Control,5.4,BRTE,50,N/A,
Pearlwise,S,Control,5.4,PHLO,3,N/A,
Pearlwise,S,Control,5.4,Moss,3,N/A,
Pearlwise,S,Control,5.4,Litter,44,N/A,
Pearlwise,S,Control,5.6,BRTE,50,N/A,
Pearlwise,S,Control,5.6,PHLO,0.05,N/A,
Pearlwise,S,Control,5.6,bare,49.95,N/A,
Pearlwise,S,Control,5.8,BRTE,25,N/A,
Pearlwise,S,Control,5.8,PHLO,0.05,N/A,
Pearlwise,S,Control,5.8,Litter,50,N/A,
Pearlwise,S,Control,5.8,bare,24.95,N/A,
Pearlwise,S,Control,6,HECO,40,N/A,
Pearlwise,S,Control,6,PHLO,0.05,N/A,
Pearlwise,S,Control,6,BRTE,3,N/A,
Pearlwise,S,Control,6,Litter,25,N/A,
Pearlwise,S,Control,6,bare,31.95,N/A,
Pearlwise,S,Control,6.2,BRTE,50,N/A,
Pearlwise,S,Control,6.2,Litter,25,N/A,
Pearlwise,S,Control,6.2,bare,25,N/A,
Pearlwise,S,Control,6.4,BRTE,25,N/A,
Pearlwise,S,Control,6.4,Litter,25,N/A,
Pearlwise,S,Control,6.4,bare,50,N/A,
Pearlwise,S,Control,6.6,HECO,25,N/A,
Pearlwise,S,Control,6.6,BRTE,50,N/A,
Pearlwise,S,Control,6.6,Litter,25,N/A,
Pearlwise,S,Control,6.8,BRTE,3,N/A,
Pearlwise,S,Control,6.8,Litter,3,N/A,
Pearlwise,S,Control,6.8,bare,94,N/A,
Pearlwise,S,Control,7,BRTE,6,N/A,
Pearlwise,S,Control,7,PHLO,3,N/A,
Pearlwise,S,Control,7,POSE,3,N/A,
Pearlwise,S,Control,7,Litter,1,N/A,
Pearlwise,S,Control,7,bare,87,N/A,
Pearlwise,S,Control,7.2,BRTE,95,N/A,
Pearlwise,S,Control,7.2,HOUM,0.05,N/A,
Pearlwise,S,Control,7.2,PHLO,0.05,N/A,
Pearlwise,S,Control,7.2,Litter,4.9,N/A,
Pearlwise,S,Control,7.4,BRTE,50,N/A,
Pearlwise,S,Control,7.4,Litter,25,N/A,
Pearlwise,S,Control,7.4,bare,25,N/A,
Pearlwise,S,Control,7.6,BRTE,50,N/A,
Pearlwise,S,Control,7.6,HECO,6,N/A,
Pearlwise,S,Control,7.6,Litter,3,N/A,
Pearlwise,S,Control,7.6,Spider hole,12,N/A,
Pearlwise,S,Control,7.6,bare,29,N/A,
Pearlwise,S,Control,7.8,BRTE,25,N/A,
Pearlwise,S,Control,7.8,POSE,3,N/A,
Pearlwise,S,Control,7.8,Litter,6,N/A,
Pearlwise,S,Control,7.8,bare,66,N/A,
Pearlwise,S,Control,8,HOUM,1,N/A,
Pearlwise,S,Control,8,BRTE,25,N/A,
Pearlwise,S,Control,8,Litter,71,N/A,
Pearlwise,S,Control,8,bare,3,N/A,
Pearlwise,S,Control,8.2,PHLO,0.05,N/A,
Pearlwise,S,Control,8.2,POSE,6,N/A,
Pearlwise,S,Control,8.2,Lupine sp.,1,N/A,
Pearlwise,S,Control,8.2,Litter,1,N/A,
Pearlwise,S,Control,8.2,bare,91.95,N/A,
Pearlwise,S,Control,8.4,POSE,6,N/A,
Pearlwise,S,Control,8.4,BRTE,25,N/A,
Pearlwise,S,Control,8.4,Litter,3,N/A,
Pearlwise,S,Control,8.4,bare,66,N/A,
Pearlwise,S,Control,8.6,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,S,Control,8.8,BRTE,0.05,N/A,
Pearlwise,S,Control,8.8,HOUM,25,N/A,
Pearlwise,S,Control,8.8,Litter,74.95,N/A,
Pearlwise,S,Control,9,BRTE,0.05,N/A,
Pearlwise,S,Control,9,PHLO,0.05,N/A,
Pearlwise,S,Control,9,Litter,98,N/A,
Pearlwise,S,Control,9,bare,1.9,N/A,
Pearlwise,S,Control,9.2,BRTE,0.05,N/A,
Pearlwise,S,Control,9.2,HOUM,0.05,N/A,
Pearlwise,S,Control,9.2,Litter,95,N/A,
Pearlwise,S,Control,9.2,bare,4.9,N/A,
Pearlwise,S,Control,9.4,HOUM,25,N/A,
Pearlwise,S,Control,9.4,BRTE,25,N/A,
Pearlwise,S,Control,9.4,Litter,40,N/A,
Pearlwise,S,Control,9.4,bare,10,N/A,
Pearlwise,S,Control,9.6,missing,,N/A,"Toothpick missing, so no data"
Pearlwise,S,Control,9.8,ELEL,6,N/A,
Pearlwise,S,Control,9.8,HOUM,25,N/A,
Pearlwise,S,Control,9.8,BRTE,6,N/A,
Pearlwise,S,Control,9.8,Litter,25,N/A,
Pearlwise,S,Control,9.8,bare,38,N/A,
Pearlwise,S,Control,10,BRTE,12,N/A,
Pearlwise,S,Control,10,HOUM,25,N/A,
Pearlwise,S,Control,10,Litter,6,N/A,
Pearlwise,S,Control,10,bare,57,N/A,
Pearlwise,E,Removal,2.2,HOUM,3,N/A,
Pearlwise,E,Removal,2.2,BRTE,6,N/A,
Pearlwise,E,Removal,2.2,Litter,12,N/A,
Pearlwise,E,Removal,2.2,bare,79,N/A,
Pearlwise,E,Removal,2.4,BRTE,25,N/A,
Pearlwise,E,Removal,2.4,Litter,3,N/A,
Pearlwise,E,Removal,2.4,bare,72,N/A,
Pearlwise,E,Removal,2.6,PHLO,0.05,N/A,
Pearlwise,E,Removal,2.6,BRTE,0.05,N/A,
Pearlwise,E,Removal,2.6,bare,99.9,N/A,
Pearlwise,E,Removal,2.8,BRTE,12,N/A,
Pearlwise,E,Removal,2.8,POSE,6,N/A,
Pearlwise,E,Removal,2.8,Litter,6,N/A,
Pearlwise,E,Removal,2.8,bare,76,N/A,
Pearlwise,E,Removal,3,BRTE,3,N/A,
Pearlwise,E,Removal,3,HECO,3,N/A,
Pearlwise,E,Removal,3,Litter,6,N/A,
Pearlwise,E,Removal,3,bare,88,N/A,
Pearlwise,E,Removal,3.2,POSE,40,N/A,
Pearlwise,E,Removal,3.2,BRTE,25,N/A,
Pearlwise,E,Removal,3.2,Litter,12,N/A,
Pearlwise,E,Removal,3.2,bare,23,N/A,
Pearlwise,E,Removal,3.4,POSE,12,N/A,
Pearlwise,E,Removal,3.4,BRTE,6,N/A,
Pearlwise,E,Removal,3.4,Litter,3,N/A,
Pearlwise,E,Removal,3.4,bare,79,N/A,
Pearlwise,E,Removal,3.6,POSE,12,N/A,
Pearlwise,E,Removal,3.6,BRTE,12,N/A,
Pearlwise,E,Removal,3.6,Litter,25,N/A,
Pearlwise,E,Removal,3.6,bare,51,N/A,
Pearlwise,E,Removal,3.8,POSE,6,N/A,
Pearlwise,E,Removal,3.8,BRTE,12,N/A,
Pearlwise,E,Removal,3.8,Litter,50,N/A,
Pearlwise,E,Removal,3.8,bare,32,N/A,
Pearlwise,E,Removal,4,POSE,25,N/A,
Pearlwise,E,Removal,4,BRTE,6,N/A,
Pearlwise,E,Removal,4,Litter,66,N/A,
Pearlwise,E,Removal,4,bare,3,N/A,
Pearlwise,E,Removal,4.2,PHLO,0.05,N/A,
Pearlwise,E,Removal,4.2,BRTE,3,N/A,
Pearlwise,E,Removal,4.2,Litter,3,N/A,
Pearlwise,E,Removal,4.2,bare,93.95,N/A,
Pearlwise,E,Removal,4.4,BRTE,40,N/A,
Pearlwise,E,Removal,4.4,Litter,12,N/A,
Pearlwise,E,Removal,4.4,bare,48,N/A,
Pearlwise,E,Removal,4.6,BRTE,0.05,N/A,"There is another value for cover at 95%, but no plant code, hence the litter % value being what it is."
Pearlwise,E,Removal,4.6,Litter,4.95,N/A,
Pearlwise,E,Removal,4.8,missing,NA,N/A,"Toothpick missing, so no data"
Pearlwise,E,Removal,5,BRTE,75,N/A,
Pearlwise,E,Removal,5,Litter,3,N/A,
Pearlwise,E,Removal,5,bare,22,N/A,
Pearlwise,E,Removal,5.2,BRTE,75,N/A,
Pearlwise,E,Removal,5.2,Litter,19,N/A,
Pearlwise,E,Removal,5.2,bare,6,N/A,
Pearlwise,E,Removal,5.4,BRTE,50,N/A,
Pearlwise,E,Removal,5.4,Litter,12,N/A,
Pearlwise,E,Removal,5.4,bare,38,N/A,
Pearlwise,E,Removal,5.6,BRTE,12,N/A,
Pearlwise,E,Removal,5.6,HOUM,3,N/A,
Pearlwise,E,Removal,5.6,Litter,6,N/A,
Pearlwise,E,Removal,5.6,bare,79,N/A,
Pearlwise,E,Removal,5.8,BRTE,50,N/A,
Pearlwise,E,Removal,5.8,POSE,6,N/A,
Pearlwise,E,Removal,5.8,HOUM,3,N/A,
Pearlwise,E,Removal,5.8,Litter,25,N/A,
Pearlwise,E,Removal,5.8,bare,16,N/A,
Pearlwise,E,Removal,6,POSE,50,N/A,
Pearlwise,E,Removal,6,HOUM,0.05,N/A,
Pearlwise,E,Removal,6,BRTE,6,N/A,
Pearlwise,E,Removal,6,Litter,6,N/A,
Pearlwise,E,Removal,6,bare,37.95,N/A,
Pearlwise,E,Removal,6.2,POSE,75,N/A,
Pearlwise,E,Removal,6.2,BRTE,0.05,N/A,
Pearlwise,E,Removal,6.2,Litter,6,N/A,
Pearlwise,E,Removal,6.2,bare,23.95,N/A,
Pearlwise,E,Removal,6.4,POSE,6,N/A,
Pearlwise,E,Removal,6.4,BRTE,3,N/A,
Pearlwise,E,Removal,6.4,bare,91,N/A,
Pearlwise,E,Removal,6.6,POSE,50,N/A,
Pearlwise,E,Removal,6.6,BRTE,25,N/A,
Pearlwise,E,Removal,6.6,HOUM,3,N/A,
Pearlwise,E,Removal,6.6,Litter,22,N/A,
Pearlwise,E,Removal,6.8,BRTE,6,N/A,
Pearlwise,E,Removal,6.8,POSE,6,N/A,
Pearlwise,E,Removal,6.8,HOUM,0.05,N/A,
Pearlwise,E,Removal,6.8,Litter,25,N/A,
Pearlwise,E,Removal,6.8,bare,62.95,N/A,
Pearlwise,E,Removal,7,BRTE,50,N/A,
Pearlwise,E,Removal,7,Litter,3,N/A,
Pearlwise,E,Removal,7,bare,47,N/A,
Pearlwise,W,Removal,2.2,POSE,25,N/A,
Pearlwise,W,Removal,2.2,HOUM,0.05,N/A,
Pearlwise,W,Removal,2.2,BRTE,3,N/A,
Pearlwise,W,Removal,2.2,Litter,12,N/A,
Pearlwise,W,Removal,2.2,bare,59.95,N/A,
Pearlwise,W,Removal,2.4,BRTE,75,N/A,
Pearlwise,W,Removal,2.4,Litter,22,N/A,
Pearlwise,W,Removal,2.4,bare,3,N/A,
Pearlwise,W,Removal,2.6,POSE,80,N/A,
Pearlwise,W,Removal,2.6,HOUM,3,N/A,
Pearlwise,W,Removal,2.6,BRTE,6,N/A,
Pearlwise,W,Removal,2.6,Litter,11,N/A,
Pearlwise,W,Removal,2.8,BRTE,80,N/A,
Pearlwise,W,Removal,2.8,Litter,3,N/A,
Pearlwise,W,Removal,2.8,bare,17,N/A,
Pearlwise,W,Removal,3,POSE,12,N/A,
Pearlwise,W,Removal,3,BRTE,50,N/A,
Pearlwise,W,Removal,3,Litter,35,N/A,
Pearlwise,W,Removal,3,bare,3,N/A,
Pearlwise,W,Removal,3.2,HECO,6,N/A,
Pearlwise,W,Removal,3.2,BRTE,25,N/A,
Pearlwise,W,Removal,3.2,Litter,69,N/A,
Pearlwise,W,Removal,3.4,POSE,25,N/A,
Pearlwise,W,Removal,3.4,BRTE,6,N/A,
Pearlwise,W,Removal,3.4,Litter,63,N/A,
Pearlwise,W,Removal,3.4,bare,6,N/A,
Pearlwise,W,Removal,3.6,BRTE,25,N/A,
